genes,baseMean,log2FoldChange,lfcSE,pvalue,padj
Slc39a3,39.41725083717474,-0.025206132591518653,0.04974626230506535,0.20108356093256982,0.6123755637571526
Etaa1,101.03699472097466,-0.026650672553601165,0.03983534207400253,0.20103566214546847,0.6123755637571526
2310033P09Rik,140.02468152788424,-0.026679356608669887,0.03609691273807153,0.20079329040089683,0.6123755637571526
Slfn4,2.328054601217543,-0.017137320892730457,0.10308907497956578,0.20037962972520146,0.6123755637571526
Polr2f,322.1170312433538,0.024601030129376086,0.028480208663037767,0.20065420639756776,0.6123755637571526
Cyp4f17,22.573191535719943,-0.02431469343575524,0.05569310455616977,0.2004783656418468,0.6123755637571526
Txnl4a,126.34196026278785,0.026772342597844615,0.03755130491589276,0.20033980734763615,0.6123755637571526
Gm10648,1.4614843082004507,0.01827697061990929,0.09765695740773712,0.2012896589283203,0.6128568388240239
Tmem203,56.655296372459986,-0.02593576731684599,0.04522637094423194,0.20145990439654698,0.613228751721263
Fam107b,1323.6743135633815,0.02477918098137783,0.028981707217313447,0.2015946070448839,0.6134425865085771
Fam207a,157.01200922236197,-0.026581365651431377,0.03561389841228601,0.2016263728380085,0.6134425865085771
Slc35b1,203.24229760045236,-0.02648486751263502,0.03484464235659751,0.2017328672784191,0.6136201790713555
Mtmr2,84.80478412893015,0.026467868080039116,0.04119882338401827,0.20188125589269518,0.6136805603296269
Parp2,146.53328837667837,0.026665132675864272,0.03790540329632598,0.2018971022337687,0.6136805603296269
Gda,1.2408587541331342,0.014606280230750975,0.11096661513478868,0.20180468741431895,0.6136805603296269
Vapb,178.77141611721623,0.026060861197647427,0.032702208951876026,0.20195095975823674,0.6136979713720868
Zfp26,75.95532501299003,0.026450062536924716,0.041269785635280325,0.20202163285925565,0.6137664618985867
Memo1,137.596014683793,0.02652563866556694,0.03544316655692368,0.20219899533528085,0.6141589779705018
Acp2,39.84651603311474,0.02527357021361785,0.04878757218848481,0.20230399251229964,0.6142843717860815
Gpsm3,872.4502619476723,0.02171930824836078,0.023802566808601502,0.20233662940173655,0.6142843717860815
Anapc4,135.96370107396257,0.026583846435436573,0.03634941997776434,0.20245213471787793,0.614411555465315
Fbxo21,44.888771385631166,0.025638064015266165,0.04655966829980999,0.20248046558987048,0.614411555465315
Gm26910,2.8755431418290396,0.019779152328853005,0.08910401302261649,0.20252307800335026,0.614411555465315
Gpn2,53.147359827211375,0.025479023376213553,0.04740201230859893,0.20269782160579314,0.6145505033862245
Srrt,263.6080596445404,0.026044976390717213,0.0328346157101082,0.20270509393983074,0.6145505033862245
Hnrnpf,2246.259146018378,0.02136744554463898,0.02334721800474793,0.2028554384421888,0.6145505033862245
Sec23ip,116.99009836107547,-0.026599697375696715,0.03753256674075095,0.20282846120638837,0.6145505033862245
Cited2,311.343964968209,-0.02659845525905089,0.03790255365447735,0.20285805574093163,0.6145505033862245
Gm48903,5.536061014379033,0.0210758331801316,0.08034954623035362,0.2027634945560665,0.6145505033862245
Kif2a,162.1333874876269,-0.02638946314382078,0.03473195985547867,0.20293868783182592,0.6146487431219981
Tex10,153.51669733781492,-0.02635209823295652,0.03450440906434774,0.20300292897035951,0.6146973040372962
Rbm15,65.69178535762289,0.026046709987853522,0.04373079268058917,0.20311079745941066,0.6148779151008892
1700012D14Rik,18.84882755778145,0.023400037493227957,0.060542973737380185,0.20358889268247088,0.616045788919519
Gm32687,2.1809570500947997,-0.018531023137385926,0.09545110396405017,0.20359320480800355,0.616045788919519
Ankmy2,99.91460618388182,-0.026536570189399835,0.038356897549002705,0.20365631031307094,0.6160905368450693
Limk1,51.012454102366426,0.024484106086852767,0.052836771099747326,0.2038713781101955,0.6163911965210278
Tdrd3,35.41766364911339,0.02502570620718096,0.049528330378711384,0.2039007189181786,0.6163911965210278
Gm49463,3.172775695407355,0.01940002362117054,0.09065520749429226,0.20387803260273266,0.6163911965210278
4930522L14Rik,46.09853293382874,0.025265078446227718,0.0480370240173839,0.20408999964209068,0.6166779857994311
Eef2kmt,86.4276652979332,0.026319505172908923,0.04109669081985965,0.20409231433406,0.6166779857994311
Gm16675,36.856340974727615,-0.02403101706523394,0.055654663635254224,0.2041502877915219,0.6167070172067509
Psrc1,24.359581452605283,-0.022527257473657945,0.06723748018913343,0.20432105847336035,0.6167695003841621
Por,124.02575154107983,-0.026469232062275902,0.03645953129010748,0.20424076424694262,0.6167695003841621
Star,2.7920254120344095,-0.01920628181521345,0.09155389590776122,0.2042936433138272,0.6167695003841621
9330151L19Rik,24.96180913434107,0.02387974198044378,0.056578977666158596,0.20436445291530744,0.6167695003841621
Pyroxd1,61.2922806536268,0.025469469397519613,0.046601104056279985,0.20462560880972036,0.6174115328757085
Chmp6,127.2082478187992,-0.026429787128991987,0.036301730820493525,0.2046903582392874,0.6174299243344118
Retreg1,427.62602486941427,0.025127378689016187,0.030272279869859055,0.20472854835588528,0.6174299243344118
Klf2,2043.595425847844,0.024370563750617046,0.05309405956480047,0.20481257170941705,0.6174800353414212
Rock2,186.50955616335972,0.026328113799531497,0.03524324643608982,0.2048420162727795,0.6174800353414212
Cpsf2,203.18978532313827,0.025785096734633226,0.03239462260911463,0.20506370210559666,0.6178561591560641
Ssr4,972.6564406405071,0.019882225776695545,0.021532357737152737,0.20504045557180364,0.6178561591560641
Atp5g2,2324.4781233429185,0.01864599974773139,0.020038197742899385,0.2051878437046147,0.617886212153495
Kalrn,1.8025209514358818,0.017654916485871173,0.0990626231554192,0.20521905015058048,0.617886212153495
Tbc1d23,64.60321840187534,-0.025800430554094766,0.04434566572567508,0.205169466031941,0.617886212153495
Ubap2,129.44089104693816,0.026431001762772872,0.037600027332508,0.20529510688931837,0.6179692889390223
Gm44702,1.9029417675869564,-0.018158594404730225,0.09655096923016963,0.2054611712047857,0.6181772992053379
Tmem86a,3.7281839777249046,0.020437293107248355,0.08336591334568948,0.20545773304945583,0.6181772992053379
Ogdh,326.30022020628707,0.02372520077146587,0.027302620667139413,0.20552404257616605,0.6182205866687174
Gm12940,8.86262512149981,-0.021852641052852045,0.0721801402523177,0.20562662180435262,0.6183832676007784
Gm36756,18.679998741988832,-0.022939981199468575,0.06286758348782706,0.2057026220536517,0.6184659593978101
Prkcq,1141.0793204391166,0.025650364816321398,0.032093295086650125,0.20592148458320123,0.6189780409996226
Uqcrq,1090.8266186047856,-0.017318104797571187,0.01855598596964607,0.20598123346556454,0.6190117152767884
Gin1,56.16679462151255,0.025722790465846596,0.04434002187947968,0.20624021873931922,0.6195894533118064
Gm1043,21.79006121835695,0.022679924153722792,0.06459868709385366,0.20633523967569375,0.6195894533118064
Snrk,140.804448570876,-0.026297930996984204,0.03605299879266404,0.20641643774359295,0.6195894533118064
Ap3d1,172.76643156841368,-0.026342432997779306,0.036679766441176785,0.2062851109560809,0.6195894533118064
Borcs7,55.08302454905674,-0.025313703131238794,0.0467449985815923,0.20638377618062037,0.6195894533118064
Dhx9,366.32423372624453,0.025044380524032604,0.03036643978171715,0.20669693674621956,0.6197164067604226
Alkbh3,101.61002674316043,0.0263119109670398,0.038758167363536995,0.20671880902924092,0.6197164067604226
Tnfsf10,130.99850807080804,0.026338768180125996,0.03799685346165295,0.20662347399614067,0.6197164067604226
Cct3,436.8898797009305,0.02521787672238067,0.03090506114594325,0.20699334768980002,0.6197164067604226
Pnrc1,1045.3749620424417,-0.024126572562958103,0.02825057461659322,0.2069510625769889,0.6197164067604226
Junos,5.4393350063499915,-0.020421535009808558,0.08270102129729201,0.20684330025695868,0.6197164067604226
Samd11,17.398653663058166,-0.022310770362562418,0.06750913635718274,0.20666966768236253,0.6197164067604226
Tmem161a,73.97244303547207,0.02610198558559865,0.04128996049362203,0.20684780229314215,0.6197164067604226
Ndufs7,444.5924738360005,-0.024203180740435787,0.028411943106002775,0.2069615674432004,0.6197164067604226
Pabpn1,683.3245138106695,0.023766972237285,0.027519324393526307,0.20682189994804798,0.6197164067604226
Gramd3,192.95332085993678,-0.025195504356820858,0.047380302367809456,0.20651015919608373,0.6197164067604226
Maz,318.9266117387706,0.024747837149476717,0.029658111614816456,0.2070504874498059,0.619741963725933
Fbxl6,156.2227804768534,0.025958023739091392,0.03375153632755409,0.20712385751907833,0.6198160777342802
Rnf26,2.6823418941154804,-0.01964157050544175,0.08761628258390548,0.20722557940872255,0.6198295479804412
Zmiz1,290.211345846795,0.025672038070023537,0.03247899473726156,0.20721753033549656,0.6198295479804412
1700113A16Rik,17.03852954554427,-0.023154503127980827,0.06014674178276437,0.20739428835776205,0.6201886892236923
Coa4,70.22043072868394,-0.025924881681283242,0.04228193005546224,0.20762190511654455,0.6207237777587479
Capg,2058.179016556066,-0.026158077493666918,0.0353941870757097,0.20767349857289666,0.6207324848342722
Cdkn2c,135.3026140343567,-0.025318388130204365,0.04600135632673014,0.2080311005161914,0.6213346574514131
Xylt1,50.60388923472013,0.024044934477571087,0.05356494088440461,0.20809600908875225,0.6213346574514131
Rps15a,17711.886057893218,0.02494233161283143,0.03031166169333511,0.20806665676820713,0.6213346574514131
Lgals8,137.22512362107508,-0.026239366500226416,0.037718700746361834,0.20811860418594505,0.6213346574514131
BC031181,428.6480028106764,0.023048098106192523,0.026322476094599638,0.2079284035873909,0.6213346574514131
Gsr,152.2359076837803,0.026225971423352982,0.037920179171406276,0.20829621671328066,0.6215738495930357
Pdk3,91.17461584656108,-0.026029817760648912,0.04102496016254953,0.20828413447327354,0.6215738495930357
Tax1bp1,879.7880422915023,-0.022557029642232232,0.025562892440789083,0.2086410058071041,0.6224570578021489
Glmp,523.0714456120127,-0.024085484625820525,0.02838134327068609,0.20877508680147097,0.6227113758609488
Spata48,6.94387226628439,0.021048078451644917,0.07672200785127983,0.20895000352193244,0.622796048365629
Pigf,64.1974454943233,0.02573977842196624,0.04297131042854553,0.20887648331908829,0.622796048365629
Mecp2,150.24123424547807,-0.026126137729594316,0.03596506733452765,0.20892066541008125,0.622796048365629
Teddm2,3.2561445690795567,-0.019449809605372896,0.08789978833922382,0.20904753829135173,0.622941145303348
Ggta1,89.35169460396186,-0.026022285194727306,0.04010854212084634,0.20966670016708017,0.623332149363384
Trp53bp1,100.91208653254841,0.025968428060786457,0.040923373346725994,0.20931537065612293,0.623332149363384
Klhl9,93.6543796926582,0.0260838717153883,0.03928108037822267,0.209653052080883,0.623332149363384
Nyap1,9.125288716481698,0.021487492203963076,0.07262674603651094,0.20962888164766974,0.623332149363384
Ptpn6,352.6434496431481,-0.024336454997669066,0.029027504991902018,0.2095375914365575,0.623332149363384
Cxcr5,62.53637872236999,-0.022823673882391867,0.061323457069083355,0.209716486610377,0.623332149363384
Oaz2,100.81890288187033,-0.026070825603528195,0.039520789960659976,0.2096183139433971,0.623332149363384
Gm12166,18.44682358353376,-0.02297413136674613,0.06025655404547816,0.20955507677206492,0.623332149363384
Hist1h4j,1.6830693893554787,0.01782361342807092,0.0966364962637201,0.20942070012260347,0.623332149363384
Gm3636,6.828932999070582,-0.021083315372488712,0.07612010251810955,0.2094512465558238,0.623332149363384
Usp11,13.34948282185556,0.022584273604303318,0.06325206395985566,0.2096866536865357,0.623332149363384
Abhd12,147.81767466858673,-0.02605409522434621,0.03598900373355677,0.21004606685266738,0.6241031478393575
5430416N02Rik,47.52088934569773,0.024657610793066873,0.048949544041970945,0.21010797102999007,0.6241031478393575
Slc25a35,18.47885891152596,0.02299959391946537,0.05971636380048293,0.21015667295724746,0.6241031478393575
Zfp236,102.45583337234777,-0.025889287395529433,0.04110176652732228,0.2101716662867384,0.6241031478393575
Fam214b,22.376315559565015,0.023566552879786613,0.05543572199041999,0.2106319035295295,0.6241616086230609
St3gal3,23.524387890714088,-0.023521728141296615,0.05577665100785643,0.21055410573225253,0.6241616086230609
Rcan3,76.63982096562405,0.025595499772473235,0.04311132043703916,0.21061616515784728,0.6241616086230609
Gm16023,20.45456957607215,0.023290075387396632,0.05736735226952234,0.2105733095387466,0.6241616086230609
Rasl11a,14.193863039355103,0.021880973071664714,0.06866124941140829,0.2104967383713203,0.6241616086230609
Emc3,218.6350880022494,-0.025486903708250668,0.03252066584392801,0.2103721808606332,0.6241616086230609
Stxbp4,5.44976389059363,-0.020763866857921472,0.07816475560352563,0.2102658242652838,0.6241616086230609
E430024P14Rik,23.198528260523354,-0.02325086652657643,0.05765564374178079,0.2105543936783506,0.6241616086230609
Kcnip2,20.556941539155595,0.023154080830069347,0.05843044573094186,0.21041108133430964,0.6241616086230609
Cnst,81.06204651024998,0.025804711423389238,0.04133817406897126,0.21099882840785117,0.6242567360448302
Vps13d,140.22547469854018,0.026023895863555944,0.03656310462055742,0.21100670789375092,0.6242567360448302
Slc29a4,10.867811385482044,0.021742743413396784,0.06957961161469556,0.21091373834237911,0.6242567360448302
Fam172a,389.49729924550275,0.02507481797470165,0.03118708007434628,0.21091602806027795,0.6242567360448302
Gm39556,30.650845900632973,-0.02396053015828916,0.052795786048261184,0.21083350947407295,0.6242567360448302
Tmem216,11.696094907362532,0.022111511262781224,0.0663834490107025,0.21095605403370452,0.6242567360448302
Tmem109,106.63787356412186,0.026039484571708807,0.03862092008329818,0.21079115868955353,0.6242567360448302
2810004N23Rik,156.28147547001927,-0.0259528534751581,0.03562913842717995,0.21116598738662917,0.6245830445759473
Tor4a,216.82613823074976,-0.025323189095308365,0.03211207003589137,0.21131745202023003,0.6248860924652024
Gm14154,3.0205991526597606,-0.018896089170771024,0.08999262622238044,0.211602023391775,0.6250598848367368
Hist2h2aa1,2.6230296419880643,-0.018823564150317103,0.09040047756158298,0.21162303919824738,0.6250598848367368
Zfp566,20.57549081684215,0.023189036247007973,0.05749673493609882,0.21167034606893806,0.6250598848367368
Clk3,171.28876152788024,0.02600068388071704,0.03691433711916115,0.2115492341772242,0.6250598848367368
Wdr20,111.26744057886516,0.02601065081858847,0.03707941182171231,0.21145839669516742,0.6250598848367368
Jarid2,249.06906564440118,0.02286837729753423,0.05989350499748482,0.2115781273973121,0.6250598848367368
Lats1,71.70390372950445,-0.025335026562741825,0.04425936465774289,0.21178754986741732,0.6252611827643988
Tmem37,14.08779515694704,-0.021913480022324232,0.06745082173198247,0.2119163940812285,0.6253519881809175
Vsir,611.5677504073197,0.02411862275400515,0.028840134657457623,0.21190696509496468,0.6253519881809175
Eif2a,208.77962221264968,0.0252085787645322,0.03185473585377953,0.21203569823146476,0.6254416541315705
Abcg3,65.1343591612489,0.024965539165950332,0.046274680112313595,0.2122358743718394,0.6254416541315705
Fchsd2,221.56492137676597,-0.02591156519445942,0.03606486693416644,0.2123131020899077,0.6254416541315705
Ctu2,98.31105887803456,-0.02587771936237711,0.03978260625462838,0.21216086209684237,0.6254416541315705
A630001O12Rik,3.9683578735441043,-0.0191192406627301,0.08833722337198015,0.21233918286687856,0.6254416541315705
Gm47772,10.051198155149306,0.02179224655863204,0.06826092871102699,0.21227172186104312,0.6254416541315705
Gm47230,4.044444090652095,0.019797245777067478,0.08405106085195284,0.2122825360852954,0.6254416541315705
Zw10,71.98836094373678,-0.025479638601746735,0.043082607636639965,0.21231473174565518,0.6254416541315705
Kcna3,103.91430104548985,0.025846971055131656,0.03978668416202277,0.2126077132853042,0.6255457641051844
Cad,46.06393993679623,0.024310223096563627,0.04994152128623269,0.2125087935033544,0.6255457641051844
Clec11a,3.064834147630729,0.019034029815877,0.08872052038527878,0.21261331819449109,0.6255457641051844
Nrg4,8.774535492105045,0.021541656460593764,0.07016298729158046,0.21266887988361496,0.6255457641051844
Poc1a,30.904841408954212,-0.023637835915382474,0.05408409527780831,0.21243032518208602,0.6255457641051844
Chadl,3.478491471398799,0.019242521157842973,0.08744640678310822,0.21263527055488343,0.6255457641051844
Repin1,11.541730790112394,-0.022033427353560897,0.065896701774384,0.21274397835490214,0.6256223404066783
3110009E18Rik,47.67554353334789,-0.02497304829700751,0.04581491165348615,0.21322930983893276,0.62621430265637
Cfap126,5.642585341844044,-0.02013829446192471,0.08115195671231354,0.21323792900704278,0.62621430265637
Rpap1,49.08446817234836,0.024923641546538946,0.0461570840878209,0.21309905334824242,0.62621430265637
Brpf1,86.8241271177639,0.025673460293306718,0.041274087968782035,0.21299943873785457,0.62621430265637
Ctsc,255.96861829736832,-0.024576076970120358,0.0301258241575327,0.21311860965835316,0.62621430265637
Prpf8,322.7948034370816,0.024607259276901935,0.030228637467981496,0.21323994213269223,0.62621430265637
Casp8,611.0918799689375,-0.02467172619874332,0.03042034436526865,0.21333056092352645,0.626336169084938
Rin2,24.1610705780095,-0.022479286760104075,0.06183766172612684,0.21340450177912168,0.6263485640680267
Rab35,243.40161485567006,-0.025429943288168916,0.033103592232900575,0.21348214723862005,0.6263485640680267
Adam17,173.35551531789986,-0.02581582440624632,0.035746386101687136,0.2134403599928333,0.6263485640680267
Gm15706,4.028495289700903,0.019867094470931875,0.08285472196683503,0.21364774284048654,0.6266902160016204
4930402H24Rik,54.64347639662286,-0.02484170506405958,0.04620465281379088,0.21412767557568116,0.6278824196923819
Sdha,329.47367214961025,0.02504888891669497,0.03174105945368921,0.21415312733010275,0.6278824196923819
Tmem50b,79.4854662682477,-0.025579757407000893,0.04136609180610068,0.21420190774542086,0.6278824196923819
Rfxank,71.46596475702867,-0.025504828339587005,0.04184834971441779,0.2144174043119668,0.6283696443074899
Klhl3,18.409714592567116,0.022173626663505967,0.06360174130714015,0.21455596936858315,0.628631242053953
Pcmtd2,129.71575826868596,-0.025795490869273685,0.03821669600192021,0.21464114224285002,0.6287363208680407
Zfp410,67.39232233256664,0.025441263409570647,0.042159131361828424,0.21474221676848773,0.6288879205362855
Rbck1,401.177569613519,-0.02379729363525877,0.02849971383986151,0.21489562809331889,0.6290640839025926
Sgk1,89.61759198884171,0.024101927339820764,0.05013743988958278,0.2149010390933804,0.6290640839025926
Gm17638,2.6491062775609278,0.018821154645753388,0.08890253201266667,0.2149835370758504,0.6291611386858317
Spg20,43.9109817173547,-0.024639608183300667,0.04690483813062131,0.21525083869719314,0.6292213306345505
Setd6,42.5795866909157,0.02445954234633982,0.047954530671481595,0.215196946297582,0.6292213306345505
Rhot1,91.85481624646056,0.025677082387134044,0.03969368391612445,0.21522729846494057,0.6292213306345505
Hmgxb3,57.80450195362988,0.025166510642689453,0.04384733512034329,0.2151031469235533,0.6292213306345505
Rab9,105.65066582217668,0.02574743630214955,0.038708017061078424,0.21509235433773188,0.6292213306345505
Cfap45,2.1493316262443583,0.017587497877048764,0.09541909446827797,0.21560473412637174,0.6299471302416405
Man1b1,61.888044166875865,-0.025273599838902452,0.042718528390934936,0.21603323559349955,0.6299471302416405
Zbtb26,4.541096405971675,0.020092801683921847,0.0801044859132123,0.21571454964416298,0.6299471302416405
Cep152,37.55977789254154,0.02424537963709667,0.04867865953373106,0.21641321348786352,0.6299471302416405
Pmvk,108.48172724328994,-0.024998945516041177,0.04446539549508897,0.21606903496327462,0.6299471302416405
Ccdc146,2.387512838084258,-0.018180144503008373,0.092017572864967,0.21625048857946433,0.6299471302416405
Mcm7,175.97129218392575,-0.02482187830294276,0.045586216010857064,0.21590457132756719,0.6299471302416405
Epn1,231.33086727052228,-0.024520213596671833,0.030463937733706044,0.21620425632945642,0.6299471302416405
Zfp382,23.64671491250392,-0.02331073630138811,0.054388450708055376,0.2162250154016301,0.6299471302416405
Mtmr10,21.571097355038226,-0.022835054522520926,0.057613588933189394,0.21621029160779814,0.6299471302416405
Bag3,38.8570851263885,-0.02418731330284197,0.04894129424436793,0.21658295269775205,0.6299471302416405
Ddx10,164.78424364018875,0.025636550871881648,0.035868275355404815,0.2163850798491089,0.6299471302416405
Prep,99.4226887849671,0.0255530341899101,0.04008389011440929,0.21658601042893516,0.6299471302416405
4732465J04Rik,14.267794571137946,-0.02162608400651269,0.06696327970862224,0.2165179591249333,0.6299471302416405
Asap2,20.290043234276162,-0.02267071942362684,0.05875997289650972,0.2162789625477683,0.6299471302416405
Adssl1,3.012380044382713,0.018810869493987102,0.08851265313118009,0.21597818690905157,0.6299471302416405
Gm10406,3.3411247877553536,0.018767047564602915,0.08867495477791315,0.2161985131986995,0.6299471302416405
Osgep,141.3886765335642,0.02561429607586681,0.03566660253738588,0.21649680823615305,0.6299471302416405
Psmb5,797.4208007845647,0.019055495360682215,0.02113206158708466,0.21650586100678734,0.6299471302416405
Ly6k,11.4963299960775,-0.020746834595994534,0.07465184023836713,0.21621859862398585,0.6299471302416405
Ndc80,60.390950682633935,-0.024239287031153117,0.04865114239888976,0.2165653654435802,0.6299471302416405
Bad,140.644027768656,0.025674630607696036,0.038088264397212995,0.21652623976921082,0.6299471302416405
Ptgs1,1.8194798346268768,-0.016893391248308028,0.09828611472984705,0.2170917453342464,0.6302679519027723
Atf2,155.20253443530257,-0.025489551839658384,0.03475272136739509,0.21700005686557186,0.6302679519027723
Rer1,631.4058615965344,-0.020772941064204714,0.023461898476886105,0.2167972130619007,0.6302679519027723
Tubgcp3,75.52897457105001,0.025333944065876527,0.04176251319288556,0.21707100815643984,0.6302679519027723
Gnai2,3392.3669904151193,0.015717882860970193,0.017243334837316122,0.21704354149577862,0.6302679519027723
Hspa2,8.095675124962458,0.021000128376276402,0.07201371668710596,0.2170255234141913,0.6302679519027723
Irf4,95.37954647315162,-0.02400577019979765,0.04979980463876778,0.21703500356963137,0.6302679519027723
Tsr2,31.27285534389095,0.023763008958155207,0.05130719985132198,0.21684189656650926,0.6302679519027723
Ccna2,109.81660035768641,-0.022266202726938696,0.06122528752745549,0.2173366158090453,0.6305974151516367
Pkn1,411.6071794078664,-0.02303594113507793,0.027217476485379873,0.21735359105885368,0.6305974151516367
Rwdd2a,12.252636767829616,0.021427147395043124,0.06815622272309203,0.2173247566545755,0.6305974151516367
Fbrs,74.97445819030654,-0.025123139483283107,0.043064546425397414,0.21747267804789275,0.6306559285396135
Prorp,22.5877375981164,0.0228262694303995,0.057032774497862856,0.21745995004347476,0.6306559285396135
Gcfc2,32.99420306734619,-0.02374848879913431,0.05104299277328859,0.21765957426990987,0.63091094146752
1500015A07Rik,17.737840565294494,0.02240039166269416,0.06002145255009031,0.21765026427253628,0.63091094146752
2700097O09Rik,24.101804411623167,-0.022830659189318894,0.05685322210922325,0.21775446497779194,0.6310425415754147
C1qbp,262.53446230594506,0.02556470248359272,0.03638568076569675,0.21798155991758425,0.6315571166800993
Ube2j1,265.1853806842944,0.02427773066497972,0.03010467634302901,0.21816922584367254,0.6319572464181437
Pum2,364.90354274309965,0.023560990981668358,0.028389761812000244,0.21826896639347554,0.6321025642705443
Cep83os,25.269421936424163,-0.023267487397492757,0.05358226659063888,0.21856037523139907,0.6325572313462472
Mtch1,356.81367670190747,0.025427051225801408,0.035061737521137594,0.21857479109964437,0.6325572313462472
Actr1a,266.3454693111701,-0.02388625049366544,0.029159731066478616,0.21850446970512313,0.6325572313462472
Rmdn3,45.235611040436275,-0.02437633952101308,0.04702353115193457,0.21866903435562732,0.6326863755544824
Zfp870,16.151346285594734,0.022233271894568953,0.06068093916508898,0.21875384928914043,0.6327881879051338
Trappc6a,254.80633653131468,0.024546889902808705,0.031025534523266944,0.21900232826118832,0.633076102393655
Sytl2,189.66073506853203,0.02489820931934035,0.043862320092242627,0.21893228787069288,0.633076102393655
Hsf4,5.958316104546366,-0.020541050535585845,0.07468052931795133,0.2189554313604168,0.633076102393655
Fnip2,6.317773165658665,0.020201903279343417,0.07728521400349166,0.21919052927094324,0.6333329795453879
Exosc10,181.79635225657492,-0.024988587689742877,0.032661912488035495,0.2191413234108041,0.6333329795453879
Ifrd2,41.45247415248978,0.023478469308508533,0.05191336177628385,0.21939292849605815,0.6337741801661163
Cacul1,75.62963275473454,-0.025198247142132583,0.041555773697162714,0.2194649581426801,0.6338386594059602
Eif5a2,31.53914789023439,0.023470253084181335,0.051865942212659825,0.21961792565838034,0.63399324656328
Ube2b,756.9035588802233,-0.0188927960233822,0.02109407727897596,0.21961042851763926,0.63399324656328
Gab3,56.48362457945454,-0.024422092891687387,0.04631559285942428,0.21979466092100497,0.6343598282941907
Abhd15,1.5184449356514966,0.017113272073881275,0.09618344737514772,0.2199369869706827,0.6346269565202931
Uck2,167.18201308616815,0.02537487861455789,0.035437708542124836,0.21999836616663807,0.6346604450205434
Tsc22d2,65.93924867022568,0.02501087649210228,0.04243238545979147,0.22048130839118413,0.6356222390449896
Gm867,2.7534546684173877,-0.017620567059980847,0.09335123199042879,0.22046817527605583,0.6356222390449896
Fastkd3,35.1143440115006,-0.023737407407954044,0.04996803434029489,0.2203908761191943,0.6356222390449896
Zfp607a,23.485744883503656,-0.022987142589912263,0.05438789485468005,0.22070366169160635,0.6360575222232323
Perp,2.177638313084636,-0.018129074907400462,0.0903861038510104,0.2208318289453572,0.6360575222232323
Igfbp4,253.83137519455013,0.020571248561064848,0.07331150332952414,0.22079218817926358,0.6360575222232323
Hgs,126.29450564102078,-0.02539906544619873,0.0367454346683802,0.2207908858524355,0.6360575222232323
Rilpl2,585.5493543591166,-0.025237454070514864,0.04022274199014788,0.2211315776890064,0.6364791000708468
Emc10,338.4573961319855,0.02390062938006685,0.029560823384072458,0.2211778599650163,0.6364791000708468
Inpp5a,65.79975964641145,0.024579689810634575,0.04485610214510296,0.22116982563967302,0.6364791000708468
Pno1,104.10546514369229,0.025114495134244935,0.04137472657118879,0.22105285469598956,0.6364791000708468
Acsl3,12.727992367985127,0.021611389021400768,0.06416373108241759,0.22130265288040132,0.636512673366838
Hjurp,106.58798260973876,0.025352801538070718,0.03827466355455749,0.2213892013474964,0.636512673366838
BC005561,34.994508743203596,0.023112864832698997,0.0532888878368713,0.2213732560856241,0.636512673366838
Hddc3,11.413413933562996,0.02157338831369599,0.06444124274983257,0.22136291795597496,0.636512673366838
Pltp,9.0207282676704,-0.0205207575220889,0.07324869722508329,0.2215939384831224,0.6365153232639656
Uvssa,51.98185839752226,0.024350967368410227,0.046046392049749356,0.22149954748011658,0.6365153232639656
Man2b1,405.0646966841311,-0.022491630130469002,0.026615801143601674,0.22163971729997706,0.6365153232639656
Ipmk,51.79373019741868,0.023605462583363955,0.050243453411300265,0.22158570041057685,0.6365153232639656
Syvn1,68.31439729224981,0.02491586984751234,0.04263863573694828,0.22144454217324241,0.6365153232639656
A430072P03Rik,10.204350030022098,0.02083174414546824,0.07046545655203934,0.22181635287403925,0.6366774342607909
Gm26740,837.1352324393172,-0.025336470417892436,0.03673089346414184,0.22177468647544565,0.6366774342607909
Firre,5.966221456117405,0.02029958616509855,0.07493807586892455,0.2218459603498309,0.6366774342607909
Aldh9a1,134.59302109962306,0.025253003121525636,0.03543044014199473,0.22194966019055898,0.6368317095161605
Ncapg,47.389741225418966,-0.022813051308537974,0.05484583548252562,0.22215473411988446,0.6372767187317541
D030056L22Rik,49.317158093699625,-0.024515050367101915,0.04479304411388743,0.22226950760264153,0.6374625486822497
Fbxw11,142.4455999338837,-0.025303866087248515,0.03787654824543164,0.22232703463695183,0.6374841508108327
Afap1,7.201035439420413,0.0204815851833597,0.073083391221019,0.22241133017733036,0.6375824800114971
Cdca7l,91.96846954986945,-0.024872680342234228,0.04241037537525306,0.22258140384529654,0.637926608323528
Gm28501,9.574540819645398,0.020907475930652203,0.06929716592272865,0.2226578565992676,0.6380023212353395
Mbd5,181.10731698753185,0.02510236841395119,0.03448375607960565,0.22272413276354502,0.6380488467463408
Clspn,62.225341119001236,-0.021962410900717363,0.060519980106046076,0.22281229818368656,0.6381580445058821
Kctd11,3.119458881871478,0.018614484355082814,0.08654588090264745,0.2229531117319974,0.6384179491791373
Srp72,440.2088926510401,-0.02155296352174169,0.025119014723444952,0.22310479457107202,0.6385654849777193
Parp8,46.312180055100356,0.023800142849152293,0.04853062967132063,0.22308909752991085,0.6385654849777193
Rad51b,34.2743284724889,-0.021622059364460242,0.06299213761964642,0.2231671438497853,0.6386005949794912
