genes,baseMean,log2FoldChange,lfcSE,pvalue,padj
Raly,699.0536616254464,-0.031614133502578023,0.02144455652269554,0.08777674309137742,0.32702926221356765
Bcas2,329.0773015283794,-0.037764175125523984,0.027960369736661602,0.08766823608604037,0.32702926221356765
Cdc20,62.17393232159629,0.05758770038432629,0.10289913118223729,0.08786977887673064,0.32702926221356765
Zfp933,22.94019728582645,0.054807376687190726,0.07649827067137509,0.08773826652770914,0.32702926221356765
St7,37.087794327198,-0.05415101812299266,0.07171117458693413,0.08769461174271818,0.32702926221356765
Ppp1r37,59.67695348405539,0.050216763612818266,0.05284052899848113,0.08759796928700847,0.32702926221356765
Knop1,98.97582171830965,0.04806410286655296,0.046392781900233104,0.08759094106962957,0.32702926221356765
Lrrc56,8.780217538439004,0.05813971893543167,0.10982052472307807,0.08785619816030146,0.32702926221356765
Gatd1,177.43147567867712,0.04367766143833467,0.03686038169348526,0.08785906980449679,0.32702926221356765
Rplp2,15267.771670622586,-0.03874572942375631,0.029215985876192785,0.08771911041910536,0.32702926221356765
Aktip,37.0252692891867,-0.05323437350355396,0.06590337970774073,0.08757943608916892,0.32702926221356765
Fbxl2,8.575420135965338,-0.05843734335975765,0.11442294379103295,0.08786764411765936,0.32702926221356765
Slc26a10,16.08345433048427,0.055970641503690945,0.08635326278641065,0.08780895418083438,0.32702926221356765
U2af1,556.5390028555674,-0.03382379295690186,0.023571559788689352,0.08771514777738994,0.32702926221356765
Nek1,23.420760951595085,0.054701532213388915,0.07605534059317563,0.08792503044221799,0.32714200937740373
Crat,11.99799552933517,0.05785634703188131,0.10673062214925574,0.08802059628726673,0.3273416507733904
Snrnp35,24.78522235667312,-0.05465803103317362,0.07595159777720102,0.08804273035916858,0.3273416507733904
BC025920,9.670503917552987,0.05793527841627098,0.10789046561992932,0.08805360547962882,0.3273416507733904
Pusl1,28.183231794972894,-0.05519999521711606,0.08051608274695864,0.08817303330539904,0.32769269083276736
Aph1a,258.68197709290956,0.04346797945273151,0.03657283313848918,0.08821124838511182,0.3277058506048938
Rdh12,29.46969265963557,-0.053423004721980756,0.06789995580185838,0.08824688451360903,0.3277058506048938
Tox4,256.3723286034472,0.04093223065222186,0.03238755534666155,0.08825157557486078,0.3277058506048938
Kctd3,22.988652982075852,-0.05425731214602021,0.07353345632036468,0.08833112456022016,0.3277628781550994
Utp3,363.92594242102797,-0.03535530615349729,0.025254108012476142,0.08834194755278961,0.3277628781550994
Gpt2,4.004890344885381,0.05645314061610484,0.15565051869982793,0.08830942149709647,0.3277628781550994
Gm11767,7.227917186410105,0.05829297696422228,0.11572830527512083,0.08853334639702212,0.32838005222755123
Gm28501,9.574540819645398,0.057582602078418,0.10586787606803337,0.08868577766155605,0.3283879021434115
Chst14,13.455053131946297,0.05651917239585374,0.09381783229844234,0.08863665081523182,0.3283879021434115
Slc35b4,62.01557681974008,0.049785274059016435,0.052015135653711825,0.08856720080607548,0.3283879021434115
Ascc1,128.75121591839357,-0.04668321373795927,0.043389300460486,0.08868116271644112,0.3283879021434115
Slfn8,286.7034382023978,0.04227451421370435,0.0346062552825257,0.08864668635184682,0.3283879021434115
Nfil3,109.55256858965214,0.05495484933498283,0.07955996365956892,0.08867042039284947,0.3283879021434115
Urod,160.05666953114522,0.04301802195039595,0.035933553282746764,0.08885207280120501,0.32891075127879
Sft2d3,27.825967492677982,-0.053832758740405356,0.07178261029515098,0.08905195996299085,0.32955762032605423
Fez2,84.25694727928011,0.04826987126567849,0.047783277538572554,0.08930535157988688,0.33040207409233907
Hmgcl,136.1226249668297,0.046678267348981235,0.043651257667511566,0.08937419120170417,0.3305634588803438
Pld1,0.9840558868737393,-0.048512803533622105,0.180468286743081,0.0894231479673963,0.3306512337254247
Zc3h4,119.33820808353151,-0.04632352895588836,0.04291078377495434,0.08964533805907705,0.33131813652160363
Smdt1,1082.199161484115,0.03950839147711025,0.030579119967581565,0.08965406089732439,0.33131813652160363
Phlpp2,20.26696095690946,-0.05434287909411796,0.0768320019926087,0.08974997165365804,0.3315790948241684
Zfyve19,72.64306281481052,0.04821277809517773,0.04789941937881656,0.08986130631380058,0.3318968732491682
Scyl3,94.6044186598133,0.047694963805607934,0.04649528338211056,0.0899392908815873,0.3319866216450742
Haus3,100.70477978119266,-0.046992349522331035,0.044724034715806535,0.09009637960562676,0.3319866216450742
Chic2,286.5958841566155,-0.039427552140295856,0.030524919547395692,0.08998768376345169,0.3319866216450742
Tigd2,146.77200778884813,-0.0453932031901692,0.0409564630652309,0.09007519568287894,0.3319866216450742
Arhgap33,2.4770527813638363,-0.056757011300566027,0.14913803582341514,0.09008970770275523,0.3319866216450742
Mybbp1a,237.250612323324,-0.04814062717971635,0.04779756440538673,0.090069452397381,0.3319866216450742
Sdha,329.47367214961025,-0.04158218017666962,0.0337985299853119,0.0901135489634707,0.3319866216450742
Tsc2,47.00960097971898,0.052430925599471656,0.06439914436810174,0.08994328933956758,0.3319866216450742
Gm614,7.511906552035823,0.05732501685263507,0.1078735312859745,0.09001757652195651,0.3319866216450742
Mcm3ap,84.0648766433331,0.04956273408425026,0.05229264121616319,0.0901846420673674,0.3321551807302759
Taf5,41.49035404480355,-0.05089671456124624,0.05741619813534934,0.09030534693445019,0.33250631674628456
Selenoh,399.3682991542167,0.04828184131671556,0.04840736393884739,0.09046551367528244,0.33294977159872785
Tlr12,2.7974742430653814,0.0572397580832314,0.14381714321117414,0.09047658578232137,0.33294977159872785
Eif1ad,151.4841743041272,-0.042984334814097504,0.036309764099065375,0.09056249832816847,0.3331723907060433
Gm17949,1.0830875648065863,0.04823218301191388,0.17970541631625644,0.09060404531521302,0.33323171324124923
C9orf72,17.205858569902183,-0.05554668900884427,0.08964745952728581,0.0906322385143378,0.33324190250938
Cul5,165.18163603239296,-0.04414837117322937,0.03855922558104707,0.09070280128601063,0.33340782929249224
Gm14455,13.141854770899954,0.05573235529795894,0.09224743504782641,0.09089180098671332,0.3340088946828815
Stambpl1,246.92028837461237,-0.042629611413412885,0.03577303455038075,0.09095588504527026,0.3341507122122765
Atg4a-ps,0.9663386991690291,-0.0496117700842798,0.17568764388685296,0.09115842568139275,0.33470678899367323
2310058D17Rik,16.631534609516105,0.05458501316449314,0.0819390058535532,0.0911838528758321,0.33470678899367323
Kif5b,627.9986244030326,-0.03464228589826383,0.024816333184459673,0.09116426638941046,0.33470678899367323
AB124611,115.62969478935692,0.0530335983019129,0.06991857480065598,0.09128743201200763,0.33494337421144915
Bphl,36.50866290851261,-0.05189903794006785,0.06311710702066035,0.09129941074591912,0.33494337421144915
Lias,99.99976219231742,0.04681006508867578,0.04478091491424116,0.09133279898322637,0.33497211221939877
Tnnt3,2.0131391542576584,0.055478464393998186,0.15378287135123184,0.09138390422309527,0.33506579484093224
Rfx7,177.36239110068155,-0.042708373988959554,0.03603001567954287,0.0914205878666912,0.33509506070055395
Zfp386,77.37732067027069,-0.04846646144320084,0.0494822737997195,0.09144301435198975,0.33509506070055395
Pik3c2a,187.69514191879438,-0.04458210071726527,0.03972022338378817,0.09160363033126348,0.33549040619671977
Cluap1,126.30360111108864,0.045223501617424874,0.04111220542431907,0.09162768188772175,0.33549040619671977
Brpf3,29.004877645817594,0.052984593088980465,0.07006777481412284,0.09159542527634205,0.33549040619671977
Fam120a,199.59557796913697,0.044065052969348525,0.03868961286825189,0.09170841596314604,0.3356922413976315
Ube2d3,1395.568637795801,0.030432216689988856,0.020722243943951557,0.09181463606413927,0.3359872276741311
Kat6b,77.11376679911328,0.04903287831274464,0.05154199961014877,0.09185141683023862,0.33602801334378113
Fitm2,8.64236061582466,0.05679906486172729,0.10891562236311583,0.09198523883421446,0.3364236915845098
Rpl28,10294.597172908869,0.0286692756692283,0.019197452354414713,0.09213089981007305,0.3368624364603731
Kiz,42.969087255300884,0.052965100063070224,0.07086052454477615,0.09217557608158858,0.3369318045949423
Lrif1,148.32611587857465,-0.046134340373337274,0.043476598852100284,0.09228882564382947,0.3372268021774425
Ndufa3,1177.2847114905758,0.02615354359718414,0.01714378932787741,0.0923077331562911,0.3372268021774425
Bbs10,5.295993276889966,0.05703506306380552,0.1370313593096992,0.09244398980273234,0.3375765325225514
Ndufaf8,220.2675545865343,0.04015697522932874,0.03204499502806769,0.09245497038113819,0.3375765325225514
Ptges3l,4.820081838192859,0.057291338742593456,0.12644663358847116,0.09251731290901517,0.3377100912312367
Ndufs4,586.3451623150319,0.0315342962769792,0.021810340299110116,0.09254406209484711,0.3377136876222873
Otulinl,566.3196642516748,-0.03955072604047446,0.031176022256228342,0.09263127204743082,0.337843826933145
Chmp1b,128.86842173471274,0.04750809476819084,0.047239442608637085,0.09260623301371661,0.337843826933145
Tmem214,81.84091889529154,0.047371465198919153,0.04687964392926157,0.09266228153724577,0.33785477699930744
Slc9a5,3.2805051163370376,-0.0565694708142892,0.14200167124332952,0.09268582377857107,0.33785477699930744
Bola1,98.99186108303947,0.047419072750347395,0.04709664339851185,0.09283584194806506,0.33821351202202243
Krt80,1.2493700827841996,0.04894606660719652,0.1753097398914211,0.09282324408102785,0.33821351202202243
Ripply3,2.3216560686389554,0.05441009659041247,0.1561001368597388,0.0928796709693694,0.3382791683985813
Hspb9,2.118630828625037,0.055083558812818394,0.15244666883786,0.09292115356510068,0.33833624470314994
Slc25a44,44.47258518685137,0.05069069844706228,0.058840721977493377,0.09295454800390979,0.3383638476076783
Zbtb1,232.04827555298027,-0.044405963380371796,0.03979103646814743,0.09300859104467946,0.33846657729418606
Rad54b,10.57751627262374,-0.05586455215181949,0.10049665175241501,0.0930507209706272,0.3384958710789746
Ppm1h,212.8022688578634,0.039322689595089846,0.030923818337531352,0.09306828802018802,0.3384958710789746
Popdc2,14.182354426479572,0.056955998086729256,0.13363286575160435,0.09312827470085498,0.33862009009120864
Mcm9,73.009287137109,-0.04819314198594671,0.049613883946442096,0.09323479392482817,0.33891338845442254
Tor4a,216.82613823074976,0.040205087322355296,0.03228390484207227,0.09330351566533168,0.33906916643780644
Cerkl,34.11859305924025,0.05139625230866318,0.06272388839595139,0.09332995279651496,0.3390712364902212
Ikzf2,2672.305760724066,-0.03524011519126707,0.02575269566988218,0.09343369561958503,0.3392723454163774
Dhx32,43.60442276129148,-0.05174026827658736,0.06477992090388753,0.09343707407332336,0.3392723454163774
Zfp949,44.40848408567451,0.05058519922745238,0.05885880038729594,0.09350379147998819,0.3393920091119367
Mtmr9,76.0691171783967,0.04742609223472425,0.04744807127549905,0.09352181392373476,0.3393920091119367
Dhx40,204.6408109688756,0.04291855335179868,0.03699198442288189,0.09364164630683057,0.33969306504866037
Hsbp1l1,2.0355575944214435,-0.05380330995089057,0.15744988735023308,0.09365660185275088,0.33969306504866037
Emg1,720.0673312081174,-0.0293241935371112,0.0198880474438708,0.09371589637830874,0.339807739613279
Gm16754,2.6062841188361348,0.055657662048597206,0.14656636255594516,0.09374006610021489,0.339807739613279
Galnt12,108.24507044067236,0.0461204353140719,0.04408134124215776,0.09390066026866856,0.34001377204467054
Asna1,221.6055820340882,0.039454602485804145,0.03125946341832698,0.09386053932071015,0.34001377204467054
Stk10,728.7424912851286,-0.04054343586337431,0.03293133569686764,0.09389482863396781,0.34001377204467054
Scfd1,184.49156880797392,0.04009433054994869,0.03221966351158025,0.0938468759584795,0.34001377204467054
Tjap1,53.75246045822332,0.0497674358530945,0.05573899414564221,0.09400973427427524,0.3403147188255178
Alcam,172.95461233158892,0.05004081136003251,0.05691652792574594,0.09405342414607255,0.3403788745739147
St3gal3,23.524387890714088,-0.05294091237746417,0.07407665616225165,0.0941276887079989,0.3405161882064663
Fancl,59.94676812224251,-0.04966883906027783,0.055441636355149614,0.09414332209797328,0.3405161882064663
Gm16201,15.852413971402628,0.054507586011626356,0.08882008224355133,0.09423517187767089,0.340660406225182
Nmral1,62.42643676596566,0.051834325755167845,0.06635499753418082,0.09421240319306101,0.340660406225182
Uba52,974.2034360313556,-0.030295473413796622,0.020809012994173422,0.09430102211708073,0.3408044659251983
Dstn,103.47520607156672,0.04924598317667622,0.05402774083471205,0.09447787028259923,0.34134948281816724
Gatad2a,306.43519586720646,0.03869992521457869,0.030293479385437697,0.09455429523138884,0.3415314692458101
Golga2,107.08593764913729,0.044207146215672205,0.039930010132388824,0.09479837110614779,0.34230969425089625
Gm16538,13.690636838549839,0.054519784910893564,0.09057776639320468,0.09482197893080595,0.34230969425089625
Lamc2,2.383772573376872,-0.055780772514868314,0.14154304849403024,0.0949366637276061,0.3424638911355927
Rbbp6,328.37311702859154,-0.038960520287207555,0.03073725124029033,0.09496919776303628,0.3424638911355927
Nemf,221.61425514073434,-0.04022428744323101,0.03262999820808978,0.09490329023838155,0.3424638911355927
Stip1,269.8710564306158,-0.042192752113534515,0.03597636174596214,0.09494761012459736,0.3424638911355927
D3Ertd751e,20.85640670208585,-0.0536129170408799,0.08238664908569807,0.09524837325655307,0.34318486374720425
Acot7,478.47754742482937,0.04320056929153751,0.037963759149274676,0.09519841952574984,0.34318486374720425
Wee1,20.041370288236216,-0.05318925065846965,0.07843251654811462,0.09525064730779141,0.34318486374720425
Gtf2e1,64.40633509462612,-0.048313715402923625,0.05121140536316699,0.09532542336519663,0.34318486374720425
Vps52,117.04997670303854,0.045225916392861845,0.04240532737997283,0.09527696047933994,0.34318486374720425
Rps14,13008.775651451864,-0.0380293812616938,0.029490195008921565,0.09532621978208504,0.34318486374720425
Bod1,35.45946273342023,-0.05059601776412491,0.060950122225971605,0.09560030488897707,0.34407709952902565
Ctsz,261.0195346217526,0.03887659569395699,0.03073904736721913,0.09567331098177098,0.3442321021956291
Gna13,328.9060833467138,-0.0378815361629223,0.029347918035359934,0.09569589414104916,0.3442321021956291
3110082I17Rik,25.88951267042322,0.052750061363061894,0.07576853688719053,0.09582835564318107,0.3446140153006358
Gm28112,3.923883525602928,0.05568383731399293,0.13863346843495686,0.09591916368886551,0.3446193334521843
Ppp2r5a,583.1304260480779,0.041350271571593405,0.03471559406351635,0.0959569600338504,0.3446193334521843
Calu,99.00166176079007,0.04526208783444416,0.042763911718323055,0.09601386983272636,0.3446193334521843
Gm48428,0.956531390485418,-0.04318308357444817,0.18375406881551623,0.09591125585486948,0.3446193334521843
Fos,189.0074117471802,0.05527750407093586,0.10355842497277655,0.09596879931527816,0.3446193334521843
Tmem134,547.7641307309693,-0.03423946398606961,0.02493477256850401,0.09598921306616866,0.3446193334521843
Rrp12,23.57689954225024,0.05304502289434409,0.07868401620079774,0.0959728675427839,0.3446193334521843
Erbin,328.8413151731825,-0.038428767278902556,0.03017499148801533,0.09612076735515335,0.34490857336199016
Strada,72.39189353413819,-0.048368968354296216,0.05195159465415579,0.09621746841671312,0.34516107717741534
Gm26533,7.265744920122099,0.055784693427183764,0.11406556463484362,0.09633698503493465,0.34549526671352215
Mrpl20,418.18505685215365,0.035095456145844306,0.025962682383934545,0.09647616029192643,0.3458558775658966
Rpl35a,9630.52782670024,-0.04017757442356261,0.0328734959300624,0.09649030700781841,0.3458558775658966
Rpl5,8043.734340802038,-0.041055932828147026,0.03436793854257935,0.09667089926768144,0.34631378726448986
Pim2,87.4202847326669,0.05085648045879375,0.06354484536283303,0.09665539823000306,0.34631378726448986
Nol11,138.11989481352416,-0.042863004869343316,0.03772754896970102,0.09676881232200829,0.34647516851048477
Ttc32,67.92871896394234,0.04787770017646037,0.050578573175878244,0.09676438218126272,0.34647516851048477
Bola2,470.07846248664646,-0.03503378396823535,0.02593474801395873,0.09683007402069044,0.34659983895773083
Nqo2,18.79908233119319,0.05440853157444533,0.09555980044102065,0.0969055369719634,0.34677526034083983
Chek1,20.08512216089698,-0.05427077082359921,0.09402981722966558,0.09694458265620225,0.34682030279953574
Tlr7,22.00101042598023,-0.05381537280694246,0.08905858126809792,0.09702374931659373,0.34700881474540535
Pole2,45.62497623783254,-0.05171167051187782,0.06972864318224123,0.09707655680947241,0.3471029750841692
Ipo5,154.39242518688857,-0.04321390151052035,0.03854915514311963,0.09716444841869523,0.3473224951928708
Chek2,19.788731079992708,-0.05257527326010723,0.07720313039553243,0.09728399401072989,0.3476550145836007
Gm11808,549.9181165080023,-0.039826132560768016,0.0324946592586496,0.09740159168045949,0.3477572584995858
Ppt1,146.41210643974497,0.04171813871352231,0.03570276085226921,0.09737525604255838,0.3477572584995858
2610021A01Rik,41.12667598484247,0.05010602661812201,0.06023482434299696,0.09737811434818569,0.3477572584995858
Lmtk3,8.319680189339332,0.05498574534225878,0.10587381967440725,0.09757583339283929,0.3477572584995858
Fam168a,109.03088096563373,0.04649058944666392,0.04667044967112344,0.09757790637484562,0.3477572584995858
Zdhhc3,208.20043300479267,0.04058193639935672,0.033743897241430974,0.09749741004397791,0.3477572584995858
Hacl1,38.59575580953771,-0.051197419231745235,0.06686282863380963,0.09757514555421286,0.3477572584995858
Rgcc,40.458485503623145,-0.05173458916552002,0.07064998355701418,0.09753622676352385,0.3477572584995858
Ppil1,311.7358013014886,0.04223524251404295,0.03669872060519687,0.0974986502120953,0.3477572584995858
Ccnj,10.586310859858452,-0.05431595091059826,0.09628295729648721,0.0974813689082528,0.3477572584995858
Zbtb9,51.22961229680803,0.04964951138302144,0.05828529196511381,0.0976926118422867,0.34807142050249906
Ciapin1,143.80760105943625,-0.04409274578646182,0.04061915602234092,0.09773369331264777,0.34812316628863776
1700022N22Rik,2.4694477522411304,-0.05397465939888131,0.14728544927222967,0.09795293135939888,0.3488092975438741
Brk1,614.4524194810398,0.028917934645554817,0.019866784751459997,0.09805597395933284,0.3490813977889557
Hpn,15.410533089970206,0.0538786656171084,0.09312036959456801,0.09816692377671153,0.349162540759847
Sp4,99.88257698515838,-0.045418821912049816,0.0439611258555903,0.09810625687132278,0.349162540759847
Polr3d,49.34637167707619,-0.04924383407148772,0.05684420588828588,0.098185316237473,0.349162540759847
Gm17018,220.8816475119726,-0.04297073569065484,0.03832809169407558,0.09814190670302544,0.349162540759847
Swsap1,12.03158602457259,0.053719420699965936,0.09158279063729205,0.0982818537787942,0.34931630676042147
Ndufa7,1042.6282493766216,0.0324227626148266,0.02324056281975119,0.09827353442875594,0.34931630676042147
Tle1,17.336243044221536,-0.053842757679971015,0.09343079329817254,0.09840833202739542,0.34938689496616987
Crot,146.09243363310918,0.046146726460523625,0.046061973186750725,0.09840459130121196,0.34938689496616987
A430088P11Rik,10.884929501991435,-0.05472135999691254,0.10514472103033616,0.098366463048544045,0.34938689496616987
Atf6b,122.85238926653373,0.04291620219505012,0.03827838712766774,0.09836190761185382,0.34938689496616987
2610001J05Rik,129.45725903312712,0.04396152873279663,0.040563381591056345,0.09847380724179045,0.34943006641185415
Capsl,10.710176299538565,0.05439472341002654,0.10071943550478502,0.09846232494109598,0.34943006641185415
Atpif1,564.0615565023155,0.040137715940890946,0.03323144196896116,0.09857573088021881,0.3496970718208141
Stim1,261.69284026484706,0.04399721855718718,0.04070583338719342,0.09866258211073788,0.3497212348046382
2210011C24Rik,12.054085569973566,0.054016466170652415,0.09636317808419727,0.09865267480610182,0.3497212348046382
Tug1,71.95833213512549,0.046941941955645924,0.048539068671399274,0.0986152666591751,0.3497212348046382
Qrfp,1.9177899082852767,-0.04997582389068739,0.16391058028969777,0.09904145326863385,0.35077961887199477
Rrp9,89.67370061868928,-0.04680310449371759,0.04831089122072854,0.09902094718638499,0.35077961887199477
Dhrs4,96.41485482456915,0.044399255544344596,0.041767839634840244,0.09903311477000103,0.35077961887199477
Gm2974,3.0933147072439886,-0.05484304390368106,0.1351476060766513,0.09910708926017457,0.3509172679693053
Sik3,178.77663837210397,0.04306928531672358,0.03884237892493231,0.09921707700224759,0.351130398433492
1700120B22Rik,1.8942245707955583,0.05071745153514367,0.16091267151687236,0.09922085717101421,0.351130398433492
Cherp,172.57623207294074,-0.04139495949260774,0.03558592479862304,0.09935824093576581,0.3515216794024341
Arfgap3,35.7318007569548,0.0505993745557275,0.06548825123751904,0.09946678085525036,0.3518107294793907
Ksr2,10.10622281554505,-0.054109924804139176,0.10080721739095218,0.09955936728577804,0.35198406244063907
Jmjd6,123.18012169551824,0.04382153841623079,0.040600735409425895,0.09956949218262814,0.35198406244063907
Atp5c1,1534.798454268761,0.025408028556924072,0.01700632757547485,0.09965048930688791,0.35217541489206977
Areg,33.39286539900199,-0.054943958738325485,0.12692725761101026,0.09979797864586933,0.3526015913989367
Trappc10,140.1571116083932,-0.0448979220750076,0.043317222790032216,0.09990610919651928,0.3528512611375292
Pip5k1c,108.89975109451012,-0.04509209826846187,0.043846834489397794,0.09997631857375522,0.3528512611375292
Cdkl3,26.808586743713562,0.05130655753722727,0.07134431103104037,0.09992425452101182,0.3528512611375292
Eml4,231.85354819027668,-0.0415244380067402,0.03597417139686719,0.09997585768986096,0.3528512611375292
Itpkb,434.7075128957781,-0.04053333501642588,0.034208809873578314,0.10005168405385499,0.35302220042474597
Ubr5,172.17522537347847,0.04122897261122028,0.03546294778558399,0.100124823150356,0.35318519425588435
Banf1,711.4732087642376,-0.0340231389221996,0.02517183596058772,0.10016646014840722,0.35323700823925797
Fam234a,38.92219172408368,0.05039614646624433,0.0651216013174545,0.10019478427232871,0.35324185912901684
Pold1,59.50273394642295,-0.04932977973203773,0.05909738795210955,0.10027305077296025,0.353353216822785
Nxn,46.107566103756966,0.04960256237527197,0.06052596618193528,0.10028028429819653,0.353353216822785
Lrp6,70.69616027447981,-0.04785776705486464,0.05285556533682517,0.10056438754237744,0.35417360313958474
Nipa2,107.04019585081103,0.044951438148784176,0.04370978166058227,0.1005671460852559,0.35417360313958474
Dstyk,15.128981641068187,-0.05352384021237855,0.096488740319399,0.10060745971560163,0.3541981795903395
Pet100,317.8064923494862,0.035278678625655535,0.026702979455553336,0.10062816759188467,0.3541981795903395
Dgka,1284.892736730476,-0.043268037805247905,0.039723492510514935,0.10072880787800564,0.35445723856775785
Serpinc1,5.316753556527416,-0.054620061323617734,0.12659515524416004,0.10087012679790748,0.3548592651816885
Gm11992,1.5682343026710557,-0.05052269715919167,0.1589601780363321,0.10098699330938588,0.3551750760127261
Dbp,57.03026258878205,-0.05087008172995101,0.06998754805902695,0.1011859726942652,0.3557794340333767
Eml3,146.21183992837754,-0.04341542676743146,0.04021352091764105,0.10124472641303017,0.35589055345186366
Brip1os,127.43704464165221,-0.043263629322012186,0.03989417458029782,0.10131539504999548,0.35604348480304043
Otud6b,49.41393120546267,0.04909856942410805,0.05900354202740391,0.10141684355130441,0.35611357762402845
Ppa1,229.5281547615503,-0.043432971853409275,0.04029954304830712,0.1013910035366449,0.35611357762402845
Spats2,2.7180951303754752,0.050169125011976894,0.1597430992562963,0.10139541900930357,0.35611357762402845
Pam,55.06499585047897,-0.04803320285428926,0.05421057911031804,0.10151894392883981,0.3563721569100966
Slc25a33,70.55980041064,0.04948128001924975,0.061217373605705325,0.10157968711004636,0.3563721569100966
Gm21814,4.938788696896479,0.054294733509744834,0.13003244947383066,0.1016229071552935,0.3563721569100966
Lgalsl,27.728201303366063,-0.05114479738055244,0.07316009512814661,0.10168079545649689,0.3563721569100966
Nr1d1,3.715271434419931,-0.05322083141728968,0.14319924921694244,0.10166643315087438,0.3563721569100966
Zfp808,25.31069957351472,-0.051420154350017594,0.07551077820822619,0.10160240633576453,0.3563721569100966
Zc3h7b,49.28937130849497,0.048868528021734886,0.0580548450321783,0.1016360972123959,0.3563721569100966
Wdr12,113.3276417963838,0.04782036567998342,0.05350487469948244,0.10174661431056733,0.35650751680911963
Rpusd3,21.640231564835585,-0.051192392290800526,0.07381983917741562,0.10180408367390967,0.356613556600109
Rab22a,164.8109662903573,0.0418629021908287,0.037104091077086315,0.10187813616949205,0.35677761392190804
Slc39a13,37.568558681984925,-0.04974819562654612,0.0632935221776757,0.10202135062866836,0.3569193388964043
Srsf11,670.9947465955462,-0.03438525885540449,0.025803984810436734,0.10200410538999165,0.3569193388964043
Gm20470,1.3570142633071791,0.04936275381491709,0.16187167627663615,0.10202752234092363,0.3569193388964043
Zfp955b,24.915002306427642,-0.051334242797979504,0.0755184870483608,0.10199962483337065,0.3569193388964043
Crebzf,197.05747513281202,-0.04115958872058824,0.03579799314898035,0.10208281580723966,0.357017489221264
Ankrd11,832.6436977492237,-0.033257933008363806,0.024551086669936103,0.1022924985496693,0.3576553937020713
6530402F18Rik,82.61064767496953,0.047728982410112634,0.053535397980273215,0.10232550023702071,0.357675375228498
Egfl8,1.571092165260432,0.05135339696223605,0.1525503687950743,0.10261793079549063,0.35860192931679313
1700064H15Rik,1.4574629301413535,-0.05053689114522163,0.15616420795139527,0.10272157688166467,0.3586772588611776
Rad9a,89.86054007827005,-0.04543536021763858,0.0459233200148563,0.1026941948287033,0.3586772588611776
Nmrk1,17.358333339908267,0.052433644335310774,0.0891970003208395,0.1027051808592562,0.3586772588611776
Kbtbd4,69.59631158114718,0.046620724578887336,0.049764769131457255,0.10289480074145727,0.3591864309238407
Akap12,35.997417917517446,-0.050261769184417424,0.06813572089764265,0.10298629982737642,0.35941012197477373
Tap2,1025.7444497334966,0.03327366550117816,0.02464869943752432,0.1030312357092585,0.35947123707132295
Itk,507.52487330624774,0.04389415393453602,0.04194805580375577,0.10306892464120665,0.3595070420960449
Tmsb15b1,68.19863642581173,0.047278269363769096,0.05236215175247203,0.10323660784570476,0.3599961307905023
Lrrc8b,29.886010076918943,0.0505346873081371,0.07092481750305568,0.10334990613051458,0.3602953642443577
Gm27162,17.58771367282908,-0.052185784662605594,0.08826568836636539,0.1034306260446086,0.360480895025985
Mast2,45.10152495285776,-0.04968087426848581,0.06465862462726034,0.1034631813366029,0.36049492149849816
Zfp358,9.634441528273317,-0.05356111752475973,0.10936002202558437,0.10352076859232182,0.36049492149849816
Dennd4a,141.7219753173417,0.04753909750560326,0.05359481974274728,0.10353015303238916,0.36049492149849816
Fam222b,75.50765920610404,0.046650662966851636,0.05023275575363021,0.10354465818140415,0.36049492149849816
Itm2c,755.8677052564658,0.03664590921428233,0.028886867379953846,0.10368070185182737,0.3608195567341431
Oaz1,3894.7652854564326,0.022441935680128106,0.014909969543216404,0.10369295622654236,0.3608195567341431
A930005H10Rik,139.0956519607046,-0.04792519265830257,0.05555136801036046,0.10394277439846925,0.36149691876230694
Ube2q2,90.02287902901595,-0.04594263608433769,0.04805980645915797,0.10394153739716924,0.36149691876230694
Mtf1,78.45466232565484,0.04653896189797157,0.05008504345138735,0.10397936062299364,0.3615139536085495
2900041M22Rik,20.083288889040645,0.0511622767558806,0.07814428075682596,0.10400283178653037,0.3615139536085495
Card9,14.539075640519064,0.05264138765077764,0.0961699949238467,0.10404897521568808,0.3615784642437008
Tnnt1,19.082614239206972,0.05208319140796503,0.08921866916202754,0.10419420291263473,0.36189125908288716
Gm46440,1.4069063253453928,0.04766848890429952,0.1648709786588531,0.10416945645381351,0.36189125908288716
Uba7,238.16985918323047,-0.03960435919307919,0.03349548856852924,0.10425256815535458,0.36190523751859194
Gpr18,193.69141144074226,0.04319286003400643,0.040657834106977306,0.10425344651130632,0.36190523751859194
Amigo1,2.199466076972033,-0.05137742396188389,0.1493330029691402,0.10428388308884928,0.36191504885587406
Cpne3,145.56891073115486,-0.04444166955100595,0.04385650403285434,0.10442131431546806,0.36212256003255555
Abcb1b,50.94097760592243,0.048261742605416595,0.057515806518413086,0.10440578112756321,0.36212256003255555
Mrpl58,331.48647202976474,0.03459924865017799,0.026352022503406902,0.10442655454097192,0.36212256003255555
Kansl1l,57.6652603644694,-0.04943845237091685,0.06434040296771328,0.10447428487204365,0.36214163676008504
2310033P09Rik,140.02468152788424,-0.04198588915368665,0.03804970137896421,0.10448731081985364,0.36214163676008504
Rps7,14907.049124870962,-0.04048127814137245,0.03510567574746831,0.10452423471801829,0.36217384844932166
Pyroxd1,61.2922806536268,0.04822171015092542,0.05750282524596898,0.10461763640230692,0.3623059386952283
