genes,LD1,LD2,LD3
1110008P14Rik,0.003978200852288533,-0.023482459878021805,-0.027367036025669682
Dpm2,-0.02932079402207994,0.039333696110692304,0.03493080926357999
Rpl12,0.02827714825202048,-0.00981578267300951,-0.04762354608989131
Hspa5,0.018361552378802104,0.0031511482052416764,-0.019334946469495077
Rabepk,0.017232655136642412,0.008916555114086584,-0.05244383499619622
Rab14,0.001438720461196546,0.0044519443563889784,-0.010106442653331498
Ggta1,0.017068432001440332,-0.03982412399680857,0.021377609367812377
Ndufa8,0.0336582690361193,-0.016362569574153316,0.0099136717022503
Rbm18,-0.006455423749585624,0.015997906744396516,0.013384117374981302
Rabgap1,6.494611289304553e-4,0.017614939617575733,0.028705464711142843
Psmb7,0.026825000998843204,-0.048880761703681976,-0.037689797077948735
Golga1,0.01895931560516307,-0.00814069925575131,0.015662745768426523
Arhgap15,0.0036392447454861596,-0.018978452358393273,-0.004093335676959067
Rbm43,0.0011458604704752094,-0.00622226564015747,0.07239810246944493
Nmi,-0.017576026231004595,0.018527605465873134,-0.0498014241752249
Arl5a,-0.021166214407890113,-0.014493135046711252,0.013039374452403298
Rbms1,0.016426996579870835,-0.006203638026524494,0.040592852754803
Ifih1,0.026703009105800257,0.007078864128806913,-0.006651370045490678
Cobll1,-0.004399812832534345,0.036591693032846345,-0.034439167057690186
Ppig,0.01199180166292258,-0.0015384116574872295,0.004398380939325126
Dcaf17,-0.03311780526695185,0.016791607700833926,-0.014365706529752617
Hat1,-0.00874820665739359,0.04237589445103879,-0.024874973672846083
Itga6,-0.0016747720350980407,-0.0168909182787786,-0.03214699951447133
Cir1,-0.007854902698793582,0.009118130646907781,-0.060881014408006036
Gpr155,-0.02106055008975711,0.017189805683854784,0.024935494867043637
Mtx2,0.010365095126045299,0.008707691392971968,-0.0040721206619311464
Cwc22,0.010045421699280055,0.024714049258189617,-0.03850466961948465
Dnajc10,-0.01397592904432684,0.008895101057226986,0.00526579003361503
Zdhhc5,0.0026782543392646413,-0.004315652474762261,-0.03185280180793537
Clp1,-0.0049276847237088115,0.0505331499576424,0.0014490318745468106
Timm10,-0.004608453935354367,0.006738426887413619,0.06241772431393325
Ssrp1,-0.012712925959486369,0.04270621116200294,0.036694170394985584
Nup160,0.01841783976503736,0.011953545886080608,-0.006367902421630864
Ndufs3,-0.00755348952788215,0.0239767017979018,0.025335720930192318
Kbtbd4,0.009398228548995132,0.02626746847498914,-0.027288851170294635
Ddb2,-0.022399583553697436,0.019351460076060364,-0.012108655835911818
Arfgap2,0.014776020428720874,-0.004878695128648588,-0.00865352656392667
Ambra1,-0.0033683742909517834,0.03315622353942689,0.022346135257818065
Pex16,0.01491921545988411,0.008533714317407896,0.008646687098870275
Alkbh3,0.003120232749160347,0.006595499095498173,-0.013296739259316345
Api5,-0.009179073863168581,0.023205712635903656,0.002016179039213477
Trim44,-1.1438107490654685e-4,0.013041253836627216,-0.015236334156142305
Fbxo3,-0.00853931954886529,-0.02064811567976944,0.009795737729669955
Cstf3,-0.002837262081060461,-0.006336228305954475,0.017731096059672425
Arl14ep,-0.027172286312982914,-0.037302966786354766,-0.018621334022458285
Lpcat4,0.021032152027596295,-0.006854255855223251,-0.01360064557529547
Emc4,0.005248683018594801,-0.008986221718884335,-0.0072336756445524324
Aqr,-0.015385175649139111,-0.0047035151723641075,-0.004623786387659586
Rasgrp1,0.022105961845796277,-0.025230139029636875,-0.015625036976145378
Ivd,0.02474016938165152,0.008412383299285748,-0.01862741833492414
Dnajc17,0.009810089261368074,0.013278313155378982,-0.026047380255960283
Chp1,0.012141087121802379,-0.015867588131877983,0.0037804176947672
Oip5os1,0.030440076566822648,8.773256833473667e-4,-0.03880000613970079
Ndufaf1,0.03475613846384816,-0.0032178502302866196,-0.022377261199151784
Rtf1,-0.020713539658360994,-0.032919575935325476,0.025671663644971955
Tmem87a,9.378223045134022e-4,0.028919715721408022,0.02240443768310556
Tubgcp4,-0.0036365126121224106,-0.021938394649283294,-0.02289125567012369
Trp53bp1,-0.005255866741337145,-0.0028627963904673064,0.0069595890960776376
Mfap1a,-0.004832967277920265,-0.028374722189599258,0.04738052422575552
Bloc1s6,-0.025494662523611412,0.0070190885777717755,-0.02147369363461566
Eid1,0.015526567629434848,-0.03155422869502478,-0.01628595771563327
Secisbp2l,0.009504322631819091,-0.018519020217432264,0.021989841995034662
Gabpb1,-0.017213905974003154,0.023071642613594383,-0.013190774033382537
Sppl2a,-0.0010701671802875194,-0.058199886976185,-0.012071652628214342
Mrps5,-0.006713280920988276,-0.04590288332378091,0.0020062105033622985
Mtln,-0.011477411718795337,-0.0028305458127477878,0.002382158379446478
Mrps26,0.02004711014353264,0.036586209465689676,-0.02077683897887514
Tmem230,0.026232682175759962,-0.026146016621928926,-0.006567049576119801
Gpcpd1,0.01687539357153602,-0.0021728670670617353,0.07502594532917646
Shld1,0.011770489672438048,0.02139996996073706,0.030276955026843803
Esf1,-0.0028519168944615633,-0.01562353339153621,-0.010270121704091464
Dstn,-0.019639879580328336,0.012686232407044456,-0.006731980181068005
Rrbp1,0.027412578450700942,0.003372870333699237,-0.019068360819434766
Snx5,0.02917217098358125,-0.007109034237250203,0.06686090727110178
Dtd1,0.0038168359788805506,0.01887259755637699,-0.019138676098354356
Crnkl1,-0.009261390855038782,-0.013244913110755535,0.005197213593716725
Zfp120,-0.012663588376398626,0.020976850144559543,-0.062338790850017374
Cst7,0.06983554683995521,0.048823236009639163,-0.023226624681219617
H13,0.010365322012465285,-0.009587756165563892,-0.017809784694872217
Bcl2l1,0.011787413545204496,0.032531434021239404,0.008231951250176669
Pofut1,0.002734635336718009,-0.004833438526706129,0.005877864830091936
Asxl1,0.014678689470919838,0.0137109066286683,0.052291946096706725
Mapre1,-0.02685121732754189,0.014149944031883379,-0.001790426569966882
Cbfa2t2,0.0034008201315813796,-0.009016080744240483,-1.906524913667044e-4
Raly,-0.03363560987655898,-0.030252926854717695,-0.002286376609364989
Acss2,-0.01039058728220477,-0.05441293241431797,0.03413105593872887
Trpc4ap,9.630789794373158e-4,-0.008164458313439283,-0.015802176495343795
Edem2,-0.007402678984551948,-0.029802409777862134,-0.009147143351794092
BC029722,-0.003311910799954647,-0.008465620453607615,0.0062211898428616505
Rbm39,-0.0018464805824264328,0.017900467873319913,-0.027354129733126065
Ndrg3,-0.020869900657779165,0.013235705090251211,0.02921158600043475
Samhd1,-0.0835125364953855,-0.04641875676454743,-0.030634061281976474
Ppp1r16b,-0.009121068324144443,0.022833871441924246,0.03202047429774537
Srsf6,0.019740592290332547,-0.05992614087890594,0.0014627288271112425
Ift52,0.01269521422068157,0.03002920897784651,-0.008420625210849119
Dbndd2,0.00810730423937972,-0.022882824683523432,-0.004798979945497277
Cse1l,0.0043492726780889075,-0.0027043984092116964,0.030340729253557873
Ptpn1,-0.009557096400031401,0.0021579171902606237,0.036785144395584536
Dpm1,0.012362527088796631,-0.003649270531043882,-0.029297957913245676
Zfp64,0.010000518521536656,0.014105699389731712,0.016429296067694256
Fam210b,-0.002854830600018813,-0.00408138321393388,0.003685714657674503
Bmp7,0.03620012629832135,0.0032662330218414994,-0.04869232198509037
Atp5e,0.05689104608879917,-0.026899821409942248,0.030132976543209542
Zfp831,0.04131003136248192,0.003357409345553672,-0.024072864776579498
Mtg2,0.017828556277829505,0.03595296150949127,-0.018653499244627645
Osbpl2,0.013927288788319378,-0.008364411455567971,-0.002945378784405682
Rps21,0.004103295092898207,0.035947459970965316,-0.03392911740902505
Slc17a9,2.2552141713091782e-4,-0.012211870190049696,-0.006589886278084736
Arfrp1,-0.01677755544894521,0.018548737523475085,0.001786066176619097
Tpd52l2,-0.016956130544164495,0.009004561267968229,2.537584807203147e-5
Pcmtd2,-0.012770517104327061,-0.0021387052367605936,0.006187268762887048
Mrps28,-0.01041255745461642,-0.01857128060776975,-0.007070502678926
Impa1,0.0039482671877873535,0.01761687262841578,8.929988718738973e-5
Zfand1,0.016935410361233513,-0.009113661105346779,0.0023542072468581733
Ythdf3,-0.0231292002548447,0.01585905421588782,-0.02984706108900485
Armc1,6.228542429445611e-4,-0.014538062198171922,0.008317864860444748
Tnik,0.05518952784849586,0.00930682279736566,-0.028990651173844344
Mynn,1.741053549456792e-4,-0.021904609467196714,0.03009640214242929
Phc3,0.009724263219512188,-0.00463311098323733,0.016720557230253334
Pik3ca,0.007203778721558213,0.012895408030848779,-0.005886068353023197
Actl6a,0.011772780949392783,-0.00925070280910268,-0.004031378692549419
Ndufb5,0.010505572379199518,-8.58821821832387e-4,0.024452308837765994
Acad9,-0.008815633654753895,-0.02409942880467525,0.010331908198345102
Exosc9,0.0018865195329135728,0.042231254105660754,-0.03136248392280948
Hspa4l,0.031324985572081965,-0.051614090850189615,-0.018277225134675508
Larp1b,0.01735943132421625,0.012331564960139268,-0.00691142355195259
Pgrmc2,-0.005087990152684941,0.020651265349330376,-0.027523424040969996
Ndufc1,0.026190401545483428,-0.006133371947138149,0.025858051685578257
Setd7,-0.0077884143239020966,0.01688281412507394,-0.013198053034462757
Supt20,0.007800006226715805,-0.0020139452348163145,0.04796003095910419
Alg5,-2.7346988440939333e-5,-0.042773192740296846,-0.014204973481476754
Rnf13,0.006940934289547086,0.016836060813664833,-0.004864960284187274
Tsc22d2,-0.002566207830812965,-0.0194392540686659,-0.029089104664566656
Serp1,-8.511511593314511e-4,0.011089120886732782,-0.00768031708320988
Rap2b,0.01363672286353434,-0.012807043928053475,-0.003395986406965611
Slc33a1,0.006018700360329352,-0.015408751185389761,0.017083063501975516
Ssr3,0.016385109223681815,-0.004444412363478636,0.025620113716527452
Ccnl1,0.004771961360559436,0.001299824400047418,0.03554766596199114
Rsrc1,-0.03493856273346058,0.011467191411309573,-0.0028638203662716783
Gfm1,0.03676123775017723,-0.0039515821758793635,0.007854142372860994
Lxn,0.003724482250680617,8.530749719665831e-4,0.013921940876956352
Mfsd1,-0.00500160331918645,0.024217734576091693,0.014290833111198808
Smc4,0.03624575098793009,0.028441666422490564,-0.019618242961996178
Trim59,-0.006737494469262623,-0.019792239001814985,6.568094651942525e-5
Nmd3,0.016916963398644604,-0.01492479418859743,-0.0012127722575631294
Plrg1,-0.002485123704915058,0.02002528807908141,-0.0010927651475553866
Arfip1,0.014566753544048803,0.0055785046363676875,-0.04375693051939148
Tmem154,0.04140541382764883,-9.439040665768089e-4,-0.046960831428012835
Fbxw7,0.013783226307781228,0.014578309261672542,-0.004463130989569118
Rps3a1,-0.03912555595843212,0.09499075725567942,-0.01246475834566507
Cd1d1,-0.006741741060827855,0.027582754975279233,-0.010616638660102748
Prcc,0.03898287628734286,0.0348071912443664,-0.019734308409576413
Cct3,0.021079689322571937,0.016171217406070797,0.025722814323965552
Smg5,0.00842673561470566,0.01665730043918301,-0.015532595394196226
Pmf1,0.01584314346626905,-0.004172022270374111,0.008925827493712544
Lamtor2,0.0013142661313961142,0.04100725446662848,0.03927744318647607
Syt11,0.01772442576492078,0.043078224455031996,0.004299065467180285
Rusc1,-0.0056168955885833195,0.010492986666330395,0.010239163172475862
Fdps,0.01052618370454729,-0.011704034825308275,0.022307118711899887
Mtx1,0.02009182378284341,-0.013229102829852075,0.03193804673751663
Slc50a1,0.008472650161140755,0.0055537369172915345,-0.02110934351622844
Zbtb7b,-0.02766844206189697,-0.02518942204411629,-0.021015341448476665
Shc1,0.0031924418922929377,-0.005270494177469887,-0.0023509847743266496
Il6ra,-0.06170981881088138,-0.0028256488209938307,0.0032709466686130645
Dennd4b,-0.005493722026154012,0.02129151387699565,0.011893890429575078
S100a11,0.08301255900925444,0.0792242722285022,0.15929210168339625
S100a10,0.10551391402776576,-0.029452180761103536,-0.03607227336176841
Mrpl9,0.02189050426474172,-0.02506649312456172,0.03376947976554382
Pogz,-0.02185154323534675,-0.00310656304862085,-0.005976256741736842
Psmb4,-0.022054164640738557,-0.05154872857188767,0.023017460550609353
Psmd4,-0.015328782777161177,-0.016680851642448074,-3.1452541074218084e-4
Pip5k1a,-0.005444236353990508,-0.01731257808172149,-0.00653643912461874
Vps72,-0.01507569696331766,-0.02313889555564529,0.01159659089983577
Cdc42se1,0.014573260239699019,0.012981180127961667,0.00420849615486027
Setdb1,0.004315059755449305,-0.04712344381247381,-0.035679699224518226
Golph3l,-0.0069546807074271,-0.016043689158479854,0.004328560659420426
Ensa,-0.01428149910301764,0.003147588999600241,0.03976164070890954
Prpf3,0.04546745808168747,0.007293272638142262,-0.029679976882227694
Anp32e,0.028517770146347515,0.00382866143370002,0.09841852860548905
Vps45,-0.02391485868577208,0.026957362092593192,0.0014037158078275486
Sf3b4,0.0011893137358976907,-0.04954909280012379,-0.0013720885664142536
Bola1,0.015889358500665574,0.020556906907672454,0.024057954558334014
Rbm8a,-0.001708770674564553,0.013515589841872209,0.023898448092397155
Pex11b,-0.0086881913830286,0.0037774290492911295,-0.011007538823183123
Sec22b,0.03802045996459073,0.008306110148116655,-0.01393279837119828
Phgdh,0.004413099464636087,-0.03659084019803425,0.016168574042789947
Wdr3,1.946407391331046e-4,0.0037302595186797026,-0.040187246978622894
Slc22a15,-0.014378100596242236,0.002251950546003307,-0.02151002252318854
Sike1,-0.005578681634664631,0.0076265722619306845,0.010385926810426525
Nras,0.005818258803463296,0.016791941005577966,0.03772523495320869
Hipk1,-0.01804389188159177,-0.008544493993260256,0.03614150696446358
Ptpn22,-0.005075043168489343,-0.04112312420991648,-0.003374852770582983
Ppm1j,-0.011307835026101339,0.009818186555929862,0.01720242822037526
Rhoc,0.04350857830836399,0.013657425922557241,-0.006068485688848108
2010016I18Rik,0.00898022154982595,-0.0157158002916922,0.009940405104874124
Lrif1,-0.005415246604515162,0.03616200639544706,0.0017715154674352847
Kcna3,-0.02527723012456711,0.027803202994864103,-0.009910852748465171
Sars,-0.02379248663953679,-7.121806110235154e-5,-0.016403369328946198
Rtca,0.0011309996829835475,-0.010393036743959281,0.010380469949605535
Slc35a3,0.010296789306930306,0.03821419987687012,-0.015784666942963925
Gclm,-0.029254475191541705,0.008793904506615631,-0.010037216326975448
Dnttip2,-0.03268787692405197,0.05095339495613277,-0.033556586097366926
Gar1,-0.013215110321417877,0.012109663768454945,-0.028807917184182425
Mcub,-0.021797490680714803,-0.009939233602254433,-0.03294349763029232
Ostc,-0.01759283452337854,0.014108500698191027,0.005418102695062608
Tbck,-0.010612449634644893,-0.02247304243888086,-0.033188181070897486
Cisd2,-0.0025054829796547877,-0.013918297381602444,-0.01584003381153906
Ube2d3,0.0035508615554627745,-0.017500325866245628,-0.035438035180785823
Manba,0.0013971545274526634,-0.022628967013273295,0.00652793406361382
Ppp3ca,-0.005475247423663604,0.03683977984885903,-0.0226623883692386
Lamtor3,0.0030587787128319613,-0.008884427654219413,0.01996782938698937
Gbp5,0.01354863512185037,-0.055839135185447496,0.015022648923387607
Gbp2,-0.06446548901611869,-0.0037225373490242233,0.012344651681382856
Gtf2b,0.001325680516773866,0.007622759114109226,0.0011194665324673664
Gng5,-0.00693875393597502,-0.010850825278133686,0.0026829163617321863
Prkacb,0.021435270940251928,-0.013408540571297695,-0.0264299296934198
Ankrd13c,-0.005535467949337092,-0.00825575870627294,-0.028379377872346
Srsf11,-0.007670253107665228,0.02644881448359107,-0.021126703562416846
Tgs1,-0.013776820430013258,0.009599006364926617,-0.029226462214356614
Chchd7,-0.04151284341687403,0.012703102773912501,0.009696522574003103
Tox,0.017556140501675897,-0.006787922170317544,-0.05157717103569472
Plekhf2,0.004744902563818246,-0.0027602344199896497,0.004439736470516024
Trp53inp1,-0.008421163944431416,0.023153520679827472,0.07306028783926008
Virma,0.00783755822288563,-0.02321550942844778,-0.002597550466881444
Pip4p2,-0.005376427902980373,-0.003789830128510872,-0.0040191694061319505
Tmem64,0.017217918727378035,0.006445213313077005,0.0205550469593616
Ripk2,-0.020905778384614486,0.01305018480913553,-0.020899161639881116
Ndufaf4,0.021680523068659866,4.5427964341026005e-4,0.019075569060488167
Ufl1,6.992074066856571e-4,-0.02919793948134212,-0.007528359856612123
Map3k7,-0.00277398542337889,0.03337618702317009,0.020852273009428414
Bach2,9.274487895542293e-4,-0.011131009628025811,-0.026844152677191133
Mdn1,0.024159486552588566,0.04390455224724962,0.057297316647996595
Ube2j1,-0.01979976246043421,0.011816575970556032,-0.013392942735862322
Smim8,0.016785338408008003,0.012192235168796946,-0.01366755235808207
Zfp292,0.036008994086646345,-0.012642504610623903,0.03763104877725422
Ddx58,-0.005844641614422298,0.01638026625011318,0.0019252655131529425
Topors,0.019088057012204326,0.017061721554097665,-0.04306996597009908
Dnaja1,-0.022984590363818547,0.014271984286962441,0.0018175255469481389
B4galt1,-0.02021061978513569,0.005838403504474726,-0.06642799904647419
Dcaf12,0.018058873660817747,0.0033832730699594584,0.0030620124720727258
Ubap1,0.005688190984709305,-0.003499387381033422,0.009845087678235087
Rpp25l,0.008769108686225208,0.009555386081747599,-0.027944506512394062
Dctn3,0.0036575718940871087,0.00830505338426105,-0.006979365220853262
Galt,0.030380847820351994,-0.009970726185520433,-0.013069876994723263
Ccdc107,0.04584253576338573,-0.0049145612844936175,0.035754413818986155
Glipr2,-0.017058704197478732,-0.02764688230619284,-0.01545219009720919
Grhpr,0.014611227553382903,-0.013361075099327664,-0.013164871692157704
Polr1e,-0.008026520188289471,0.016126735851541334,0.006742141630851002
Tomm5,-0.0016938464937577555,-0.002003799680328902,-0.0028062164295282795
Exosc3,0.0034073636000749676,0.004122959393370222,0.0066635963610320115
Dcaf10,0.008355215939855653,0.023844922953993614,-0.0053898448572774855
Anp32b,0.008551395003612326,0.006246785146989263,-0.015291642076811076
Nans,0.012637870576074444,0.010944523818570797,-0.029636727800608553
Sec61b,-0.030392529598201882,-0.029904619735664408,0.008330659660058132
Mrpl50,0.013091743879890113,-0.02530089881541193,0.001041374326373494
Smc2,-0.006419661657426108,-0.0036696349621292757,0.059948192295866974
Nipsnap3b,0.01405202241334626,0.002161862957024901,-0.011251337676990148
Txn1,0.0025358979271485975,0.01474989296462871,-0.006174383980529627
Inip,0.0041188779849233,0.022161419140082985,0.05690935445689603
Fkbp15,-0.007159555790032865,0.0022811523592379587,-0.010743070073540537
Pole3,2.548741433242785e-4,-0.025405803003789775,-0.02578576173636388
Akna,-0.00781892958112058,-0.028100299895235412,-0.03699222454567423
Atp6v1g1,0.0026616237507946527,-0.008989620812192962,-0.02573386870146142
Ttc39b,-0.01787565231888922,2.2102051314858953e-4,-0.008448443378893104
Snapc3,6.869099229923263e-4,0.01332718494721399,-0.020935846545701773
Psip1,-0.041979734764165645,-0.0027633707619465105,-0.010239556733093678
Rraga,0.013191673170775419,-0.01042281252397142,-0.012222261718067576
Caap1,-0.00934558090201768,-0.01328558040747084,0.00601309379378786
Mier1,-0.010548909094309392,-0.010059319137697666,0.0026386744676927644
Slc35d1,-0.0018185948010518962,0.024992410024805824,0.03413105453779223
Oma1,0.0016039988032190877,-0.01892897247545627,-0.013456957767072751
Dhcr24,-0.011266333532650321,-0.0200700229571709,-0.011383973513558219
Lrrc42,0.005130248111949985,-0.032670035531581,0.0014223571552446624
Hspb11,-0.00967005879881701,0.010471327652862471,0.0018145233180302122
Yipf1,0.009369928396090656,-7.212181339803208e-4,-0.022010957753688023
Magoh,0.007078005058080452,0.027626198972933273,0.02208373801638562
