genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Tmem259,0.017329687347598873,-0.20021355007359176,0.104,0.123,1
E130308A19Rik,0.017370466903325017,0.5855066743772799,0.036,0.025,1
Uxt,0.017406386895454616,-0.3517575702747573,0.053,0.066,1
Dhrs3,0.017437085956319775,0.9681226959637463,0.011,0.006,1
Alad,0.01743797961182886,0.2927386258919844,0.083,0.068,1
Gm47418,0.01750716450720427,1.190515117300194,0.011,0.005,1
Cd69,0.01751601661975698,-0.14754233387966081,0.366,0.396,1
Zcchc18,0.017533799713271202,0.38061800068013696,0.05,0.038,1
Pwp2,0.017586569618796333,-0.6042268081452127,0.017,0.026,1
Mvk,0.017640586054963343,-0.4460105757449835,0.032,0.043,1
Immt,0.017645061797905523,0.22592045343139322,0.156,0.135,1
Ypel3,0.017664000605846344,0.13686029401319505,0.604,0.596,1
Rpn1,0.01770537183645917,0.25680679600937717,0.168,0.147,1
Stard10,0.017802297722262446,0.4909202167980995,0.038,0.028,1
Ttc21b,0.017836210560002064,-0.603034005232379,0.015,0.023,1
B4galnt4,0.017924649115687575,0.7405438279119627,0.018,0.011,1
Aurkb,0.017934202279446178,0.630919336737465,0.014,0.008,1
Nup43,0.018003824463198963,-0.35790979725635275,0.031,0.042,1
Knop1,0.018059569979506307,0.26766553701316065,0.081,0.065,1
Ngdn,0.0181225991135666,0.19176963480610398,0.2,0.178,1
Tacc3,0.018191269175971313,0.7083634221628143,0.02,0.013,1
Txk,0.01825614640900435,-0.1567840750873266,0.173,0.195,1
Hnrnph3,0.01830485999435823,0.17091438264428982,0.124,0.105,1
Eif5a2,0.018312605490629512,-0.845234907649008,0.009,0.015,1
Gstt2,0.018322507107902064,0.2914679766633874,0.076,0.061,1
Crtc2,0.018325598688374706,0.2673901934399372,0.102,0.085,1
Trav10,0.018336206870587245,0.9010085001052097,0.024,0.016,1
Sf3b6,0.018350715908728558,0.12245736677042496,0.433,0.409,1
A430093F15Rik,0.018352250499631073,0.31403527426290667,0.116,0.099,1
Ccr6,0.01841619078559569,0.4903761799463666,0.039,0.028,1
Mrfap1,0.018438301071471194,0.1340955222378939,0.314,0.288,1
Cyfip2,0.01848080932803673,0.13547375374223258,0.247,0.222,1
Tubb4b,0.018502053598732863,0.19749713743791308,0.304,0.28,1
Trav6-7-dv9,0.018567321225571427,-0.3975870909515291,0.031,0.042,1
Tnp2,0.01869843885468678,0.6823682136298697,0.013,0.008,1
Crmp1,0.0187781825498573,0.5000461860380883,0.029,0.02,1
Tdrp,0.018823409361641855,-0.5140289991736342,0.023,0.033,1
Eif4ebp1,0.018900836884172677,0.3631889827831962,0.055,0.042,1
Mrpl30,0.018940923189752597,-0.100607060019819,0.37,0.398,1
Ubfd1,0.01896195937076795,0.39465583408042004,0.048,0.036,1
Adcy6,0.018978804788681896,-1.005882095503309,0.006,0.012,1
Tmem39b,0.01907295197974181,0.43827425879506965,0.034,0.025,1
Noc2l,0.019132719542311452,0.1812913868611803,0.151,0.13,1
Serpinb9,0.01917702907161721,-0.5140289991736342,0.027,0.037,1
Pik3r1,0.019188933334890863,-0.12728054432621416,0.215,0.241,1
Trmt5,0.019197842814372035,-0.5216825717170694,0.012,0.019,1
Ccdc85b,0.019360033998285755,-0.20523912939705458,0.2,0.222,1
Mgat4b,0.01938661052857082,0.7310834986628967,0.018,0.011,1
5530601H04Rik,0.019434900350152048,0.491617563967508,0.036,0.026,1
Fzr1,0.01943870315632316,0.30340917370612797,0.09,0.074,1
Avl9,0.019534335771008177,-0.21335852484679085,0.105,0.123,1
Grpel1,0.01954663601581748,-0.12956631394008378,0.192,0.216,1
Nol11,0.019637513444068697,0.2827804525225259,0.119,0.101,1
Dpp4,0.019664745378566963,-0.30172539546077015,0.075,0.091,1
Jpt1,0.019692298155250136,0.11052568062041929,0.524,0.503,1
Tmem123,0.019698543903480824,0.2097429499440595,0.207,0.186,1
Thra,0.0197043390952471,0.3757880830759426,0.05,0.038,1
Fgd6,0.019739601876929743,1.032253033383462,0.012,0.006,1
Krcc1,0.01976285208301814,0.1754741178709578,0.246,0.223,1
Ythdc2,0.019774238830882505,0.3881957851398887,0.045,0.034,1
Siva1,0.01986814494763622,0.3258365025768626,0.09,0.074,1
Poc1a,0.01990637742173817,0.8692996403778714,0.012,0.006,1
Ubr5,0.02000846085127485,0.2635785794899177,0.109,0.092,1
Pik3cg,0.02002911149579248,0.42970278117962035,0.047,0.036,1
Cdk8,0.020133547464613356,0.2790707556428349,0.087,0.072,1
Dtx1,0.020135523554528346,-0.14071862550451386,0.263,0.288,1
Vps54,0.020195466507349373,0.4039352319603542,0.071,0.057,1
Sept7,0.020316120751347543,0.12424707691511538,0.442,0.418,1
Higd1a,0.02039087132500774,-0.14608420787505016,0.215,0.24,1
Eif4a1,0.02043970282158941,0.12750854349743235,0.556,0.538,1
Gps1,0.020472611723035345,0.2339449191691596,0.154,0.135,1
Cyp4f16,0.020484614233431227,0.8444249717388415,0.014,0.008,1
Hcls1,0.020573158530038285,0.13665473114848603,0.298,0.272,1
Mgme1,0.02057694232613242,0.789977187716465,0.014,0.008,1
Snrnp25,0.020674985138032207,0.29897248602511173,0.09,0.075,1
Ksr1,0.02073142928668561,0.5000461860380883,0.029,0.02,1
Scrn3,0.020776425609857964,0.7259217935471174,0.017,0.01,1
Rpia,0.020793028826436435,0.26700337644753436,0.127,0.109,1
Ppp1r14b,0.020811699198744427,0.20779632581278917,0.352,0.334,1
Mast3,0.020948071034655992,0.28354335969672384,0.104,0.087,1
Cbx6,0.02094935523601208,0.4401673112132407,0.05,0.038,1
Sf3b4,0.020981246004093082,0.1735866786098743,0.211,0.189,1
Pla2g6,0.021134203169810097,0.697475106020077,0.018,0.011,1
1110038B12Rik,0.021137082565693206,-0.23438659061926614,0.125,0.144,1
Hist1h2ap,0.02114434046795613,0.7805234042558205,0.062,0.05,1
Fpgs,0.02116032495721183,-0.5811431950321708,0.017,0.025,1
Yy1,0.021164020677221115,0.17345506386354503,0.289,0.266,1
Trim32,0.02118941658518591,0.6727395124320923,0.019,0.012,1
Tm2d1,0.021259213027460682,-0.21890096362998746,0.121,0.14,1
C230037L18Rik,0.021385156096516825,0.959902189158778,0.013,0.007,1
Cdkn2c,0.021387276580924583,0.4522503829823652,0.038,0.028,1
Pomk,0.021464471919640744,0.5589025232802172,0.019,0.012,1
Sap18b,0.021530687368615794,0.8396079554410667,0.013,0.007,1
Eif4g1,0.02166045132633832,0.1969481732014715,0.227,0.205,1
Ro60,0.02166166275627834,0.7016996918818021,0.015,0.009,1
Ppic,0.021685191993170514,-1.2612629287936672,0.006,0.011,1
Slc17a9,0.021723479208469176,-0.15733548612559511,0.157,0.179,1
Plekhm2,0.021794048094244862,0.4408189644339906,0.046,0.035,1
Hist1h2bj,0.02204323772450902,0.5987389309883158,0.028,0.02,1
Ighmbp2,0.02206428460659549,0.5146537555304498,0.034,0.025,1
Trim30a,0.022116116212789957,0.22986507172282789,0.14,0.121,1
Oxsm,0.022168482985659137,-0.6189985587751767,0.015,0.023,1
Hnrnpdl,0.02218604434064482,0.11348344781576758,0.362,0.334,1
Spty2d1,0.02219926136546693,-0.2871952350554112,0.066,0.08,1
Laptm4b,0.02224284143942412,-0.4808621352384348,0.017,0.025,1
Ccdc50,0.02226901852649058,0.21849068996137966,0.125,0.107,1
Nck2,0.022331122077658947,0.30991989658721186,0.065,0.052,1
Entpd1,0.022412673346231007,-0.408946953116077,0.033,0.044,1
Gm2800,0.02253710201900746,0.951634573175177,0.014,0.008,1
Zmiz2,0.022571317358649583,0.251265318051066,0.119,0.101,1
Zfp831,0.022638412336585072,0.3619130081413826,0.064,0.051,1
Trim59,0.02264914625671611,-0.15457329988570212,0.214,0.238,1
Tyms,0.022681556755311198,0.39955624900889264,0.054,0.042,1
Srgap2,0.022966229744762593,0.33396790738131577,0.072,0.058,1
Tank,0.022968560973618452,0.2333909526297382,0.198,0.177,1
Wrap73,0.02298245320559006,0.34519234504356966,0.057,0.044,1
Gstt3,0.023197123315803276,0.9349558320285469,0.011,0.006,1
Ccnf,0.02319733798070001,0.9334299777975872,0.011,0.006,1
Trmt1,0.023215545343540388,-0.1949781063646343,0.106,0.124,1
Snx15,0.02324238976607366,-0.2776337184382123,0.058,0.072,1
Psme2b,0.02324767983693884,-0.2927632432914704,0.043,0.055,1
Tshz1,0.02346892579163429,-0.43459453167922923,0.036,0.047,1
Card6,0.02347769289103778,-0.23985403573463993,0.1,0.118,1
Pcnx4,0.023514091933426514,0.40796848882509273,0.037,0.027,1
Amz2,0.023529915777050166,0.2737111622256978,0.092,0.077,1
Gm31718,0.023541346296884487,0.8552048104920846,0.015,0.009,1
Ttc13,0.023543879956354766,-0.21501529623427373,0.054,0.067,1
Tmem243,0.023559379176762773,0.23917723599978258,0.19,0.17,1
Pnisr,0.023579435986224487,-0.13825093034201785,0.241,0.265,1
Mrps16,0.02359201007348419,-0.11150745128661721,0.339,0.366,1
Slc52a2,0.02364263896943928,0.3181293138845427,0.064,0.051,1
Zfp639,0.023659120004143063,-0.2144687173147264,0.055,0.068,1
Slamf1,0.023660185994165226,0.18738154734347923,0.133,0.114,1
Tgs1,0.023712234094226167,0.22746151780564094,0.123,0.105,1
Polr2c,0.023783213201208964,0.19181052462516401,0.163,0.143,1
Nfs1,0.023856257557440592,0.2858063862063709,0.082,0.067,1
Map3k5,0.023876411603691878,-0.3088386679121249,0.053,0.066,1
Lmbrd1,0.02404674180091612,0.264646846877409,0.101,0.085,1
Raf1,0.02409657611417012,0.2816630053583902,0.135,0.117,1
Rbm8a,0.02409766462533818,0.19654645986755082,0.202,0.181,1
Mcub,0.024144520981601084,0.3111965997226571,0.055,0.043,1
Uhrf1,0.02416359741207403,0.6274434267792461,0.021,0.014,1
Klrg1,0.024184611601175958,-0.10913945527087376,0.054,0.041,1
Dusp22,0.02424907949772215,0.6961887082167113,0.016,0.01,1
Dhdds,0.02428408761187907,0.4088031403039061,0.051,0.039,1
Endod1,0.024313870576029604,0.3300820590709148,0.063,0.05,1
Elmod3,0.024355990804801667,0.6786160787687612,0.02,0.013,1
Gusb,0.024357180951039403,0.2616537025654253,0.086,0.071,1
Mfn2,0.024406587954774794,-0.4438199968922323,0.028,0.037,1
P4htm,0.02443293372628639,0.7083634221628134,0.018,0.011,1
Zfp94,0.024609821068177846,0.6115018829102246,0.02,0.013,1
Cap1,0.024632483949709412,0.14659226670132586,0.44,0.42,1
Nasp,0.024660313629809843,0.28450353087319513,0.097,0.081,1
Nsd2,0.02466463767778228,0.43233303722429195,0.051,0.04,1
Sufu,0.024731392702193735,0.39114745462477263,0.051,0.039,1
Fuom,0.02514740008662167,0.5041183475366253,0.032,0.023,1
Hprt,0.02518191451130621,0.15622604947927266,0.284,0.262,1
Gabarapl1,0.025269997705124773,0.632191741677409,0.023,0.015,1
Map1s,0.025288267520421494,0.32842972383988567,0.065,0.052,1
Gm26771,0.025294574672527714,0.775477618021351,0.012,0.007,1
Sec61a1,0.025295794297394154,0.21577406909815533,0.167,0.148,1
Lilrb4a,0.025489980443176703,0.6482424297252427,0.036,0.026,1
Rnf113a2,0.025522346210903518,-0.24797324136460341,0.064,0.078,1
Frat2,0.025549762677870288,-0.3365703250459138,0.043,0.055,1
Etnk1,0.025655627928450716,-0.2312548529405971,0.171,0.19,1
Nit1,0.025722855935920417,0.2969371764363484,0.083,0.069,1
Kif11,0.02583544819875612,0.8185463399132367,0.016,0.009,1
Ninj1,0.025840890067912656,0.43361559576522923,0.061,0.049,1
Ssb,0.025918470200799706,0.13655228909296246,0.353,0.331,1
Unc119,0.02592686315774631,0.2868589863613993,0.117,0.101,1
Cnst,0.025992428999625877,-0.3115361352748911,0.051,0.064,1
Prr14l,0.025996913873800584,0.28337981046373084,0.073,0.059,1
Ipcef1,0.026014659631866614,-0.1398175133535302,0.202,0.224,1
Apobec1,0.026132958184386445,0.4014374906146987,0.045,0.034,1
Nufip2,0.0261380322461628,-0.18901337044653,0.129,0.147,1
Tgoln1,0.026144400748565565,0.20766983833926167,0.131,0.113,1
Fgf13,0.02628031535100088,-0.4400284177298577,0.019,0.028,1
Rab39b,0.026281887666329384,0.8662430819445328,0.011,0.006,1
Mettl26,0.026318981641336198,0.21114929838478425,0.15,0.131,1
Nup98,0.026505843591159654,0.2926955121066728,0.077,0.063,1
Mapk3,0.02668535887204236,0.27465163153672734,0.096,0.081,1
Fam210a,0.026878164862914132,0.39670366272927815,0.04,0.03,1
1700021F05Rik,0.026984437136575227,-0.32011895399466006,0.045,0.057,1
Irak4,0.02699020268183631,0.3179942711735748,0.068,0.055,1
C1d,0.027022801624083378,0.16992164919087793,0.147,0.128,1
Mxd3,0.027184459312313225,0.8117411620081221,0.011,0.006,1
Synj1,0.02719559624539016,0.3183710523302974,0.057,0.045,1
Kcna3,0.02723728161469793,0.2506972881931855,0.113,0.097,1
Mindy3,0.027270798532240004,-0.34727545436326235,0.06,0.074,1
Zmynd19,0.0272754730638171,0.43055788050775856,0.045,0.035,1
Vps37b,0.027300872632302145,-0.21092056902743206,0.154,0.174,1
Git1,0.02735256633371279,0.5176798605537041,0.026,0.018,1
Mrpl28,0.027376962985500162,-0.22267632281327643,0.107,0.125,1
Ccrl2,0.027402234074272898,0.4940988817097658,0.023,0.015,1
Mknk2,0.027436326047035213,-0.15650861007170525,0.176,0.198,1
Gtf3c5,0.027655373589758375,0.4474968530117298,0.031,0.022,1
Tgds,0.027702403578155194,0.42938747245999753,0.042,0.032,1
Trbv13-3,0.027755713714228553,-0.19399509292679684,0.048,0.061,1
Prpf19,0.02777182227750499,0.17555689395604412,0.167,0.147,1
Pstk,0.027773212740187275,0.23372865174335766,0.101,0.085,1
Rabggtb,0.027814077649420926,-0.23756672980337257,0.097,0.114,1
Car12,0.027866105671602692,0.9834706602971819,0.01,0.005,1
Cd96,0.027956283461052812,0.1772390730692075,0.28,0.258,1
Ppp2ca,0.028000963547214472,0.14086441868225186,0.354,0.332,1
1700037H04Rik,0.028106491703974883,0.2531461055705986,0.102,0.086,1
Sike1,0.028182803936932448,-0.19143774865938568,0.107,0.124,1
4632427E13Rik,0.02832341287643551,-0.2840233937273111,0.077,0.091,1
Sh2d3c,0.028398957729714243,-0.2007213868586173,0.115,0.133,1
Igsf23,0.02843644384275549,-0.3472289038005041,0.064,0.078,1
Rbx1,0.028480750653942004,0.1096377553787346,0.552,0.537,1
Eftud2,0.02851026750183988,0.19428440759816734,0.136,0.118,1
Add1,0.028600916194914363,-0.12833546147693475,0.263,0.288,1
M6pr,0.028670873580861782,0.16819057062874032,0.279,0.258,1
Acsf3,0.02867845929423567,-0.5893171264778712,0.011,0.018,1
Litaf,0.028770493423511043,0.35140127583201597,0.047,0.036,1
Oxsr1,0.028773694559190554,0.3993486460786144,0.054,0.043,1
Kmt2a,0.028848082390650624,-0.14248132366966892,0.273,0.298,1
Xpo6,0.028902023995758048,-0.2188571466783542,0.107,0.124,1
Ccdc34,0.02893557793636341,0.3864353272754508,0.042,0.032,1
Unc13d,0.0289968053994727,0.21336033540948973,0.129,0.112,1
2410022M11Rik,0.02900953153610875,-0.34410399773132205,0.036,0.047,1
Kansl1,0.029109332887612784,0.17905689711965023,0.212,0.191,1
Plekho1,0.029162862648177437,0.5414661134180694,0.027,0.019,1
Hopx,0.029245060160003562,0.13681567765493596,0.409,0.388,1
Hsf2,0.02926289264940261,-0.5212245005778389,0.013,0.02,1
Sdcbp2,0.02929972695967441,0.29035935572040383,0.083,0.069,1
Calm2,0.02930714039822217,0.16250968078626404,0.406,0.389,1
Pigx,0.029357464058305263,0.15872350813689406,0.271,0.249,1
Ppid,0.02948856054287999,0.25464545471990974,0.118,0.102,1
Gm45606,0.029529657910254765,0.6786160787687612,0.014,0.008,1
St6galnac4,0.029588407197541182,-0.3483509688315074,0.044,0.056,1
Crlf2,0.029608688891784113,0.1862781244137237,0.225,0.205,1
Podnl1,0.0296581248899425,0.4100221475930672,0.038,0.028,1
Casp7,0.02995445464917789,0.41120323242439305,0.039,0.03,1
Runx2,0.03002945803451737,0.44483230603287893,0.032,0.023,1
Tut4,0.030173110563650827,-0.14199082975468258,0.274,0.299,1
Alyref,0.030515400061404692,0.15207026427292725,0.296,0.274,1
Wdr81,0.030522579904982836,0.47831742828293056,0.026,0.018,1
Strn3,0.0305341812636668,-0.19210090428627202,0.113,0.131,1
Stk3,0.03056882192752716,0.394547973062771,0.03,0.022,1
Nfatc1,0.03063537775661026,0.22080220481435697,0.243,0.223,1
Zfp740,0.030663939328860725,-0.2254028794370999,0.073,0.088,1
Ubl5,0.0307297303772928,0.12627821590704452,0.587,0.576,1
Pclaf,0.030801893381392303,0.8417692967305332,0.028,0.02,1
Rtn3,0.030841891445577373,0.19164922241392945,0.179,0.159,1
Mical1,0.030968559030510923,0.2048434370644432,0.109,0.093,1
Gpr55,0.03097315707409259,0.5984457300847783,0.016,0.01,1
Trps1,0.031088898786453305,0.46288738771332394,0.033,0.025,1
Txnrd2,0.031100525461073444,0.2564891547035981,0.071,0.058,1
Zbtb7a,0.03115670659012292,0.1733326678562621,0.192,0.171,1
Trappc1,0.03118157978694464,0.2093567992341021,0.158,0.139,1
Pdcd1lg2,0.03127455461106994,0.3201387540179361,0.085,0.071,1
Gtf2ird1,0.03129683153650055,0.7007098496193782,0.013,0.008,1
Fig4,0.03131065610404232,-0.4400284177298577,0.03,0.04,1
Ran,0.03136062025904506,0.15894227960767426,0.483,0.469,1
Tnks1bp1,0.03142333685963055,0.6031036344243628,0.028,0.02,1
Gnb2,0.031638360808349524,0.10684915361829814,0.53,0.516,1
Gm28112,0.031654399227559755,-0.727022722507833,0.009,0.014,1
Eya2,0.0317024794529652,-0.493270439006837,0.019,0.027,1
Gna13,0.03178937702855981,0.20402686146257487,0.184,0.165,1
Fnta,0.03185487429470572,0.20311247061759552,0.14,0.122,1
Gm26640,0.03185989801724446,-0.6535803515724279,0.009,0.014,1
Casp4,0.03194372576972239,0.3454897772765353,0.065,0.052,1
Itfg2,0.03204907959864363,-0.41120443994894185,0.043,0.054,1
Pcyt1a,0.03210154330027724,0.5759131261391639,0.024,0.016,1
Rap2c,0.03221998268137218,0.28548853240808336,0.06,0.048,1
Ogfr,0.03224290540920298,-0.1804896139159835,0.129,0.148,1
Sec22b,0.03225919734784486,0.2042551739264966,0.117,0.1,1
Eno3,0.03229730077254215,-0.48401643010719475,0.023,0.031,1
Nusap1,0.0323080584483435,0.7343586306957581,0.014,0.008,1
Gemin5,0.032348168060173224,0.3881236774282213,0.047,0.036,1
E430024P14Rik,0.03235084106941845,0.4789845705102591,0.028,0.02,1
Faah,0.032411584227046264,0.2500970527940076,0.144,0.127,1
Lrrfip2,0.03255882720718299,0.27473902522713933,0.066,0.053,1
Prxl2b,0.032596779555323495,0.5906683794930583,0.014,0.008,1
Jarid2,0.032619025860342786,0.33757916093369467,0.09,0.076,1
Sel1l,0.0327757969090674,0.3052392444274705,0.073,0.06,1
Arhgap11a,0.0327904288577475,0.8396079554410667,0.012,0.007,1
Mtpap,0.032907951516693554,0.2855211323705946,0.072,0.059,1
Rnf2,0.03304598647506624,0.2523375114331312,0.094,0.079,1
Kctd9,0.03312361562166631,0.6618208362257834,0.016,0.01,1
Stx17,0.03321206158162489,-0.418681122586154,0.037,0.048,1
Glcci1,0.03322747520454781,0.1830164070553213,0.15,0.132,1
Pfn2,0.03325299488117832,0.4401673112132407,0.025,0.018,1
3830406C13Rik,0.03325587840387259,0.2163805345469294,0.129,0.112,1
Leng9,0.03325674918519304,-0.4105776505606933,0.031,0.041,1
Ubqln4,0.03332801102662309,0.332347811713154,0.05,0.039,1
Fsd1l,0.03363676951915647,0.6198267475611567,0.021,0.014,1
Stx6,0.033700108083655846,0.1907687779673779,0.16,0.141,1
Chn2,0.03397777461713122,0.46172345457968866,0.031,0.023,1
Zfp120,0.03404548334704573,0.3371076149118828,0.045,0.035,1
Elovl5,0.03408506109586926,-0.1632276106230246,0.152,0.171,1
Zfp524,0.0340857712632121,-0.19357486855171313,0.113,0.13,1
Zbtb1,0.03411960501604773,0.21511709053327266,0.13,0.113,1
2310011J03Rik,0.034147222940184005,-0.17310730797022433,0.162,0.182,1
Zbtb38,0.03420667232438124,0.2813788674952331,0.115,0.1,1
Smap2,0.034210950939534766,0.18197992076971414,0.229,0.208,1
Fcrl1,0.03426601207959643,0.760830842056949,0.013,0.008,1
Itpr1,0.034268502756487774,0.20179782793442147,0.074,0.06,1
Zfp568,0.03428109213253195,0.7551576336417547,0.013,0.008,1
Slc36a4,0.03435540548992641,0.6186087694044851,0.02,0.014,1
Cdc14a,0.034408441498768934,0.3790557969098538,0.033,0.024,1
Rab26,0.03442211651427301,0.9349558320285469,0.011,0.006,1
Polr3a,0.03445695858582331,0.35557436357068983,0.051,0.04,1
Ncapg2,0.03447131596411098,0.6665432464681862,0.013,0.008,1
Tasor,0.034502562369646536,-0.18363932553807594,0.133,0.151,1
Trim12a,0.03455569245374326,-0.15797118907004348,0.166,0.186,1
P2ry10,0.0346537540382576,-0.22161078655874622,0.062,0.076,1
Mtmr4,0.034687767571190596,-0.5140289991736342,0.018,0.025,1
Rin3,0.03471761498457003,-0.19837128225306433,0.157,0.176,1
Supt3,0.03484102343618849,0.29332592288396997,0.073,0.06,1
BC049715,0.0349233274068605,-0.7619565126172203,0.006,0.011,1
Acss2,0.03509875538674854,-0.3034881677293293,0.054,0.066,1
Pou6f1,0.035179074383645155,-0.47244989542223514,0.025,0.033,1
Mmd,0.03520323718726357,0.44432330346787463,0.06,0.048,1
Frrs1,0.0353919863903974,0.39360698267770644,0.034,0.025,1
Cdc25b,0.03539573454181598,0.32369957192748844,0.102,0.088,1
Zfp599,0.03542974560648297,0.6289289546684094,0.014,0.009,1
Wdr89,0.03543084366026181,-0.508382436032492,0.018,0.026,1
Ggh,0.03546802562853781,0.3226487342083004,0.075,0.062,1
Ptges3,0.035538421405419525,0.1651505413415022,0.301,0.279,1
Cntrob,0.035552246953650335,0.6852798090497716,0.017,0.011,1
Timm23,0.03566039553990581,0.14309757374659715,0.238,0.217,1
Ncaph2,0.03592856637573065,0.23557342067049714,0.117,0.101,1
Gaa,0.03603031768823671,0.4136567960104758,0.03,0.022,1
Zdhhc2,0.03603196337845084,0.29154503753143945,0.064,0.052,1
Selenok,0.03604220112242404,0.13366925689548448,0.414,0.397,1
Spata1,0.03610683816458115,0.8644826240800958,0.01,0.006,1
Rara,0.036216047388769206,0.16447686444457288,0.165,0.146,1
Ptbp3,0.03627415083525118,0.15348808083203558,0.348,0.326,1
Prcp,0.036309781265081074,0.29922838132377905,0.055,0.043,1
Mrpl37,0.03633084265216108,0.3328542870706075,0.071,0.058,1
Nme3,0.03638756208722299,0.3248162090117859,0.031,0.023,1
Zfp775,0.036424100352165464,-0.5503708462373549,0.013,0.02,1
Sp110,0.03650398442102989,-0.1096725273031165,0.222,0.245,1
3110056K07Rik,0.03656004822149759,0.25599087591309067,0.08,0.067,1
Snx1,0.03658102080904877,0.20688590694473863,0.154,0.136,1
Zfp563,0.036663955653800755,0.7007098496193782,0.012,0.007,1
Dap,0.036701941906210185,0.2931376920740103,0.118,0.103,1
Gfpt1,0.03682850304364162,0.24449273835901897,0.066,0.053,1
Slfn9,0.036852094554223544,0.4597394592531856,0.03,0.022,1
Ap3d1,0.03687909772530635,0.255810892250683,0.094,0.079,1
Sntb2,0.03687933325513602,0.3864353272754517,0.048,0.038,1
Ifi30,0.03692758657241512,0.2937690790972187,0.103,0.088,1
Tsc22d2,0.036937396579601524,0.3274507626563028,0.069,0.057,1
1810006J02Rik,0.03696490727355919,0.29508638074840743,0.055,0.043,1
Snx30,0.036978407810623296,0.5036730025598244,0.033,0.025,1
Atp6v0d1,0.03702405777573155,-0.1680618927186539,0.124,0.141,1
Sdad1,0.037064021371036114,0.2241235099430141,0.081,0.068,1
Elp5,0.03714454804859353,0.28362452169167574,0.095,0.081,1
Capns1,0.03719437420810606,0.15468661036860487,0.318,0.298,1
Cenpm,0.03721518390356284,0.6628487629104454,0.019,0.013,1
Ankra2,0.037353246874760555,-0.20041181779064798,0.092,0.108,1
Alg9,0.037467589445362715,0.42567049055855133,0.023,0.016,1
Gprasp2,0.03749789317018025,0.760830842056949,0.013,0.008,1
Nfe2l2,0.037513371384257456,-0.23003035991859422,0.079,0.094,1
Nisch,0.03764359627927304,-0.1306594152608742,0.189,0.21,1
Sub1,0.03764884452470245,0.10031730832861621,0.532,0.519,1
Rprd1b,0.037732909695384405,0.2426249299146841,0.089,0.075,1
Lipo3,0.037876057080020085,0.53177469043949,0.026,0.019,1
Irf2bp2,0.03789472666066104,0.2049560992050563,0.254,0.235,1
Brca2,0.03796251542362762,0.5615220338335423,0.013,0.008,1
Lipa,0.03796701069986111,-0.21220211034278158,0.136,0.154,1
1700019D03Rik,0.03805756444163258,0.8185463399132358,0.016,0.01,1
Ufsp2,0.038236999640489905,0.3143356316189503,0.075,0.063,1
Pcgf2,0.03831891016536889,0.6457514448631345,0.017,0.011,1
Fkbp2,0.038340839103941135,0.26403261412494405,0.116,0.101,1
Rfx5,0.03837507521598598,0.4301177660928479,0.032,0.024,1
Pafah1b2,0.038410108954514764,0.26295227384045106,0.09,0.076,1
Wdr25,0.038428708697735826,0.8338943042466731,0.011,0.007,1
Polr3k,0.038503714699064925,-0.20557743414403085,0.086,0.101,1
Ppdpf,0.038515530914199285,-0.1344848717711865,0.389,0.41,1
Kif13b,0.03868238424337759,0.34461515158082445,0.072,0.06,1
Orai1,0.03884524890857565,0.16043720656494176,0.23,0.21,1
Pole,0.03887317792827067,0.6379740942714163,0.011,0.007,1
Ugdh,0.03888669390155787,0.3204646706510581,0.06,0.048,1
Cep128,0.03889131978355278,-0.5702972188203796,0.012,0.018,1
Zc3h15,0.03895023548102472,0.19192193851444017,0.283,0.264,1
Mphosph6,0.03896214455419585,0.3216705485779321,0.067,0.055,1
Jaml,0.03918699315442167,-0.7510681964744839,0.009,0.014,1
Zfp61,0.03937905921917441,-0.5482989012583799,0.014,0.021,1
Gm11110,0.03938944541725369,0.3421352282527135,0.05,0.04,1
Tmppe,0.03939216798316736,-0.7908692045324583,0.007,0.012,1
Ankrd50,0.039497789156274166,0.5290397227182515,0.028,0.02,1
Cmah,0.03963425076371348,-0.19013938795298557,0.127,0.145,1
Tcf3,0.03969410746712637,0.20231292286672042,0.148,0.131,1
H1f0,0.03969503573000951,0.22669851378877093,0.104,0.09,1
Ctdnep1,0.03970023225072991,0.17179240554393793,0.171,0.152,1
Dus1l,0.03979778655334568,0.278528920955889,0.08,0.067,1
Rbl2,0.0399019204982033,0.24558351065991602,0.151,0.135,1
Nek9,0.039922466717695775,0.2351628973258313,0.067,0.054,1
Helq,0.04009509535070585,0.4717571416066644,0.028,0.02,1
Hmox1,0.04031062834623324,0.6696829539987537,0.013,0.008,1
Plekha1,0.04038516516300108,-0.3251263229170549,0.046,0.057,1
Smpd2,0.04043145900939155,0.44931253024751694,0.037,0.028,1
Gadd45a,0.04046604027894288,-0.5535573633602722,0.015,0.021,1
Klhdc3,0.04051357365299394,0.3226487342083004,0.079,0.066,1
Zfp267,0.040635459302221094,0.8215740326108047,0.014,0.008,1
Ifitm3,0.04072845845873592,-0.21763599639341003,0.012,0.019,1
1700030K09Rik,0.04089394948649575,0.7434672231187296,0.014,0.008,1
Lins1,0.04097155033939033,-0.7297576902290714,0.009,0.014,1
Gfod1,0.041006456868787164,0.5828325400789547,0.021,0.014,1
Kif1c,0.04126842296789537,0.4666056759594346,0.031,0.023,1
Lsm3,0.04137945073099321,-0.13014402021972993,0.182,0.202,1
Rbm14,0.041389449383198815,0.33912961249709417,0.067,0.055,1
Ttc4,0.04159013385225802,0.26274777322400444,0.068,0.056,1
