genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Irf7,0.1269017173877163,-0.10784785085529736,0.167,0.182,1
Zscan26,0.12697411366284583,0.18553386059190258,0.071,0.061,1
Mrps22,0.1271624705050017,-0.26249023217767053,0.034,0.041,1
Chmp1b,0.12716403830169695,-0.18842658347673513,0.047,0.055,1
Mplkip,0.12721001717395267,-0.16951849609498026,0.132,0.145,1
Prc1,0.12735658392169316,0.4859710008263658,0.02,0.015,1
Arhgap35,0.1277558714386002,0.2904201917085585,0.026,0.02,1
Ivns1abp,0.12785512823369377,0.19591342122602518,0.092,0.082,1
Gm16229,0.12792872860835275,-0.5234893284227011,0.011,0.015,1
Zdhhc18,0.12795486318860755,0.12340092144165737,0.29,0.275,1
Aldh3a2,0.1281520043574392,0.26090444519159206,0.043,0.036,1
Tmx2,0.12833628112162596,0.16477356943443322,0.107,0.095,1
Zfp770,0.12853120371009275,-0.33031704600124634,0.019,0.024,1
Sept2,0.12863591834844254,-0.45744547080726683,0.011,0.015,1
AW146154,0.12872898997839646,0.2849234818882733,0.03,0.024,1
Zfp954,0.12886167187976635,-0.2572535838115231,0.018,0.024,1
Pml,0.1290133639914777,-0.1701525288160295,0.092,0.102,1
Msl3,0.1291013040982816,0.19966681566972477,0.067,0.058,1
Qpctl,0.12912962168953349,-0.41386483724820256,0.011,0.015,1
Uxs1,0.1292823972650131,0.3780556616594781,0.028,0.022,1
Itsn1,0.12936302098002458,0.5723857526438385,0.011,0.008,1
Gm47664,0.12938196071992628,0.44532901632902,0.018,0.014,1
Smpd1,0.12947415993174308,0.27084657995395656,0.054,0.046,1
Pkmyt1,0.12952265537052293,0.30626497859146795,0.039,0.032,1
Tpst2,0.1295396042169076,0.12363807029414975,0.242,0.228,1
Zbtb39,0.12959618937532136,-0.45654350451287407,0.008,0.012,1
Smim4,0.12966089744532946,-0.14670900147225785,0.147,0.16,1
Dcaf11,0.1296667629712975,0.14586037197393065,0.109,0.097,1
Prkrip1,0.1298020994737703,0.27540401488670696,0.048,0.04,1
Rragc,0.12981969742160088,0.17109766347295396,0.078,0.069,1
Tpx2,0.12989353277181348,0.5438519169068652,0.015,0.011,1
Zfp414,0.13008669990423571,0.21983068412475015,0.093,0.083,1
Kcnq5,0.13011932429468084,0.18506840940212888,0.065,0.056,1
Stxbp2,0.13026119566399572,0.1808864161024175,0.119,0.107,1
Zfp281,0.130449085863158,-0.13551737591990465,0.091,0.102,1
Trappc10,0.13048759017368328,0.14473738314221274,0.103,0.092,1
Meaf6,0.13053635392613488,0.1855501791024632,0.112,0.101,1
Pcsk7,0.1305439104348571,0.2276080347164693,0.061,0.052,1
Sqle,0.1307963303806554,-0.23257465427338264,0.035,0.042,1
2900097C17Rik,0.1308160343089864,-0.33881851456725887,0.026,0.033,1
Hist3h2ba,0.13081989236195335,0.244707217663791,0.058,0.05,1
Msantd4,0.13096796377294392,0.31039943624291144,0.025,0.019,1
1500009L16Rik,0.131122777113388,0.40915540377553494,0.015,0.011,1
Trim65,0.1311447817434042,-0.25789509524585075,0.04,0.048,1
Vars,0.13122327708840184,0.14650546031334066,0.138,0.125,1
Flvcr1,0.13130170083604706,0.31129246941341826,0.028,0.022,1
Lime1,0.1313505230403379,0.20809808601693902,0.072,0.063,1
Usp7,0.13144333919458917,0.17605292360842073,0.1,0.09,1
Fam98c,0.1316776820464376,0.15734825336499503,0.096,0.085,1
Plxdc1,0.1317250584606755,0.6510302470968625,0.01,0.007,1
Atp6v0e,0.13176694872009087,0.11172154128922929,0.47,0.464,1
Gm45871,0.13185193064057196,0.3415810914911903,0.021,0.016,1
Crybg3,0.13186195554747257,0.437761907783746,0.027,0.021,1
Ccdc77,0.13224994850993083,-0.30679638500819184,0.019,0.025,1
Btbd1,0.13225185090627284,0.12878612754848806,0.174,0.16,1
Tex2,0.1322891722906135,0.40624380835563123,0.023,0.018,1
Taf9,0.13230539149424192,0.5473715454905088,0.01,0.007,1
Cetn3,0.1323284751346994,0.15658304286884217,0.188,0.174,1
Dleu2,0.13237629853016145,0.3119416010513172,0.06,0.051,1
Rsl1d1,0.1324686606354543,0.11261940435444551,0.183,0.169,1
Wdr74,0.13248775701314125,0.14961583530372335,0.107,0.096,1
Mtf1,0.13251194993058626,0.26733071435102573,0.046,0.038,1
Ywhae,0.13253267469815624,0.12828187223436527,0.292,0.279,1
Hmgn5,0.13268196034259913,0.1409008261265603,0.062,0.054,1
Nelfcd,0.1327912568707376,0.24650506613097667,0.059,0.051,1
Yeats4,0.13285457495221237,-0.11341857053007054,0.152,0.166,1
A930029G22Rik,0.132884834026641,-0.3837209768279033,0.015,0.02,1
March2,0.13290355534621,0.1562655553472838,0.22,0.207,1
Wdr77,0.132954539037075,0.21961623670096042,0.061,0.052,1
Gzmb,0.13298685258822943,0.2765176351974157,0.021,0.016,1
Rfc5,0.13327441100241066,0.35397545501637495,0.044,0.037,1
Ppp2r1b,0.1335914063660792,-0.2614661968518952,0.043,0.05,1
CAAA01118383.1,0.13372664171129753,0.12597486510548395,0.101,0.09,1
Tubgcp6,0.133765316014734,0.3050748815630495,0.036,0.029,1
Etv3,0.13379761740755128,-0.17884480758400523,0.099,0.11,1
Gm48236,0.1340867125727309,0.36813451053250734,0.013,0.009,1
Gm32031,0.13408970662120623,0.33807230571405267,0.025,0.019,1
Cpsf2,0.13410516745775766,0.2606288850645222,0.091,0.081,1
Tfeb,0.13410773230144732,0.30626497859146795,0.04,0.033,1
Il12rb1,0.13419844122724225,-0.39855178175369765,0.029,0.036,1
Hgh1,0.13420008518945137,0.31129246941341826,0.028,0.023,1
Cpped1,0.13439139668151764,0.4435357345059687,0.018,0.014,1
Syne2,0.13448473213557074,0.42567049055855133,0.022,0.017,1
Tnfaip1,0.134545858506675,-0.3521104368635015,0.02,0.026,1
Cinp,0.13462354105572907,0.31604599938405364,0.044,0.037,1
Gins2,0.13468601270007552,0.4245704561622228,0.018,0.014,1
Eno1b,0.13469433424791785,0.2103365582129384,0.063,0.054,1
Dicer1,0.13472102256673094,-0.14206022178667643,0.08,0.09,1
Fry,0.13474793247286607,0.2888245306490287,0.038,0.031,1
Elk1,0.13483396552722723,-0.33603069719563905,0.015,0.02,1
Timm50,0.1350014762794534,0.1697396361085275,0.112,0.101,1
Hmgb3,0.13519931061845142,0.25780085834809974,0.048,0.041,1
Ndufaf7,0.13522511386699446,0.20851753507960824,0.063,0.055,1
Cops5,0.1352395040359193,-0.13842164472332863,0.106,0.118,1
D330041H03Rik,0.13537090102661012,0.43706140034541985,0.023,0.018,1
Ranbp10,0.1354918176664557,0.18598545881968054,0.058,0.05,1
Vamp8,0.13554155480670127,0.12576793598557356,0.374,0.363,1
Alkbh1,0.13569342673018922,0.1410595879381642,0.108,0.097,1
Atad1,0.1357549878294994,0.14438594657099335,0.076,0.067,1
Klhl36,0.13578867185190296,0.33249652016464726,0.04,0.033,1
Arl5b,0.13586853006261862,-0.2275062404174708,0.043,0.051,1
Noc3l,0.13605617736235565,-0.3399995993985847,0.03,0.036,1
Fas,0.1360655612669345,0.17633618213043256,0.125,0.113,1
Arfgap1,0.1360723251852559,-0.134073959050236,0.087,0.098,1
Naprt,0.1361260620095341,0.43706140034541896,0.016,0.011,1
Zfp719,0.13629386378646732,0.41558167293496684,0.014,0.01,1
Ifi214,0.13633535109752423,-0.2016771638693542,0.061,0.07,1
Errfi1,0.13634858335254202,-0.2893227119989392,0.021,0.026,1
Golga1,0.13636855123700672,-0.23788960571647788,0.053,0.062,1
Kctd13,0.1363790965422518,-0.24418941543472616,0.047,0.055,1
Sec16a,0.1364121267928499,-0.22394977032561192,0.058,0.067,1
Sart3,0.13682339673099467,0.24146787788416946,0.088,0.078,1
Eef1akmt2,0.13709119562799846,0.21918446013146475,0.079,0.069,1
Bckdk,0.13711648132295987,0.15187609005213476,0.084,0.074,1
Ttc7b,0.13715914632019902,0.3864353272754517,0.016,0.011,1
Srrm1,0.13722716292499298,0.11577879900538757,0.362,0.349,1
9930021J03Rik,0.1372758891091039,0.26357857948991814,0.032,0.026,1
Rdm1,0.1374241072870469,0.1822946104952261,0.094,0.084,1
Plekhg2,0.13764656249882581,0.15090923679078694,0.13,0.118,1
Ptrh2,0.13780118416560963,-0.158325639277193,0.07,0.08,1
Ssr3,0.13817304033833877,-0.12636793882609565,0.137,0.15,1
Slc16a3,0.13845729264651385,0.4512055826656889,0.011,0.008,1
Zfp710,0.13890424564557963,-0.38192546316628917,0.016,0.021,1
Bub3,0.1389391989359333,0.13490621044581452,0.276,0.263,1
Eya3,0.139182163172817,-0.19803886914559943,0.054,0.062,1
Dnajb12,0.1392013807086994,0.28305758743014264,0.065,0.057,1
Prkd3,0.13926986413446593,-0.3558998029317424,0.032,0.039,1
Vps26b,0.1393080475523662,-0.14578571137373153,0.072,0.082,1
Supt20,0.13932150764515017,0.12196397407098258,0.173,0.159,1
Dhx36,0.13937199526819383,0.1490284969643778,0.238,0.224,1
Sema4a,0.13954945580225006,-0.27881253747960244,0.031,0.037,1
Gm49336,0.139591904069035,0.2296312475665805,0.06,0.051,1
C330011M18Rik,0.13962953412949558,-0.34563146747791595,0.016,0.021,1
Mrpl44,0.13965236522447746,0.20687674409647272,0.092,0.082,1
Prdm15,0.13991388146034667,0.42184066340665005,0.019,0.014,1
Acap2,0.14010691894774208,0.16903415024748414,0.161,0.149,1
Sh3glb1,0.14025444941947807,0.10845951282301147,0.357,0.342,1
Man1c1,0.14034831230079525,0.7349985486662804,0.01,0.007,1
Zfp760,0.14046537682825153,0.5615220338335423,0.013,0.009,1
Ganab,0.14049059299398292,0.20809808601693902,0.072,0.063,1
Hip1r,0.14049740272630912,0.24745891412664012,0.049,0.041,1
Tmem201,0.14082676162395089,0.508691077326449,0.017,0.013,1
Tshz2,0.14082774224026656,0.7165839289677818,0.01,0.007,1
Nutf2,0.14091582476547448,0.14612099794174105,0.173,0.16,1
Cpox,0.140941362904924,0.27237552772707696,0.073,0.064,1
Wdr70,0.14099442728249312,-0.19696665945808878,0.048,0.057,1
Rrm2,0.14135309733897952,0.6353486248645925,0.022,0.017,1
F2r,0.14155178392073026,-0.23023603317304264,0.016,0.021,1
Zfp322a,0.1418039732577221,0.20622272143130216,0.062,0.054,1
Cast,0.14180444737764605,-0.10248612019265857,0.279,0.294,1
Trp53rka,0.14186868128359914,-0.18645434114513026,0.048,0.056,1
Dusp6,0.14192332239243657,0.34579334277810503,0.026,0.02,1
Ift27,0.14193963013397157,0.2229365949925719,0.094,0.084,1
Zfp938,0.14200861697140127,0.3255063286331188,0.027,0.022,1
Ints6l,0.14218709447917174,0.20238921758848605,0.034,0.028,1
Rab32,0.14221530466965884,-0.5140289991736342,0.009,0.013,1
Adamtsl4,0.1423143497125923,0.4270773117727966,0.01,0.007,1
Plod3,0.14231518414936406,0.44644263663972783,0.014,0.01,1
Ildr1,0.1424192937901544,-0.48365535013011574,0.009,0.013,1
Tmem245,0.14260558848895294,-0.182930318394686,0.058,0.066,1
Ppp1cb,0.14277289750317257,0.12965991191334014,0.143,0.13,1
Etfbkmt,0.14277484723875083,-0.11674797069894849,0.081,0.091,1
Zfp275,0.1428832147491108,0.28103954955613997,0.027,0.022,1
Zfp131,0.14290386331484434,0.1564411832056649,0.074,0.064,1
Ccdc117,0.14327304533447782,0.22535925725942718,0.043,0.036,1
Nptn,0.1433328408275519,0.146678863089595,0.126,0.115,1
Syne1,0.14335436263554313,0.28268740243762247,0.059,0.051,1
Pdcl,0.14355548931879056,0.16583618776205356,0.046,0.039,1
Aldh7a1,0.14364761447564225,0.29005079085110896,0.016,0.012,1
Golph3l,0.1438179187939756,0.14893601354879493,0.048,0.041,1
Lcor,0.14399972205867373,0.14477457223422396,0.066,0.057,1
Lrp6,0.14408848276985514,0.17504190488826055,0.067,0.058,1
Rbm26,0.14409277610134502,0.14909256447303187,0.145,0.133,1
Tlk2,0.1441030113180023,-0.14338561925324367,0.06,0.069,1
Dstn,0.1442769051077157,0.27498334276216685,0.033,0.027,1
Rcc1,0.14452194179612496,0.31604599938405364,0.029,0.024,1
Ube3b,0.14466915674449354,-0.2293881371504658,0.062,0.071,1
Atrx,0.1447207552207365,0.11429533498874755,0.363,0.35,1
Parp14,0.14480708145053364,0.1614188009447326,0.181,0.169,1
Dolk,0.14484114628781047,0.4360457754946836,0.019,0.014,1
2900060B14Rik,0.14503683050787441,-0.5140289991736351,0.007,0.01,1
Tspan31,0.14530288420504625,0.1514880195933186,0.104,0.093,1
Bin3,0.1454041409272179,0.18966044011827377,0.101,0.09,1
Iah1,0.1457008844202399,0.16404290593900317,0.117,0.106,1
Mogs,0.14581084143725637,0.1922397977696555,0.12,0.109,1
Asf1a,0.14581654949601908,-0.19755533437838002,0.081,0.091,1
Ipo8,0.14582059090821942,0.22293659499257235,0.065,0.057,1
Hps5,0.14586244349039326,0.3723142190307991,0.033,0.027,1
Trp53i11,0.1459670078145356,0.19338686752114764,0.114,0.103,1
Rnaseh2b,0.14602060997998711,-0.13646620531345333,0.062,0.071,1
Bpnt1,0.14609490007232886,-0.4512932438256714,0.013,0.018,1
Vdac3,0.1461670297564093,0.11298430549631933,0.17,0.157,1
Ap4b1,0.14621622626909078,0.2546454547199106,0.031,0.025,1
Zfp266,0.1462505428981949,0.11341683286903503,0.093,0.083,1
Tcn2,0.14637145224860634,0.20140343344293044,0.037,0.03,1
Filip1l,0.1464205914218705,-0.26969068704974575,0.054,0.063,1
Ick,0.14646114002577582,0.32091175455586907,0.028,0.022,1
Zfp606,0.1465914673466747,0.4971115584315662,0.018,0.013,1
Zmynd8,0.14665121045288138,-0.13789799361481325,0.116,0.128,1
Arv1,0.14672716008847292,-0.2542697253727013,0.024,0.03,1
Gm15472,0.14673414734029216,0.4512055826656889,0.012,0.008,1
Sap25,0.14701090025161598,-0.2956834108998887,0.024,0.03,1
Arhgef4,0.14714569697876692,-0.3399995993985856,0.018,0.023,1
Zmat5,0.14715033559972165,0.1442439633699646,0.208,0.195,1
Slc9a7,0.14730795958479204,0.25969514500268964,0.043,0.036,1
Isy1,0.14732324867129426,0.1469693925800617,0.134,0.122,1
Hnrnpll,0.14741694781345943,0.12547078555695457,0.12,0.109,1
Ada,0.1476267985035202,0.28433713965671537,0.026,0.02,1
2010204K13Rik,0.14767738637432318,0.3940485113853258,0.021,0.016,1
Med13l,0.14786999314882943,-0.2239782767333205,0.059,0.068,1
Csf1,0.14799402965944322,0.38271703902934107,0.033,0.027,1
Specc1l,0.14801290476547435,0.16744148240086787,0.069,0.06,1
Socs5,0.1481020195047307,0.1745735734311733,0.031,0.025,1
Pradc1,0.14826614578740022,0.2444927383590194,0.033,0.027,1
Cops7a,0.14859834431198013,0.18166031941405292,0.102,0.092,1
Srsf9,0.1486112474100174,0.12550244408694544,0.178,0.164,1
Ccdc93,0.14885284008841332,-0.2594561720880364,0.043,0.05,1
Sbno1,0.1488942943159472,0.12722668618927058,0.229,0.216,1
Hdac6,0.14898238510693296,0.4260995448489675,0.016,0.012,1
Castor2,0.1490016609579115,0.2933259228839704,0.018,0.013,1
Cd80,0.14903987072824532,0.4415768814679124,0.013,0.009,1
Trub2,0.14913523257857605,0.21803779557973257,0.041,0.034,1
Wtap,0.14921719881393192,0.12914642899908602,0.164,0.151,1
Supt16,0.1493628014086605,0.11146130813013189,0.183,0.17,1
Pop5,0.14936829152475345,0.10929676703170688,0.238,0.224,1
N4bp1,0.14950049849210278,0.1966572701937226,0.086,0.077,1
Tmem268,0.14957410893190337,-0.3493148539790303,0.027,0.033,1
Gm16033,0.14962133557297916,0.43444070018628356,0.015,0.011,1
Tmem199,0.14965548964394723,-0.21725438151461063,0.056,0.064,1
Gpr183,0.14998981865567887,0.19087098682367865,0.185,0.173,1
Uspl1,0.14999596195862544,0.25896490417678564,0.059,0.051,1
Nap1l1,0.15055696056954454,0.11395435777556617,0.292,0.279,1
Fam92a,0.1505706523514004,0.13991124346610517,0.069,0.06,1
Faf1,0.15067196367991204,-0.1744437283242557,0.082,0.092,1
Zfp41,0.1506939748933299,0.5639735128276389,0.011,0.007,1
Mink1,0.1508423063796863,0.21457312205794477,0.111,0.1,1
Ascc1,0.1510931485160617,0.1094970827714099,0.089,0.079,1
Slc48a1,0.15112639683158713,0.11881365194600546,0.086,0.076,1
Zfp280c,0.1512564315738146,-0.2723231027803523,0.026,0.032,1
Crebzf,0.1515514080718372,-0.13972175231353745,0.121,0.132,1
Csrp1,0.15181593718993047,0.11606287703718188,0.161,0.148,1
Rab8b,0.1518362103287704,0.14734661706668994,0.145,0.133,1
Ankrd52,0.15202340180172538,0.21995889519267653,0.033,0.027,1
Calr,0.15207942598696358,0.12302201269597601,0.271,0.258,1
Tnfrsf26,0.15215368258538903,-0.37550913509220596,0.019,0.025,1
Marveld2,0.15217794744223817,0.3555743635706907,0.011,0.007,1
Pym1,0.1521868319226067,-0.19520681515409333,0.087,0.097,1
Tra2a,0.15225013166057103,-0.10554921591695265,0.214,0.229,1
Zc3h13,0.1523115066319137,0.1537165458691292,0.136,0.125,1
Stard3,0.1527408909198877,0.16404290593900317,0.07,0.062,1
Cd101,0.15286161695374065,0.22711227096376518,0.048,0.041,1
Snhg5,0.1529268947519694,0.3940485113853258,0.021,0.016,1
Trmt44,0.15315362484528156,-0.4551353101200659,0.014,0.019,1
Zup1,0.1531547582660588,-0.15487358420169084,0.161,0.173,1
Cyc1,0.15322172118876756,0.10810473434514578,0.255,0.241,1
Gmds,0.1533485209871591,0.26821747429343823,0.048,0.041,1
2610507I01Rik,0.15349529220982958,0.38287750786226216,0.023,0.018,1
Agpat2,0.1534961920918797,0.30599233472013054,0.038,0.031,1
Nipal1,0.1535063041802606,-0.17794284128961202,0.042,0.05,1
Gale,0.15375791105771497,0.3359455568217582,0.021,0.016,1
Dip2b,0.15385147464403018,0.11351017192001045,0.143,0.131,1
Setd7,0.15385212109008756,-0.20002142012603485,0.053,0.061,1
Nbdy,0.15401702231293377,0.1808032324865798,0.089,0.079,1
Bcl3,0.1540187800441413,0.1883878756277202,0.16,0.148,1
Gpr108,0.15405961762268483,0.17255440579452053,0.109,0.098,1
Ttyh3,0.15411327545411646,0.14034681349564693,0.086,0.076,1
Tctn3,0.15415820926366333,0.5530851966849024,0.012,0.008,1
Bcl9l,0.15418219811712877,-0.15715452545292896,0.083,0.093,1
Tdrkh,0.15422808276442773,-0.41093550620953145,0.008,0.011,1
Rab11a,0.15425430642347784,0.14693366063764746,0.206,0.193,1
Gna11,0.15445821851657682,0.26600531688445805,0.046,0.039,1
Psd4,0.15458669476905396,0.12476517217299987,0.138,0.126,1
Cars2,0.15472359390974846,-0.19210090428627202,0.053,0.061,1
Rnf115,0.15476105531232318,0.16466089482867918,0.124,0.113,1
Rwdd1,0.15481582159557186,0.11525840004670607,0.31,0.298,1
Trav13-2,0.15490095755811134,0.8198717373798043,0.015,0.011,1
Ostm1,0.15494162126697042,0.1672885654426577,0.073,0.064,1
Hist2h2bb,0.1551891181751235,0.4386652860480087,0.012,0.008,1
Akr7a5,0.1552270075031193,0.22893533561401513,0.065,0.056,1
Wipf2,0.15525789485544772,-0.18224700354414303,0.055,0.064,1
Med28,0.15530563096965824,0.10229014558137473,0.405,0.393,1
Inip,0.1555041936934081,0.23308455036865494,0.058,0.05,1
Ptpa,0.15551748390906947,0.14400139103591725,0.141,0.129,1
Rfesd,0.1555176421500589,0.23176044537957807,0.055,0.048,1
Arid1a,0.15554216331929288,0.11997001604138391,0.231,0.217,1
Map3k4,0.1555555825236567,-0.1828230906982613,0.062,0.071,1
Trrap,0.15558965794682322,0.16908855948886758,0.105,0.095,1
Kdm4c,0.1555916352014447,0.15174554713561905,0.07,0.062,1
Ubash3b,0.1556454437029523,0.23768022537887434,0.102,0.092,1
Lrrc40,0.15574623583142874,-0.4038460814232119,0.015,0.019,1
AW209491,0.1557918119471177,-0.31580288896793807,0.02,0.025,1
Skap2,0.1558024696897526,0.3451084649865166,0.032,0.026,1
Trmt12,0.15581286888186274,0.4068994298351667,0.02,0.015,1
Med13,0.15592454442047238,0.22475016536450276,0.055,0.047,1
Gabrr2,0.15609989279413727,0.19575176566634145,0.05,0.043,1
Npepps,0.15625737962900582,0.1922397977696555,0.099,0.089,1
Cenpk,0.15649049318161765,0.44415082513173765,0.013,0.01,1
Trim2,0.156499022575696,0.4415768814679124,0.013,0.01,1
Ftsj1,0.15650301543659492,-0.2594561720880373,0.028,0.035,1
Brox,0.1566194188286177,0.2933259228839695,0.04,0.034,1
Zfp235,0.1566329055132922,0.26600531688445805,0.025,0.019,1
Sympk,0.15727365273385546,0.18719093370762918,0.079,0.07,1
Borcs7,0.15745452835279677,-0.27332168045710414,0.03,0.036,1
Dnmt3a,0.1575559885621199,0.15458257668993713,0.081,0.072,1
Fut7,0.1579966733239591,-0.5487944173343111,0.011,0.015,1
Prdm16,0.15804861195149997,-0.35614933939191484,0.011,0.015,1
Dcaf12,0.1580680618978494,0.16651116152975298,0.095,0.085,1
Mrpl32,0.15854145854914553,0.16404290593900317,0.165,0.153,1
Bmi1,0.1586029679994177,0.2964932019626536,0.045,0.038,1
Oser1,0.15865306998432327,-0.1679388536122821,0.079,0.088,1
Fuca2,0.15870033629989988,0.28183028404614063,0.034,0.028,1
Gorasp2,0.15873814005757272,0.10278721744656538,0.136,0.124,1
Usp39,0.15893630794795816,0.2679240497658819,0.076,0.068,1
2610044O15Rik8,0.15896451868582426,-0.2523422768015866,0.03,0.036,1
Mrps11,0.15914652850518107,0.19947762216858278,0.083,0.074,1
Mdc1,0.15960029740052728,-0.15343928391716677,0.048,0.055,1
Dcxr,0.15962464603373,0.2880316232144571,0.04,0.034,1
Dnajc17,0.15966958808685358,-0.11626949132662645,0.044,0.052,1
Pycr2,0.1599082100989547,-0.13202030028226153,0.125,0.136,1
Acot2,0.15992179739638857,0.23719057867281368,0.049,0.042,1
Cnot6,0.1599656197917435,0.17402699451162507,0.117,0.106,1
Stoml1,0.15998843604991989,-0.27732874115330297,0.021,0.026,1
Dhps,0.1599974591040708,0.13343251017708724,0.121,0.11,1
Serpinb6b,0.16009586780468008,0.2338523724717554,0.054,0.046,1
Chd8,0.16012821036767572,-0.11309420301297335,0.13,0.142,1
Lef1os1,0.16015827082200101,-0.3267974174176027,0.021,0.027,1
Gng2,0.16016531677859436,0.1330739277812376,0.11,0.099,1
Dusp5,0.16020426450788647,-0.14921085538252576,0.093,0.103,1
2010016I18Rik,0.1602296745985306,-0.17486045419744034,0.119,0.13,1
Ncdn,0.16041056492550604,0.190515117300194,0.046,0.039,1
2510009E07Rik,0.1604791293150171,-0.3284733460175584,0.015,0.02,1
Wee1,0.16052398639371343,0.4859710008263658,0.011,0.008,1
Scyl3,0.16084013655822696,0.19613653564885603,0.055,0.048,1
Slc22a15,0.16084590678077101,0.3339679073813153,0.029,0.023,1
Qrsl1,0.16088467703023807,-0.27732874115330297,0.021,0.026,1
Dkc1,0.16088922465949196,0.15239254620007747,0.115,0.104,1
Sclt1,0.16090532501994959,0.28873865338831806,0.043,0.036,1
Etf1,0.16096589645800416,0.12948568390263482,0.154,0.142,1
Cab39,0.16107101462279208,0.13563005026379682,0.254,0.24,1
Ube2f,0.16109689742037356,0.1640429059390036,0.112,0.102,1
Trim23,0.16119347625082442,-0.365066360048635,0.022,0.028,1
Prelid3b,0.1612148371876211,0.17203569669253405,0.139,0.128,1
Zfp512,0.16129281141763474,-0.27677861911007273,0.05,0.058,1
Sgk1,0.16141469280914014,0.4301177660928479,0.029,0.024,1
Psmg2,0.16154294711959263,0.16074531583842822,0.118,0.107,1
2810405F17Rik,0.16157529170093943,-0.5023471941259992,0.008,0.012,1
Fh1,0.1615866440736038,0.14764846768833495,0.097,0.087,1
Nme7,0.1616334376760935,0.3783302776383959,0.02,0.015,1
Melk,0.16182100350253814,0.32842972383988567,0.011,0.008,1
Spsb3,0.16192133266227898,0.10554725662885867,0.098,0.087,1
Zfp160,0.16202573001863066,0.30700085978104674,0.029,0.023,1
Rnpep,0.16216211715114556,0.12832900493850952,0.105,0.094,1
Dnajc21,0.1621887376861565,0.20387825917688707,0.119,0.108,1
Fcho1,0.1622358413054893,0.1373308302902463,0.13,0.118,1
Lsr,0.1622468158567344,0.5976163566552746,0.012,0.009,1
Dnajc30,0.16249778608210058,-0.17948141775515802,0.068,0.077,1
Ipo7,0.16256003173305428,-0.20441785430776394,0.076,0.085,1
Egln3,0.162795670182222,0.46043590871922824,0.015,0.011,1
Iqcb1,0.16314896340786153,0.43444070018628356,0.015,0.011,1
Fyco1,0.16322957046195152,0.16590564995619284,0.082,0.073,1
Zbtb32,0.16324990392073815,0.4394284148893357,0.015,0.011,1
Ppm1m,0.16331496655733746,-0.1096980057361927,0.138,0.151,1
Nudt18,0.16350701040201107,0.20336922614507236,0.065,0.057,1
Mrpl11,0.16351198116942003,-0.16857236879003157,0.114,0.125,1
Scpep1,0.16360465261186974,0.2880316232144562,0.027,0.022,1
G2e3,0.1636499402311521,-0.2960283469543441,0.022,0.028,1
Hsd11b1,0.16368590488730816,-0.13012139733896122,0.148,0.16,1
Pygb,0.16374525243528573,0.1888108110879454,0.098,0.088,1
Golim4,0.16406675080753988,0.35211525409157485,0.029,0.024,1
Tfg,0.164183656615858,0.1593204956965999,0.102,0.091,1
Fnbp4,0.16418935532548526,0.1660620735756555,0.146,0.134,1
Josd1,0.16443362161781389,0.26577279290282974,0.027,0.022,1
Ppil3,0.16450134552593304,0.1759907592434513,0.15,0.139,1
Ammecr1,0.1645302166969846,0.23753397120552933,0.041,0.034,1
Tcrg-C1,0.16453074573426568,0.7423107540861515,0.01,0.007,1
Zfp937,0.16457078110915363,0.4125088388853442,0.018,0.014,1
Hk1os,0.1646207137538821,-0.6374114146789163,0.012,0.016,1
Snx10,0.16478136449444875,0.2426998498140014,0.041,0.034,1
Asb13,0.16483605975890261,0.17035667987120595,0.063,0.055,1
Pcf11,0.16495122741232346,-0.13436582999667568,0.074,0.083,1
Glce,0.1651041116069921,0.34579334277810503,0.014,0.01,1
Zfp148,0.16519554663383126,-0.15949623885434416,0.139,0.151,1
Tmem19,0.1653633603016178,-0.23090317540037164,0.052,0.06,1
Ankmy2,0.16542491510342436,0.19111114913717397,0.073,0.064,1
Mnt,0.16542773445443515,-0.24654868830864896,0.036,0.042,1
Pcbp4,0.16556167338909747,0.2501580637275964,0.031,0.025,1
Gm50394,0.1657170989158106,0.28287913544885424,0.023,0.019,1
Slc30a1,0.16582799306891965,0.3207224865935263,0.027,0.022,1
1700025G04Rik,0.1660463327121844,-0.24258235352364022,0.022,0.028,1
Hmgcl,0.16608733929237407,0.18277946852058902,0.084,0.074,1
Dennd1b,0.16627571984764664,-0.15961785884629132,0.122,0.133,1
Pip4p1,0.16634865045174754,-0.1255332873472823,0.102,0.113,1
Fastkd3,0.16637372317993984,0.4019067360378905,0.02,0.016,1
Nsf,0.16638414084925884,0.16651116152975298,0.094,0.085,1
Kdm6b,0.16645480930526477,0.22293659499257146,0.069,0.061,1
Tmem161a,0.16648639064253165,0.10004190601015317,0.055,0.047,1
Fbxl4,0.16661556854607631,-0.2765296854469774,0.023,0.029,1
Wwp2,0.16680885689882005,0.16674205553995858,0.112,0.102,1
Mmgt2,0.16681293116456422,0.18161553538695285,0.109,0.099,1
Cryl1,0.16702530005446936,-0.23063550570526115,0.044,0.051,1
Cbx1,0.16711525881034353,0.12406991984960625,0.18,0.168,1
Brpf1,0.16725990977405325,-0.2317467087465621,0.047,0.054,1
Tmem229b,0.16730102197910007,-0.22772481401699363,0.042,0.049,1
Blm,0.16731532307200964,0.4180669363245615,0.022,0.017,1
Mthfd1l,0.16738519625587248,0.2229365949925719,0.059,0.051,1
Zfx,0.16740800309362658,-0.10325352674895028,0.09,0.1,1
