genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Rras2,0.09064549898091981,-0.2876280218370022,0.052,0.062,1
Lemd2,0.09070722504905998,-0.18526630420732415,0.102,0.115,1
Smc5,0.09077544729587612,-0.24948874716165115,0.066,0.077,1
Samsn1,0.09081662234608874,0.144357767671896,0.333,0.319,1
Usp37,0.09093653928641826,0.2604531546376885,0.048,0.04,1
Nup210,0.0910095099303763,-0.15388276657416888,0.173,0.189,1
Fkbp15,0.09119612414684049,-0.18463953210832917,0.091,0.103,1
Thoc5,0.09130590735417106,0.2269886897441049,0.081,0.07,1
Abhd14a,0.09133383163331261,0.4359234353256838,0.029,0.023,1
Zc3h10,0.09142122564316259,-0.2604869503824734,0.039,0.048,1
Zmat3,0.09148971102524113,-0.28625494184291167,0.042,0.051,1
Extl3,0.09157796876019851,0.25428213069393735,0.041,0.033,1
Trmt13,0.09159871317328643,-0.22464175143575105,0.039,0.047,1
Phf23,0.09175158376929658,0.18947848912348642,0.146,0.132,1
Sp3os,0.09188683513074081,-0.1854161276672004,0.129,0.143,1
Pgpep1l,0.09189230970171768,-0.5735368939233823,0.009,0.014,1
4931406P16Rik,0.09217109700075793,0.2629643737937375,0.057,0.048,1
Gm14305,0.09220262388957905,-0.5291427745649289,0.009,0.014,1
Gemin6,0.092373258926706045,-0.5031475660319851,0.013,0.018,1
Kcnk7,0.0923749853817061,-0.4036118924810701,0.016,0.022,1
Dtymk,0.09238187622908682,-0.12385325183764762,0.159,0.175,1
Ctbs,0.09238933227436073,0.27890591766275996,0.038,0.031,1
Mmgt2,0.09241292596814978,0.11539352666394853,0.143,0.128,1
Taf1b,0.09257507763440863,-0.11919309628266461,0.112,0.126,1
Gbp8,0.09259998571383851,-0.14160761524576593,0.114,0.128,1
Celsr1,0.09261779401158747,0.35402726994988587,0.035,0.028,1
Polrmt,0.09268281295940958,0.3223547027358791,0.029,0.022,1
Slc25a53,0.09279516399369449,0.37399568618248136,0.029,0.023,1
Foxo4,0.09286039076111895,-0.37104403002464004,0.016,0.022,1
Rfc2,0.09289549405244409,-0.1633334007149818,0.173,0.189,1
Lactb,0.09289747523636102,0.2017568189019232,0.099,0.087,1
Ifrd1,0.09293995135515953,0.15772258189760757,0.191,0.176,1
Spice1,0.09324412241718644,-0.3455089379175025,0.016,0.022,1
Rab5b,0.09334376051062428,0.1773375457334625,0.104,0.091,1
Tnpo1,0.0934771084306911,0.15246948825295714,0.115,0.102,1
Ncoa1,0.09350750437206037,-0.21652633988057524,0.097,0.109,1
Gxylt1,0.0937312966277463,-0.21369402714832786,0.086,0.098,1
Nek1,0.09378517095541082,0.420231152365103,0.022,0.016,1
Polr2l,0.09388310794263278,-0.20679717278971932,0.167,0.181,1
Entpd6,0.09388782193947365,-0.20845121661989108,0.048,0.057,1
Rbm5,0.0939217509195501,0.12290871439599949,0.261,0.244,1
Vat1,0.09406332805602823,0.39999089471542604,0.022,0.016,1
Nudt19,0.09416700546106466,-0.18537510063593388,0.109,0.123,1
Msmo1,0.09426989343754309,0.3136579003442166,0.076,0.066,1
Chchd4,0.09430067629181994,-0.25034935326342156,0.057,0.066,1
Xrcc4,0.09431845894385618,-0.288134675061134,0.054,0.063,1
Taf9b,0.09437295327599077,0.24983034612285238,0.045,0.037,1
Ugp2,0.09439581423784382,-0.14649928066051388,0.109,0.123,1
Fbxl12,0.0944142288302147,-0.16691163446073887,0.096,0.109,1
Gpkow,0.09452028047533108,-0.21474350528415798,0.063,0.073,1
Hist1h1c,0.09457820516260607,-0.2212351499925016,0.134,0.148,1
Cenps,0.0946755574306885,-0.4182586684454712,0.014,0.02,1
Cgas,0.09476862342380206,0.46041043799995496,0.024,0.019,1
Acd,0.0948170823962351,-0.1581963392835064,0.15,0.164,1
Zbtb12,0.09485382586351443,0.5259987796275318,0.017,0.012,1
Sugp2,0.09486701022905723,-0.21096681453867472,0.045,0.054,1
Ptpmt1,0.09492283850956114,-0.15490368745869088,0.14,0.154,1
Trip11,0.0949259493614439,0.13581646903496347,0.184,0.169,1
Mfsd1,0.09500818748814967,-0.14805260720942304,0.11,0.124,1
Snx10,0.09519007065651926,-0.2195799448433826,0.049,0.058,1
Popdc2,0.0952538851662109,0.5963881075189299,0.01,0.006,1
1110038F14Rik,0.09526563763072125,-0.14482181188469134,0.161,0.176,1
Tnks2,0.09540427484680523,-0.1067891731909929,0.252,0.27,1
Chd1,0.09546729512985296,0.11995006357594251,0.202,0.185,1
Pmm2,0.09547100579642323,-0.12045078679535948,0.11,0.124,1
Zfyve19,0.09549128311322772,0.1788823526493366,0.065,0.055,1
Kcnmb4,0.09550691655673002,-0.5165059488870032,0.013,0.018,1
Cenpb,0.09555443494610447,0.19008645530446788,0.187,0.173,1
Pygb,0.09559660133123528,0.1408294980288387,0.108,0.095,1
Qrich1,0.09586407227299941,0.14673241137051019,0.148,0.133,1
Ocel1,0.09591127831977708,-0.18705927505207454,0.099,0.112,1
Enox2,0.09593236817202748,-0.322993432272785,0.027,0.034,1
Fbxl14,0.09599848070641329,-0.17190382084118205,0.105,0.117,1
Abhd18,0.09612604521138643,0.24408636358804792,0.067,0.057,1
Mbd6,0.09612779110794545,0.27612883299218627,0.05,0.042,1
Mturn,0.09615340542286151,0.300932223992759,0.036,0.029,1
Pxmp4,0.0961686708015883,-0.169470512465542,0.074,0.086,1
A430088P11Rik,0.09622809139187281,-0.5588901179589811,0.01,0.014,1
4833439L19Rik,0.0963907248755198,-0.1841252023200335,0.09,0.102,1
Lpgat1,0.096404667839906,-0.2715083564737255,0.07,0.081,1
Pggt1b,0.09645162308057832,-0.17214756564814637,0.097,0.109,1
Ice1,0.09651181267983401,0.2182771772384431,0.079,0.068,1
Twf1,0.09653047933724598,-0.172753378324781,0.066,0.076,1
Mccc1,0.09654187376060691,-0.34967308537026653,0.032,0.04,1
Trbv12-2,0.09654189303991773,-0.3705358268995348,0.112,0.124,1
Asf1b,0.09654264842806116,-0.2901296443224073,0.056,0.065,1
Hnrnpul2,0.09655869366039255,0.11295202861666809,0.324,0.306,1
G2e3,0.09666395897814384,-0.1749875174331077,0.031,0.039,1
Tex2,0.09675042305002342,-0.3535712099814745,0.039,0.047,1
Rpusd3,0.09690023380447815,-0.38633390104923393,0.018,0.024,1
Cbr1,0.09691193564884132,0.13233493114125494,0.143,0.129,1
Lars,0.0969463209999084,0.1193103638696531,0.132,0.118,1
Gm4890,0.09716683707490857,-0.45324266020567094,0.015,0.02,1
Mdc1,0.09719938368078734,0.24431040195186338,0.046,0.038,1
Uimc1,0.09775908530482592,-0.17760821759224354,0.128,0.141,1
Lsm5,0.09783882025540563,-0.13912215657294835,0.28,0.295,1
Tpgs2,0.09793337296304433,-0.24303952031084952,0.058,0.068,1
Zfp523,0.09798035021352386,-0.2870978837546456,0.025,0.032,1
Zfp712,0.09804676208454721,0.6488555274130654,0.012,0.008,1
Tubb2a,0.09822075295628263,-0.42914698458820766,0.019,0.025,1
Rgcc,0.0982289511849947,0.40794301810581945,0.033,0.026,1
Cnksr3,0.09824711810845116,0.6488555274130654,0.012,0.008,1
Lyar,0.09834651375346772,-0.2259689778779208,0.07,0.081,1
Nrm,0.0983781644976335,-0.2499024770856173,0.076,0.087,1
Arl4a,0.09850102750066318,0.19214884883314776,0.164,0.15,1
Gpr19,0.09861578641578474,-0.5291427745649289,0.013,0.018,1
Ppme1,0.09895761878882002,0.16593555585339814,0.076,0.065,1
Gne,0.09916280405079654,-0.27487857835886764,0.048,0.057,1
Tnrc6b,0.09928505645976526,-0.11551622409379281,0.261,0.277,1
Esyt2,0.09939363058606078,-0.12012599720816208,0.213,0.229,1
1110038B12Rik,0.09958965411891364,-0.11779705770137294,0.177,0.193,1
Mark4,0.09967008396889489,-0.23114469647630465,0.041,0.049,1
A430093F15Rik,0.09974166764174487,-0.1099344280882848,0.218,0.236,1
Trappc5,0.09978818631251149,-0.15572764539448514,0.148,0.163,1
Cpt1a,0.09995765721295669,-0.24755058246166683,0.051,0.06,1
Hsd17b11,0.10001267261012059,0.21842597771723948,0.059,0.05,1
Aaas,0.10005292752164421,-0.19879210059257213,0.073,0.084,1
Sec31a,0.10019205824573117,0.10219107072095568,0.163,0.147,1
Prkab1,0.10020794225303385,-0.20269919855507412,0.093,0.105,1
Rab10os,0.10037233482138178,-0.22008229348207653,0.086,0.097,1
Ubl4a,0.10039501280462408,-0.11763049400009917,0.151,0.166,1
Rap1gap2,0.10054226925574622,-0.4995363124796066,0.012,0.016,1
Sh3rf1,0.10064026911221668,0.20592863096075176,0.063,0.054,1
Brd2,0.10071178984107428,0.10486556338245023,0.292,0.275,1
Cep95,0.10083708571639456,0.33335370168513645,0.045,0.037,1
Rest,0.10087484927463322,0.15662352233770926,0.174,0.159,1
Cse1l,0.10089954414658768,-0.1803037649628867,0.057,0.066,1
Cerkl,0.10094820102576942,-0.3824886009153161,0.026,0.032,1
Cox19,0.10100916042396314,-0.1972528800868001,0.088,0.1,1
Trbv2,0.10107634785332702,-0.31766227966245486,0.046,0.054,1
Ddi2,0.10113656360439582,0.2040706847401692,0.059,0.05,1
Rdh5,0.10115323412883434,-0.438377310641747,0.012,0.016,1
Dhdh,0.10128293265591667,0.5557461230215841,0.01,0.007,1
Nucks1,0.10131585166391903,-0.13188533632259358,0.333,0.349,1
Tsr3,0.10134841511375775,-0.14705845410782503,0.122,0.135,1
Xkr8,0.1014172662613887,-0.35721898699661914,0.023,0.03,1
Exosc2,0.10144967433007804,0.2513763995185263,0.037,0.029,1
2310039H08Rik,0.10150337287946956,-0.15235465442362983,0.105,0.117,1
Ier5l,0.10161968986005354,0.33691152109832423,0.049,0.04,1
Med20,0.10172778713834069,-0.2780810103972122,0.045,0.054,1
Zfp36,0.10182522449293362,0.14087685825297544,0.463,0.456,1
Serpinb9,0.10215667127199472,-0.20978862334139325,0.051,0.06,1
Snapc2,0.10216611154771184,-0.23609579966469596,0.055,0.065,1
Rassf7,0.10220886333137441,-0.26868231239496243,0.033,0.041,1
Tent5c,0.10224675506255591,-0.1315960942568326,0.22,0.236,1
Huwe1,0.10224782249872405,0.11497364529444187,0.217,0.2,1
Pbxip1,0.10225777440442485,-0.10339479520408457,0.254,0.271,1
Pex13,0.10238091141587526,-0.26795679312350407,0.07,0.081,1
Arid3b,0.1024968304683458,-0.3124640044228748,0.043,0.051,1
Slc4a8,0.10270860254299746,0.36430663001404806,0.031,0.025,1
Cfap36,0.10287365832640971,0.14665298749199707,0.108,0.095,1
Mt3,0.10293567830878851,0.46393781149528035,0.026,0.02,1
Fam160a2,0.10299696692973107,0.36652056562033497,0.031,0.025,1
Plekha1,0.10311674930249294,-0.2295824927060215,0.052,0.061,1
Focad,0.10316812846255775,0.5216203391169572,0.014,0.01,1
Ccdc47,0.10334643439984217,-0.14091931701041815,0.119,0.132,1
Plekha8,0.10336169367288067,0.561622689358253,0.012,0.008,1
Hexim1,0.10341791091810405,-0.33322256458967203,0.037,0.045,1
Stn1,0.10342884350501055,-0.20662134426271006,0.055,0.065,1
Bub3,0.1034601297761619,-0.11155998755754193,0.335,0.351,1
Tmem147,0.10358941477077084,0.17795203177822083,0.134,0.121,1
Wasf2,0.10360913790613867,-0.10263419275060093,0.351,0.368,1
Pcnx4,0.10362204270865565,0.2767701733187682,0.037,0.03,1
Nudt13,0.1037242517991719,-0.38371233504336555,0.021,0.028,1
Gm28836,0.10378931776289484,-0.43603337017344845,0.015,0.021,1
Kcmf1,0.10395092994779806,0.15032371261946142,0.174,0.16,1
Rpain,0.10413897611847668,0.2325530608976436,0.057,0.048,1
Tmem242,0.10422152820574354,-0.17694199959800372,0.111,0.124,1
Spata1,0.10424861738887914,-0.526231179145026,0.009,0.013,1
Plekha3,0.1042694704813555,0.20407068474016965,0.076,0.066,1
Aff3,0.10435331514277701,-0.16109650613057802,0.097,0.109,1
Amd1,0.104408524037503,0.2821956614111727,0.053,0.044,1
Dph3,0.10450293143155662,-0.12607791695216175,0.229,0.245,1
Ilvbl,0.10459126971170367,-0.14745156774472834,0.096,0.108,1
Mms19,0.10464208793220194,-0.16217371545407566,0.087,0.099,1
Mpp7,0.10467592736530335,-0.319047597222597,0.029,0.036,1
Armc9,0.1047887330934865,0.49685243396801493,0.016,0.012,1
Cd72,0.10482886621974678,-0.37258499686044555,0.041,0.049,1
Gmpr2,0.1048626933048078,-0.17701948261533662,0.062,0.072,1
Mterf1b,0.10487565959730359,-0.5317167182287559,0.01,0.015,1
Tulp4,0.10487910723592939,0.15289803275065372,0.104,0.092,1
Fastk,0.10496577346616906,-0.12897344234136687,0.104,0.117,1
5730480H06Rik,0.10509882465791362,-0.2671098925762081,0.031,0.038,1
Slc12a8,0.10519146915516371,-0.5169533655570158,0.016,0.021,1
Tmem147os,0.10541662150563279,0.4352333157043491,0.016,0.012,1
Amacr,0.10541662150563279,0.4352333157043491,0.016,0.012,1
Nudt21,0.10546014853015788,-0.11455481102676468,0.34,0.355,1
Commd7,0.10549219189787146,-0.11726561617941367,0.232,0.249,1
Hilpda,0.10561168469379409,0.20861747400907893,0.066,0.057,1
Cc2d1a,0.10597817141195874,0.21787648426520034,0.066,0.057,1
Pura,0.10603673973298115,0.13835242033150763,0.283,0.268,1
Stat5a,0.1060397638712368,0.19704569906505132,0.122,0.109,1
Prdm2,0.10606814387399552,-0.1714384503520372,0.094,0.106,1
Mroh1,0.1060805572954944,0.2165400367023862,0.048,0.04,1
Gas2l1,0.10616455486210165,0.41278816917954053,0.021,0.015,1
Hist1h1d,0.1062341465974636,-0.4720692548465415,0.077,0.087,1
Cdip1,0.10629111152429019,-0.24944096235330981,0.031,0.039,1
Traip,0.10631226957841242,-0.6100627699484971,0.008,0.012,1
Jarid2,0.10634466830570026,-0.1363567037263782,0.115,0.128,1
Bola1,0.10637083236177002,-0.13047689667830698,0.107,0.12,1
Zbtb17,0.10646758756373506,-0.1970172558544503,0.055,0.065,1
Baz1a,0.10677250057594743,0.13164715883377065,0.22,0.205,1
Ndufaf1,0.10681082150164767,0.242751152904229,0.063,0.053,1
Shpk,0.10688811142956942,0.5770227826519978,0.011,0.007,1
D830025C05Rik,0.10695657149723778,-0.3670860164559562,0.027,0.033,1
Nop9,0.10706165842818756,0.20298062421162832,0.108,0.096,1
Fpgt,0.10724557490971953,0.3118205401354954,0.039,0.031,1
Tktl1,0.10726807613776376,0.5419403234965534,0.014,0.01,1
Coro1c,0.10728130346091176,-0.22074783533125997,0.074,0.085,1
Med24,0.10728165652434159,-0.2730277826709262,0.047,0.056,1
Fam219b,0.10728265688407902,-0.304076218930156,0.026,0.033,1
Slc35b1,0.10751332521433556,-0.1268537680280737,0.142,0.156,1
Gprasp2,0.1075469745445771,0.677006567727215,0.013,0.008,1
1700084C06Rik,0.10761524964231178,-0.5524752783955531,0.006,0.01,1
Tbc1d20,0.10763431673233251,-0.20208866319222185,0.095,0.106,1
Zfp365,0.10766062836065933,-0.43027984294315047,0.02,0.026,1
Ercc3,0.10768631618133503,-0.22145918835631662,0.04,0.048,1
Pigp,0.10786780499853196,-0.1075154659257338,0.17,0.185,1
Eme2,0.10787131163171053,-0.5031475660319851,0.012,0.017,1
Ppox,0.10799161445426401,0.2744600126315673,0.054,0.046,1
AI504432,0.10811155057282885,0.2445227284774636,0.069,0.06,1
Cdk13,0.10811442697911393,-0.1262441356332471,0.212,0.228,1
Nfkb1,0.10818027357990535,0.12017981037806647,0.355,0.342,1
Ehbp1l1,0.10820229464097962,0.12231919830999738,0.121,0.108,1
Sit1,0.10822871694379659,-0.14663923943447754,0.198,0.212,1
Dars2,0.10832231086976829,-0.46391240274888457,0.012,0.017,1
Ckap2,0.10837246471492666,-0.4881454026927381,0.016,0.021,1
Tmem106a,0.10837984665952549,-0.2570632291281285,0.037,0.045,1
Abl1,0.10848097641316534,0.2823869284031959,0.042,0.035,1
Dynll2,0.1085075457681411,-0.13577931814445554,0.142,0.156,1
Odf2,0.10859621350216203,-0.24680781277219932,0.087,0.098,1
Taf3,0.10876995586729783,-0.18056115717431842,0.075,0.086,1
Gemin5,0.10878457002475908,-0.3184221513858274,0.032,0.039,1
Fam98b,0.10879474618335894,-0.14150795752176748,0.134,0.148,1
Sde2,0.10898124407533602,0.12414456397893536,0.137,0.123,1
Hdhd2,0.10900368335690613,-0.2682284206055048,0.055,0.064,1
Cog3,0.1090327268405976,-0.2411814275856825,0.047,0.056,1
Vps13a,0.10906523811802914,-0.10144932142968655,0.209,0.226,1
Nt5c2,0.10927486323087186,-0.21935460003139307,0.057,0.067,1
E230032D23Rik,0.10930101308748966,-0.2895766492350411,0.035,0.042,1
Tbcd,0.10942677467384451,-0.17483302848496152,0.081,0.093,1
Vkorc1,0.10953239158580368,0.1978387310286549,0.093,0.082,1
Rcn1,0.10970332880538299,-0.1560311390537894,0.072,0.082,1
Katnal1,0.10977004100165484,-0.4672279917770421,0.018,0.024,1
Plekhg5,0.10977474740950285,0.5229259455779083,0.019,0.014,1
H2-T24,0.10998907372598209,-0.14337611999994948,0.084,0.095,1
Fam76a,0.1100253856825484,0.17339308646116658,0.096,0.085,1
2310009B15Rik,0.11003942061748917,-0.23931144023263595,0.063,0.073,1
Mrpl10,0.11004342166400535,-0.10606795622066745,0.14,0.155,1
Rhot1,0.11009271105905451,0.22947255785825726,0.064,0.055,1
Tert,0.11017751894855972,-0.413072221730137,0.011,0.015,1
Cln6,0.11021404984048878,0.2151145894558133,0.081,0.07,1
Gstt3,0.1103791096840607,0.4792045681485906,0.019,0.014,1
Gfi1,0.11049789739006655,0.15989330015879144,0.091,0.079,1
Cnot10,0.1106494902746231,-0.1321652468310761,0.096,0.109,1
Ipo8,0.11073450227129344,-0.2561384575165344,0.08,0.09,1
1700037H04Rik,0.11073952676901679,0.1665446734646796,0.121,0.108,1
Magoh,0.11087890161371679,-0.1229886330289216,0.234,0.25,1
Acap3,0.11092497709618199,-0.39193008743343505,0.018,0.024,1
Commd6,0.11108502117766185,-0.10124121287313104,0.206,0.223,1
Lzic,0.11115333471352233,-0.2311446964763042,0.063,0.073,1
Pglyrp2,0.11119598398731598,0.1874814443737851,0.303,0.29,1
Smc2,0.1112957078463685,-0.44740701036075503,0.09,0.1,1
Dido1,0.1113488557650149,0.19420044071610798,0.122,0.11,1
Mrm3,0.11138219602546315,-0.5533590119857523,0.014,0.019,1
Uros,0.11142076729935141,-0.22123514999250116,0.035,0.042,1
5430427O19Rik,0.11156009509281783,-0.6599516457408559,0.008,0.012,1
Stag2,0.1116256817471453,-0.13185255457879652,0.186,0.201,1
Mks1,0.11164426645282083,-0.49304697606301495,0.013,0.017,1
Hint3,0.11167058887994365,-0.11636532702640912,0.187,0.202,1
Hivep3,0.11183499450004679,0.17570088617442892,0.114,0.102,1
Mgmt,0.11211357541998523,0.2609452061570856,0.043,0.036,1
Gm5914,0.11220963198676641,-0.19258828522381988,0.065,0.076,1
Ogg1,0.11221124953154413,-0.2764708595147978,0.049,0.057,1
Gm39323,0.11223260321998915,-0.41666804530651724,0.016,0.022,1
Ciao1,0.11232018403881892,-0.19802775883117674,0.066,0.076,1
Ifit1,0.11261621326867083,-0.17176287749161057,0.224,0.239,1
Aldh6a1,0.11262368682385739,0.5589134021002664,0.011,0.007,1
Larp4,0.11263268867182448,0.14492719999021197,0.11,0.098,1
Vav3,0.11266899673326439,-0.20788742160670237,0.075,0.086,1
Dvl1,0.11271721609100242,0.39169768791594084,0.024,0.019,1
Gimap1os,0.1128272255023752,-0.11813402697114217,0.118,0.132,1
Trav6n-6,0.11287845125505426,0.41774588897550835,0.017,0.012,1
Fam53b,0.11288180213714687,0.15784766797952354,0.22,0.205,1
Ccl25,0.11293428041763158,0.2823869284031959,0.043,0.036,1
Dennd1b,0.11294017422452131,-0.18196911784420644,0.138,0.151,1
Parp4,0.11295932313315891,-0.13340841368170864,0.127,0.141,1
Gm36738,0.1130503261861091,-0.26655914050199225,0.045,0.054,1
Ppp1r3e,0.11305775957032024,0.530799765891353,0.013,0.009,1
Ssna1,0.11306700185018226,-0.10998034026473058,0.25,0.266,1
Prkacb,0.11306759199578008,-0.12201970037780807,0.189,0.204,1
Ralgapa1,0.11328047381241312,0.19519673410691363,0.087,0.076,1
Mrps26,0.11335771259143101,-0.12797744986764314,0.209,0.224,1
C330007P06Rik,0.11359380226798867,-0.2214085612603207,0.052,0.061,1
Cdca2,0.11362992353631007,-0.5132363836555687,0.017,0.022,1
Msl2,0.11369016256876655,-0.1726063408399141,0.084,0.095,1
Gm12166,0.11374991874009596,-0.4795607457143696,0.011,0.015,1
Ccar2,0.1137626159249129,-0.16728028018674834,0.079,0.09,1
Msh3,0.11399375726167912,-0.18458004811463358,0.076,0.086,1
Cfap298,0.11407863695246867,-0.1570280074278707,0.061,0.071,1
Akap11,0.11416936060812816,0.23286794904760422,0.072,0.062,1
Slc27a4,0.1142713225294773,0.41196353638150196,0.019,0.014,1
Smurf1,0.11429739375498917,-0.31978030167759997,0.036,0.044,1
Stk38l,0.1143504709707874,-0.42153380047833267,0.011,0.015,1
5330438D12Rik,0.11499779336395047,-0.4224709197323868,0.017,0.022,1
Gm14455,0.11500306925061336,0.5017512333808538,0.017,0.012,1
Slc24a3,0.11516021278456165,0.26995862039662644,0.036,0.029,1
Zmym3,0.11519014162770644,0.26059735924982164,0.044,0.036,1
Apol7e,0.11532973844519791,-0.2272589376202716,0.069,0.079,1
Adar,0.1154803433037707,-0.15258390440383796,0.194,0.208,1
Tex261,0.11549431840186472,-0.11492624784616057,0.202,0.218,1
Bin3,0.11568912998504215,-0.14310631295801501,0.145,0.159,1
Gins2,0.1157178195779461,-0.20007849839593828,0.035,0.043,1
Arfrp1,0.11579080800709984,-0.12212472362220517,0.163,0.177,1
Ints8,0.1160107057226064,0.2559287297399697,0.074,0.065,1
Clcn5,0.11602255158584436,-0.365137744666435,0.017,0.022,1
Rdx,0.11607948241381187,0.13554691862696133,0.153,0.139,1
Ddb1,0.11624025625285195,0.1168087992706619,0.195,0.18,1
Osbpl3,0.11628879782706682,0.12643050630846897,0.141,0.127,1
Snx17,0.11629639861615884,0.10710081670065263,0.269,0.253,1
Rasgrp1,0.11652348322143981,0.12296483723973295,0.3,0.283,1
Leng9,0.11665163235506042,0.2744600126315673,0.044,0.037,1
Slc15a3,0.11672374391402751,-0.3174108574317662,0.037,0.044,1
Edc3,0.11675223776949054,-0.20675456325175956,0.056,0.065,1
Zfp871,0.11693877716265874,-0.16252876007953976,0.122,0.135,1
Cops7b,0.11707741789101252,0.2548796436620506,0.048,0.04,1
Ppp1r3f,0.11738149264470335,-0.25987641501962067,0.043,0.051,1
Diaph2,0.11753409671085131,0.3258068926317872,0.041,0.034,1
Echs1,0.11765741742578582,0.1207981355136094,0.132,0.119,1
Urod,0.11768885974737632,0.22008300272880055,0.126,0.114,1
Slc25a20,0.11788568489257847,-0.14096947008696237,0.105,0.117,1
Gm49041,0.11790734902712526,-0.5387714757627062,0.008,0.012,1
Wdr25,0.11790734902712526,-0.5387714757627062,0.008,0.012,1
Gstz1,0.11797034596141497,-0.415995616936903,0.017,0.022,1
9930111J21Rik1,0.11802093077064285,-0.3138152221304251,0.026,0.032,1
Dhps,0.11805065560501986,0.1442744373656395,0.158,0.145,1
Gadd45gip1,0.11825331564328893,-0.11285075778017584,0.211,0.227,1
Metrnl,0.11832331241612008,0.34484934052296534,0.034,0.027,1
Skp2,0.11835506081942052,-0.5597310943983524,0.01,0.014,1
Pced1b,0.11836974673279302,-0.16914663884404746,0.13,0.143,1
Gm11423,0.11841363175023979,-0.48607405267304316,0.015,0.02,1
Cnot2,0.11856673563969686,-0.11465414158180165,0.123,0.137,1
Gm16565,0.11858888786341544,-0.3850918045102718,0.028,0.035,1
Cdc34,0.1186011518131851,-0.12329949521544115,0.211,0.227,1
Traf7,0.11868825255223679,-0.12665052860519888,0.13,0.143,1
9930012K11Rik,0.118781547369231,0.4678039014575166,0.017,0.013,1
Wdhd1,0.11883495376454782,-0.3069358730693965,0.023,0.029,1
B3gat3,0.11883805518354656,-0.11323696647811721,0.154,0.168,1
Phf20,0.11892577509592749,-0.20774291366438824,0.073,0.083,1
Gm45716,0.11904501260826145,-0.1569948632318363,0.113,0.125,1
Tmem129,0.11913334868464602,-0.3364976966225335,0.026,0.032,1
Trav13-4-dv7,0.119163886642122,-0.9028445191763428,0.007,0.011,1
Creld1,0.11919807025025078,0.4346370375223172,0.017,0.013,1
Cers2,0.11923825452137263,-0.1107618322117152,0.214,0.229,1
G6pc3,0.11959082951682272,0.15870186929488606,0.07,0.06,1
Padi2,0.11959101531998008,0.2753880892418219,0.083,0.073,1
Nsmaf,0.11969820414736614,0.12401743317413416,0.177,0.162,1
Lss,0.11980249896480269,0.48091089009899335,0.015,0.011,1
Wdr47,0.1198585790405522,-0.39665913183930357,0.015,0.02,1
Rasa2,0.12002772672149817,-0.19651565824113426,0.109,0.121,1
Zfp808,0.12016257750901073,-0.6515394059246553,0.007,0.011,1
Ccdc51,0.1201995058388044,-0.3481167798893674,0.015,0.02,1
Parvg,0.1203902053256687,-0.14293675952119855,0.171,0.185,1
Stx12,0.12041142645081701,0.1668192894435978,0.083,0.073,1
Tor1aip2,0.12049210328965769,-0.1269025497502001,0.212,0.227,1
Unc93b1,0.12050264004454457,-0.18069514075873494,0.098,0.109,1
Tasor2,0.12051855850252628,-0.12665052860519888,0.124,0.137,1
Hexb,0.12072202932312877,-0.19031057679760055,0.172,0.185,1
Gart,0.12083877739448065,0.2699160874866191,0.087,0.077,1
Slc25a10,0.12100323319816406,0.3095069597307676,0.022,0.017,1
Ripk3,0.12106440150807889,0.19005122365258664,0.113,0.101,1
Rab11fip2,0.12110555686355799,-0.2185799986485497,0.046,0.055,1
Hdac3,0.12127736826738049,-0.12576635339606712,0.121,0.134,1
Rnf43,0.12136510635690707,0.22933063714190727,0.059,0.05,1
Pias1,0.12154970399039274,-0.11958040535223668,0.145,0.158,1
Cbx6,0.12158558775300857,0.27946069368993376,0.079,0.069,1
Micu3,0.12179356129947398,0.213421999704698,0.058,0.049,1
Tnfrsf8,0.12181919243611304,0.530799765891353,0.023,0.018,1
A630072M18Rik,0.12185628026193888,-0.2396361573699437,0.034,0.041,1
Kif16b,0.12186487659860079,0.30587296526302854,0.038,0.031,1
Tmc8,0.12197677378413961,-0.10092988653835189,0.161,0.176,1
L1cam,0.12198274516518799,0.283951461608865,0.034,0.028,1
Phlpp2,0.122105380354787,-0.47400122037246906,0.012,0.016,1
Morn1,0.1221331197152469,0.5963881075189299,0.01,0.006,1
Ift122,0.1221331197152469,0.5963881075189299,0.01,0.006,1
Aldh9a1,0.1222153837728155,0.1601273371525722,0.111,0.099,1
Yars2,0.12232703137275201,-0.26222247306087176,0.048,0.056,1
Zfp799,0.12244234548714827,0.36609048809713496,0.023,0.017,1
Timm50,0.12249549922069357,-0.1512120720182515,0.121,0.134,1
Ap2b1,0.12255842104237322,0.2141725155017813,0.108,0.097,1
Morf4l2,0.12256838937893245,0.16523094287680884,0.129,0.117,1
Miip,0.12258646419969975,-0.11244605136439478,0.12,0.133,1
Cenpl,0.12276147145008996,-0.2989145138143767,0.029,0.036,1
Fancc,0.12276160123151998,0.26103949686924555,0.031,0.025,1
4833417C18Rik,0.12278503168321366,-0.6224464944043291,0.009,0.012,1
Setd3,0.12282327848959722,-0.1279019694458876,0.143,0.157,1
Ppp2r3c,0.12330267134457913,-0.1976699919252165,0.062,0.072,1
Smg9,0.12332744092917486,-0.16419459150750404,0.088,0.099,1
Syne2,0.12339635922789186,-0.3489766359042248,0.022,0.028,1
Atxn7l2,0.12343499417476536,0.48091089009899335,0.016,0.011,1
Rpgr,0.12354857275261139,0.5784661995216673,0.012,0.008,1
2610318N02Rik,0.12362294770746682,-0.5031475660319851,0.01,0.014,1
