genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Mgrn1,0.0119705609072119,0.3283530206267695,0.101,0.083,1
Kif4,0.012008846726498384,-0.6475374753671597,0.014,0.023,1
Cybb,0.012020297297692424,-0.2601708125394442,0.104,0.123,1
Pex11a,0.012072060107964471,0.5259987796275318,0.021,0.013,1
Sfxn3,0.012080028477283542,0.23381802813422148,0.143,0.121,1
Tom1,0.012081818389572355,-0.504698017595385,0.027,0.038,1
1810055G02Rik,0.01225213139484157,0.8270010356603459,0.013,0.007,1
Zfp341,0.012265739884353795,-0.7959293152598308,0.009,0.016,1
Hspa14,0.012292208174428571,-0.3052847788185695,0.081,0.099,1
Dynlrb1,0.012309306200029421,-0.12112342618248229,0.368,0.397,1
Rasl11a,0.012324511710029303,0.6567607254984109,0.018,0.011,1
Sh2b3,0.012330927947670817,0.3977041130951928,0.044,0.032,1
Trav10n,0.012344058377031916,0.6223833160518737,0.014,0.008,1
2510039O18Rik,0.012400551324587271,-0.203263491317065,0.175,0.198,1
Dync1i2,0.012416496955999255,0.22681464039645904,0.186,0.163,1
Mmp9,0.012475229171585191,-1.1315323470442697,0.006,0.012,1
Zfp652,0.012508229828979853,-0.3736963145767831,0.038,0.051,1
Sntb1,0.012555935876933514,-0.15474725978343118,0.198,0.224,1
Tmem8,0.012573047527992669,-0.450478497519045,0.031,0.042,1
Zbtb33,0.012585200240519121,0.38889969312013406,0.042,0.03,1
Rnpc3,0.012617341952019844,-0.3021818912558003,0.089,0.107,1
Mtm1,0.012617529352882358,-0.6484989516046049,0.015,0.023,1
Ctnnd1,0.012824582081094757,0.9729514589831378,0.011,0.005,1
Fktn,0.012845574235412044,-0.6439262218147812,0.011,0.019,1
R3hcc1,0.012846632699841024,-0.39456675287806364,0.047,0.061,1
Il18,0.012850714788011315,0.9374250253539964,0.011,0.005,1
Nanos1,0.012986886082317461,0.7732658696030086,0.011,0.005,1
Gm10138,0.012987524971159441,0.5963881075189299,0.027,0.018,1
Cenpf,0.01301097370417933,-0.6186247834519207,0.034,0.046,1
Cdk5,0.013095465685016218,-0.2522878741442933,0.102,0.121,1
Spred1,0.013098788375914336,-0.9244440557825104,0.007,0.013,1
Rcor1,0.013127359405949637,-0.27615098329881205,0.096,0.114,1
Ccdc61,0.013148518517595515,0.35105570341859416,0.06,0.046,1
Mtfr2,0.013214566929536587,-1.0281027573888641,0.005,0.011,1
Oga,0.013266784929299578,-0.22275069366388922,0.207,0.23,1
Sh3tc1,0.01329511603281074,0.9443114109392363,0.012,0.006,1
Cpd,0.01333726590539378,0.3962849574115923,0.058,0.045,1
Slc35c2,0.013342891958205963,-0.29998926140691307,0.088,0.106,1
Txk,0.013370971148137982,-0.18121947114462245,0.099,0.118,1
Sec11a,0.013438629048727587,-0.11800972974200152,0.339,0.37,1
Atg13,0.013455813975688092,-0.31604067163101934,0.06,0.075,1
Alkbh7,0.013522344924760874,-0.31249104118304283,0.085,0.102,1
Tspan32,0.013637713046708312,0.12093566194136479,0.52,0.497,1
Sqstm1,0.01366522615342323,0.1448702091884559,0.546,0.53,1
Slc52a2,0.013757161451994591,0.25446853744410136,0.112,0.093,1
Kmt2a,0.013768574910701343,0.162375253652834,0.319,0.293,1
Cldn10,0.01385376969194813,-0.9885743932022262,0.005,0.01,1
Rundc3b,0.013861029801376138,-0.48780701989749886,0.028,0.039,1
Cep85l,0.013864174478342574,-0.3682788193687898,0.053,0.067,1
Mmadhc,0.013955124925864159,-0.25524737609936876,0.096,0.115,1
Rae1,0.013969642938750903,-0.20345996321096704,0.148,0.17,1
Nlrc5,0.01396977134818167,-0.17263869587957514,0.205,0.23,1
Ibtk,0.014003742862757585,0.31823241466047314,0.075,0.059,1
Tmem131l,0.014013638608419383,-0.3374695356898587,0.061,0.076,1
Dhfr,0.014045972465836335,-0.4580596765034466,0.03,0.042,1
Ttc39b,0.014092085284837264,-0.1359425368617173,0.273,0.299,1
Rasgef1a,0.01412652742839932,-0.7179268032585577,0.011,0.018,1
Qpctl,0.0141611745003104,-0.6100627699484971,0.015,0.024,1
Ranbp6,0.014177787944110226,0.6171466676857271,0.02,0.013,1
Sec14l1,0.014224635191749265,-0.2568103834944937,0.089,0.107,1
Imp4,0.014276833760322894,0.21388612581234945,0.17,0.148,1
Erich1,0.014306089204347693,-0.3541237096619545,0.062,0.077,1
Gng2,0.014329364655788674,-0.19738840803813384,0.198,0.222,1
Trbv19,0.014329577298820775,0.34888485375812195,0.071,0.056,1
Acsf2,0.014345542277111505,-0.5121363492592401,0.024,0.034,1
Nagk,0.014411839052597528,0.42170957610598325,0.057,0.044,1
Zfp52,0.014459755210333047,-0.25352091997979764,0.106,0.125,1
Dhx58,0.014494684113287052,-0.20998970983428134,0.111,0.13,1
6330403K07Rik,0.014548034944955879,-0.32069825519547734,0.078,0.095,1
Actl6a,0.014551558515198418,-0.1837350690634052,0.16,0.183,1
Atp6v1d,0.01456873619861522,-0.16992500144231237,0.277,0.301,1
Armc5,0.014584751164630538,-0.40671780334889185,0.034,0.046,1
Slamf6,0.014747248438693171,-0.11007903682047859,0.327,0.357,1
Macf1,0.014774489504390285,0.12819532335267447,0.365,0.338,1
Yipf1,0.014937982665584746,-0.17493509677867225,0.228,0.252,1
Cxcr5,0.014986445778850726,-0.3048337380028969,0.054,0.069,1
Fubp1,0.014994473878631204,0.14389844088162973,0.303,0.276,1
Gsn,0.015015396981851387,0.3424847134372646,0.089,0.073,1
Mthfd2l,0.015169700271573482,0.4753727065575637,0.045,0.033,1
Gem,0.015178290613791773,0.5344603583757275,0.046,0.034,1
Itih5,0.015193333450930983,-0.2756042801049987,0.084,0.102,1
Akt2,0.015262862359096421,-0.22117412357423172,0.141,0.163,1
Pld3,0.015274504539781292,-0.1291525701092764,0.352,0.381,1
Ppm1h,0.015294549136167838,-0.27642511920722956,0.09,0.107,1
Rad21,0.01531353566616393,-0.219899939308682,0.214,0.237,1
Dcun1d4,0.015319182917010931,-0.41973155784434724,0.024,0.034,1
B3gnt5,0.015320168711492282,-0.5016439754415973,0.028,0.039,1
Eif4ebp2,0.015368988341231682,-0.18889957430293158,0.262,0.287,1
Nol11,0.0153792425040331,-0.20763879682092012,0.104,0.123,1
D5Ertd579e,0.015403565710167174,-0.19227465965361867,0.127,0.147,1
Hmgcr,0.015436229146363155,-0.17708685576970895,0.116,0.137,1
Hnrnpul1,0.015453319721038444,-0.138937128266021,0.21,0.236,1
Tmem123,0.015485245160446227,0.15351477995604923,0.334,0.307,1
Tmem161b,0.01560505390458065,0.5130854608243682,0.041,0.03,1
Mettl23,0.0156266013791674,-0.12359612000320597,0.446,0.471,1
Kxd1,0.015683382572718656,-0.15271973565842623,0.303,0.33,1
Spg21,0.015739120675992695,0.16403988222226262,0.218,0.194,1
Tmem219,0.015742895079381865,-0.24857473894638726,0.134,0.154,1
U2af1l4,0.01577409680589496,-0.19441896889948174,0.131,0.152,1
Jak2,0.015788270955893233,0.25212837401664245,0.213,0.191,1
Rbm45,0.015812769320574106,-0.32147360591059204,0.076,0.093,1
Zfp729b,0.015836818236869443,-0.4694644397756953,0.026,0.037,1
A530040E14Rik,0.015937184914878413,-1.0303945688968534,0.005,0.01,1
Gm26520,0.015968665883225472,-0.9885743932022271,0.005,0.01,1
Ptpn7,0.01603435790761523,-0.11595369967845404,0.322,0.353,1
Msl1,0.016067162931362133,0.2176490912407094,0.135,0.116,1
Smc6,0.01612291237637075,-0.15696019142493345,0.262,0.287,1
Unc119b,0.016173524331454532,-0.32788456631782514,0.077,0.094,1
Srp14,0.016178982225180653,-0.11170137855495177,0.431,0.458,1
Abcf1,0.016188263491577554,-0.15128282415562588,0.237,0.263,1
Hist1h1b,0.016228202963581476,-0.6014772838348084,0.063,0.078,1
Kdm6b,0.016285928729393613,0.27339568573645723,0.073,0.058,1
Ifit3b,0.016306566967919253,-0.2551257310532158,0.093,0.11,1
Gm49180,0.01631167586568507,0.8128799274156933,0.017,0.01,1
Myg1,0.016402889068443637,-0.17653331747480072,0.118,0.139,1
Polr2m,0.016449111091853378,-0.11613889292089352,0.207,0.234,1
Plec,0.016451050836725524,0.20731829256662326,0.231,0.208,1
Srsf9,0.01658643979238839,0.18621177275880108,0.25,0.225,1
Hyls1,0.016632694175473833,-0.6301204222897505,0.015,0.023,1
Rxrb,0.01681539352956464,-0.277633316044235,0.086,0.103,1
1810073O08Rik,0.016821772854954255,0.5762102255813,0.021,0.014,1
Filip1l,0.01685433399559555,-0.40361189248107054,0.045,0.058,1
E4f1,0.016863589923130327,0.3054477051152511,0.091,0.075,1
Ccdc69,0.01686635084070523,0.23484815673271076,0.13,0.111,1
Apobr,0.016880204233793033,-0.7098583651361636,0.01,0.017,1
Nelfcd,0.016887317651586336,-0.2992752326663348,0.077,0.093,1
Parp10,0.016972940498327607,-0.2536566276848795,0.1,0.118,1
Lin9,0.017075823771272106,-0.6501581755262951,0.017,0.025,1
Scpep1,0.017085781711857595,-0.4469393241451707,0.037,0.049,1
Terf2,0.017111997960331,-0.30912125769122856,0.06,0.074,1
Cxcr6,0.017179403163551665,0.3643576041343919,0.066,0.052,1
Aspm,0.0172048984403031,-0.5449677417266123,0.022,0.032,1
Tmco4,0.017280797154296857,-0.3824886009153161,0.05,0.064,1
Mcmbp,0.01730853306778965,-0.21142575999853008,0.126,0.146,1
Trbv13-3,0.017370232928615753,0.4354199998455117,0.044,0.033,1
Gpatch4,0.017405245880051178,0.4209461011090516,0.049,0.037,1
Bcor,0.017410359800927054,0.21728630424433337,0.152,0.131,1
Mcm5,0.01750752037668504,-0.2958980751808169,0.065,0.08,1
Slc52a3,0.01754386373552867,0.4037430295765345,0.055,0.042,1
9630013D21Rik,0.017543895736723925,-0.858513852637854,0.009,0.015,1
Opa3,0.01755143365463037,0.4391741578261712,0.044,0.033,1
Ehd1,0.017630368339250264,0.25311964238527995,0.189,0.169,1
Zbtb25,0.01776402487386224,-0.2915390841169936,0.084,0.101,1
Apex2,0.017780509572140626,-0.48283858363164534,0.028,0.038,1
Aven,0.01784042453170685,0.3092254307922442,0.137,0.118,1
Usp36,0.017853699608208543,-0.35114447258693504,0.048,0.061,1
Cyhr1,0.017856102368702272,-0.16301487576703177,0.175,0.198,1
Hsbp1,0.01797641033167919,-0.11356501232477767,0.374,0.399,1
Zbtb46,0.017986419158247894,0.8415006053554617,0.013,0.007,1
Etfdh,0.018006282745883583,0.31138658162992483,0.081,0.066,1
Grk6,0.0180324429439142,-0.15124601063321808,0.253,0.278,1
Gypc,0.01807623056735984,-0.37190303275373227,0.046,0.059,1
Exoc6,0.01816583406436904,-0.2789946868310995,0.083,0.1,1
Zdhhc4,0.018176216727742833,-0.22258589780550775,0.135,0.155,1
Camk2n1,0.018257017661694526,0.5419403234965534,0.046,0.034,1
Aph1a,0.018318684511407283,-0.1747162882693134,0.222,0.246,1
Glmn,0.018362299467461585,-0.31904759722259746,0.058,0.073,1
Kif23,0.01848911897546454,-0.46634764782903293,0.034,0.045,1
Ntan1,0.018535710744001642,-0.11344635997849561,0.28,0.307,1
Acaa1a,0.01859300148990956,-0.14396179658578734,0.221,0.246,1
Cks1b,0.018628513548033538,-0.4261544611321586,0.071,0.086,1
Snrnp25,0.018687102631238194,0.2604531546376885,0.139,0.12,1
Thyn1,0.018687526538002878,-0.3105024880895888,0.071,0.086,1
Tyms,0.018698982933324736,-0.2901686455670611,0.092,0.11,1
Rnf6,0.018709751529032308,0.2511305763774625,0.138,0.119,1
Ikzf1,0.01877942615217278,-0.1684834832171611,0.2,0.224,1
Slc20a1,0.01881971030866263,-0.4143382990741289,0.038,0.05,1
Hspe1,0.018820403722222073,-0.10007652743163131,0.408,0.435,1
Thada,0.01894127359985888,-0.2197653407135487,0.105,0.123,1
Wdr7,0.018996888448321758,-0.4795607457143696,0.021,0.031,1
Alkbh8,0.01900140153089941,-0.45889432798225993,0.028,0.039,1
Fgfr1op,0.019041518153244473,0.4364471946492401,0.043,0.032,1
Pon3,0.01905966876027219,0.3398474637706359,0.05,0.038,1
H2afx,0.019073818735872144,-0.503982217510798,0.162,0.181,1
Phlda3,0.019077868306166472,0.620234849473297,0.017,0.011,1
Ttyh3,0.01908919895716862,-0.2516087990360205,0.072,0.088,1
Ostm1,0.019184512323480552,-0.25451160693865793,0.094,0.112,1
Gm5141,0.019187888737109183,-0.6730725674742972,0.016,0.024,1
4833407H14Rik,0.019202269704374435,-0.533570486605738,0.017,0.025,1
Vars,0.019218073382430662,0.13849700695741474,0.243,0.218,1
Zfp141,0.01926564135408278,-0.4138802279348974,0.03,0.041,1
Bub1,0.019341005939272977,-0.9296807041486579,0.007,0.013,1
Ints10,0.019403036867017144,-0.31586899783940403,0.046,0.059,1
Gm16575,0.019438767602520696,-0.818649391759914,0.008,0.014,1
Dmac1,0.01944453496096792,-0.23981643147627096,0.111,0.13,1
Parp9,0.01944936710681262,-0.13119625035296734,0.236,0.262,1
Nr1h2,0.019459407593495907,-0.1560904860186012,0.183,0.207,1
Lig1,0.019469171745545067,-0.3933539871156313,0.058,0.073,1
Apol9b,0.019489405534334904,0.47197776532898583,0.043,0.032,1
Cul1,0.01949841485692179,0.17790203888054856,0.183,0.161,1
Hs2st1,0.01950174622844154,0.5183855955176568,0.032,0.022,1
Edrf1,0.019521341866580576,0.4297382381094783,0.043,0.032,1
St3gal5,0.019536681273688065,0.7166823412366412,0.021,0.013,1
Vcpkmt,0.019633449275780365,-0.24776673274162597,0.108,0.126,1
Tmem131,0.019696821626488028,0.2078228196012768,0.153,0.133,1
Spsb1,0.01970975511502391,0.7890331854613253,0.013,0.008,1
Casc3,0.019734460066108902,0.24428186396654272,0.105,0.088,1
Bms1,0.01979284755490952,0.26868427412740825,0.1,0.084,1
Metap1d,0.019796562188123458,0.5036309665990775,0.036,0.026,1
Gm48236,0.019856911709442177,0.7999215016040617,0.011,0.006,1
Sqle,0.019870388144914857,0.4228518525242384,0.038,0.028,1
Mrpl57,0.01990953045004791,-0.15566340948042545,0.281,0.305,1
Smim24,0.019913458293915335,-0.2738045451502167,0.059,0.073,1
Hyal2,0.01993096978499751,0.5236317650836151,0.026,0.018,1
Slc25a28,0.020099501393457418,-0.27194264155854864,0.107,0.125,1
Ptrhd1,0.020121292656784376,-0.3225753203901638,0.07,0.085,1
Oard1,0.020226014440223962,-0.1785453368462968,0.113,0.132,1
Zbtb38,0.0202276246023468,-0.1467222268681856,0.173,0.195,1
Il6ra,0.020235218127418138,0.27278343482418377,0.091,0.075,1
Btg2,0.020330193018051983,0.13590586865632814,0.458,0.433,1
Sgk1,0.020403579447166486,-0.3792152381736029,0.046,0.059,1
Lilrb4a,0.020432034365385186,0.30489905650862414,0.314,0.299,1
Rnf14,0.020468594739067508,-0.22354994397628802,0.119,0.138,1
Rhoc,0.02047120134333778,0.3782079374693965,0.08,0.066,1
Pde8a,0.020482852744069177,0.5151920246709487,0.028,0.019,1
Myo1c,0.02050794798367002,0.2829357946989126,0.069,0.055,1
Desi1,0.02057727076179939,0.2120194378556599,0.121,0.103,1
Rab3d,0.020586013462734615,-0.4995363124796066,0.024,0.033,1
Usp25,0.02063919271494493,-0.19058836109015775,0.213,0.234,1
Cenpn,0.020668004883111022,-0.8365712997571766,0.006,0.011,1
Uck1,0.02068862690499342,-0.2592895361176444,0.082,0.098,1
Tgfbr2,0.020712633503389616,0.17354802004389303,0.238,0.215,1
March2,0.020722886035630078,-0.12290646032022101,0.269,0.295,1
Epb41,0.020723227013229463,-0.277646659937544,0.087,0.103,1
Hsh2d,0.020778723464826742,-0.2223144922419822,0.111,0.13,1
Armt1,0.020791276792059474,-0.33979679488362713,0.046,0.058,1
Nsmce4a,0.020807184830921945,-0.14520893537892254,0.248,0.273,1
Dazap1,0.020824555077230425,-0.16414595778568075,0.251,0.274,1
Pbx2,0.02086885167079834,0.2352005821843406,0.101,0.084,1
Bmp2k,0.020926682113592217,-0.2017668485487083,0.118,0.137,1
Noc3l,0.020958563163998096,0.48786365074076077,0.037,0.027,1
Sytl1,0.021016173182789876,0.21456754923462462,0.18,0.159,1
Hist1h2be,0.02101939380684882,-0.526231179145026,0.028,0.038,1
CAAA01118383.1,0.02108547598477613,-0.2306962849646057,0.141,0.161,1
Hook1,0.021129944358191568,0.48091089009899424,0.037,0.027,1
Rab12,0.021183392611120143,-0.24548269623917873,0.068,0.083,1
Zfp617,0.021201162044336905,-0.4494155820941952,0.028,0.038,1
Mcm4,0.021207290637333998,-0.15395799367289964,0.146,0.168,1
Rab29,0.021215662841925317,-0.2277138893758277,0.118,0.136,1
N4bp3,0.021239930489135275,0.5725413655645619,0.027,0.018,1
Runx2os1,0.021306988612691334,-0.6166056158152688,0.02,0.028,1
Gtf2a2,0.021321905766152845,-0.17633123438743503,0.221,0.244,1
Atg10,0.02134574682539178,-0.35232266378421606,0.039,0.051,1
Hnrnpa0,0.02136507832205305,0.10009291651645447,0.692,0.68,1
Fut8,0.021397037248627987,0.2653421164677505,0.097,0.081,1
Dhx36,0.02145636194299972,-0.21001012017941956,0.235,0.256,1
Mfng,0.0216045285366001,-0.20582782205509398,0.184,0.205,1
Itga3,0.02160787872059718,0.8187805288553776,0.01,0.005,1
Gm37529,0.021661124665519355,-0.4854059836447169,0.026,0.036,1
Insig1,0.021754163621943937,0.35201315691673596,0.062,0.049,1
H1f0,0.021809006066806757,0.21916748662507524,0.251,0.228,1
0610012G03Rik,0.021879786638082002,-0.16094837679921348,0.18,0.203,1
Aldoc,0.021890598895661972,0.37996464397672547,0.05,0.038,1
Adap1,0.022056276164087653,0.22153969835578513,0.15,0.131,1
Phax,0.022068075903689335,-0.16609072784996348,0.191,0.213,1
Adss,0.02212596212535129,-0.14982651972477057,0.253,0.277,1
Rwdd2b,0.022341850710972288,0.5628355478079037,0.025,0.017,1
Tmem205,0.02240737068987947,0.45656513786603714,0.033,0.024,1
Usp9x,0.022428742898250177,0.15973203210583709,0.156,0.136,1
Foxo1,0.022470607767425183,-0.10697704994822343,0.267,0.294,1
Lrch3,0.0225086077255354,0.1985851456564398,0.166,0.146,1
Abhd17a,0.022510474542877003,-0.10949313904302316,0.309,0.337,1
Mfge8,0.022773209667351243,0.34995021221583045,0.045,0.034,1
Spsb2,0.022807837236373224,0.573304494405888,0.027,0.019,1
Mast4,0.022858463645078927,0.34340736634905866,0.053,0.041,1
Dtd2,0.022859271527382125,-0.4036118924810701,0.043,0.056,1
Birc3,0.022873212688405413,0.18567653364287562,0.177,0.156,1
Castor1,0.022890526091277386,0.21253810614488922,0.117,0.099,1
Cct4,0.02290563500682927,0.14131326714187575,0.347,0.323,1
Borcs6,0.022906903402526102,-0.26138981982860576,0.071,0.086,1
Ppcdc,0.022935183400198827,-0.169297635237601,0.15,0.171,1
Dnajc9,0.022952279666872192,-0.16421304583893237,0.173,0.194,1
Kars,0.022985394571468146,-0.22856087455341312,0.094,0.111,1
Gm16033,0.022997679877547018,-0.4536971239173786,0.027,0.036,1
Ifih1,0.02306791587833163,-0.253429234660389,0.166,0.186,1
Trpv2,0.023089107728707738,-0.16914663884404701,0.161,0.182,1
Lilr4b,0.023169866844250497,0.2535444329782319,0.191,0.17,1
Serpini1,0.023208084690133694,-0.47920951137522927,0.023,0.032,1
Hmox2,0.023300314960198344,-0.14688082270777625,0.231,0.255,1
Eif3g,0.023321530505707847,-0.160843335112838,0.225,0.248,1
Tbl2,0.023372447639130395,-0.6666462983148644,0.012,0.019,1
Orc3,0.023373151681421223,-0.2885134843165309,0.07,0.085,1
Stil,0.023426738873982382,-0.7882757427163956,0.008,0.013,1
Agps,0.02347381354224569,-0.27608489103222755,0.076,0.092,1
Rad51,0.02350565678972079,-0.5031475660319851,0.022,0.031,1
Izumo4,0.023570309221588384,0.1578346837696003,0.189,0.167,1
Phlda1,0.02370078428165716,0.35140015710258954,0.093,0.078,1
Phtf2,0.023808116582293423,0.3245834920574042,0.071,0.057,1
Apool,0.023946073779072548,-0.3138152221304247,0.05,0.063,1
Zcwpw1,0.023968427731177747,0.9729514589831378,0.01,0.005,1
Ptbp1,0.023987223803250076,-0.1367055527896348,0.281,0.306,1
Cln3,0.024013247681303942,-0.2712133569755317,0.077,0.093,1
Atp7a,0.024056104076726894,0.7088628367773424,0.017,0.011,1
Fen1,0.024095399828284132,-0.20783120139194233,0.088,0.105,1
Chn2,0.02417243950947691,0.4757066250964668,0.041,0.031,1
Tle4,0.02432188455954211,-0.25542041298603957,0.088,0.105,1
Glod4,0.02436321268926761,-0.16691163446073887,0.147,0.168,1
Sap18b,0.02458716177942529,-0.6860116231817956,0.011,0.018,1
Vps37c,0.024669169539471025,-0.4151998667562822,0.027,0.037,1
5430405H02Rik,0.024774325124336468,-0.2566797885834422,0.081,0.096,1
Gpld1,0.024779332503455147,0.8538843298112937,0.014,0.008,1
Fam234a,0.024825122307670967,0.38198847693601223,0.052,0.041,1
Troap,0.024842910424166635,-0.9479324087048804,0.005,0.01,1
Hdac1,0.024863254132510584,0.14366544542139348,0.354,0.331,1
Med9,0.02488383783764599,-0.2734919169344705,0.068,0.083,1
Mcoln3,0.02489158626916455,-0.906112233010254,0.005,0.01,1
Trim30d,0.024929373780187822,-0.23506852844455484,0.117,0.135,1
Arhgap11a,0.024935047611287297,-0.47400122037246817,0.02,0.029,1
Ythdc1,0.0249355860426009,0.14947778810932721,0.366,0.343,1
Rhob,0.02496614975869298,0.580791252467912,0.026,0.018,1
Akap7,0.02506433582309967,0.3928547134337981,0.03,0.021,1
Cyc1,0.025153635571425245,0.13869467588814555,0.309,0.285,1
Hipk2,0.02520389590926631,-0.20193865590943627,0.128,0.147,1
Ccnd3,0.02532399553436141,-0.10905948905161567,0.394,0.42,1
Ccnk,0.02539180268803291,-0.2305173853022251,0.103,0.12,1
Diaph3,0.0254894076062912,-0.5325096256633284,0.03,0.04,1
Tm4sf5,0.025514923082699096,0.695923781069844,0.024,0.017,1
Gm11273,0.0255228633363296,-0.757248847095771,0.008,0.014,1
Mocs1,0.02566377515349619,-0.45120135099933023,0.024,0.033,1
Tmem14a,0.02567525024046204,0.519572510468099,0.019,0.012,1
Phf20l1,0.025721650720274027,-0.12074927734840046,0.253,0.279,1
Ift46,0.025781005711230875,-0.4480060118395235,0.021,0.029,1
Wdr82,0.025781368067086256,-0.187555427928622,0.152,0.172,1
Mapk9,0.02582024761854537,-0.19055097798458043,0.103,0.121,1
1110020A21Rik,0.025909745737059092,-0.6931185096760553,0.007,0.012,1
Mcfd2,0.02593330023278721,-0.3922071292088214,0.038,0.049,1
Ola1,0.02596387317512037,-0.16272173248609967,0.227,0.249,1
Zup1,0.025999292490585513,-0.2010558867987915,0.233,0.255,1
Gm17745,0.026081326160727957,0.34298546400919294,0.071,0.057,1
Scaf8,0.02612694731565355,0.2512862057114327,0.128,0.11,1
Gm11707,0.0261371691388187,0.2407485220428378,0.091,0.076,1
Cep55,0.026203179961113075,-0.5597310943983524,0.02,0.028,1
Pwwp3a,0.026466356522775306,0.2689218290901372,0.118,0.101,1
Pik3r5,0.02658365187512493,-0.3105024880895897,0.045,0.057,1
Snhg1,0.026645869444268864,-0.2383816398640346,0.198,0.217,1
Plagl2,0.026646605385138373,0.27303230836770975,0.112,0.095,1
Xpo6,0.02671767471102793,-0.13475394420470366,0.114,0.133,1
Snhg20,0.02672992871164649,-0.17744968838589914,0.13,0.149,1
Hist1h3c,0.026784002280272133,-0.6425785383530345,0.018,0.026,1
Aldh16a1,0.026786230693068264,0.31493908198663734,0.074,0.06,1
Tent2,0.026801774036248744,-0.22242033150847274,0.133,0.151,1
Bcl6,0.026816359483984302,0.6096849301323877,0.029,0.02,1
Mfhas1,0.02685735026276439,0.3815372351951005,0.04,0.03,1
Klhl7,0.026884349603066147,0.5851608520956759,0.019,0.012,1
Zcrb1,0.02690029706462757,-0.12184092406569058,0.246,0.271,1
Trappc10,0.027012299384893163,-0.1919193598018314,0.115,0.133,1
Znhit3,0.027028913516371596,-0.35608352239848484,0.049,0.061,1
Auh,0.027033330172816866,0.20463237251868271,0.108,0.091,1
Ubp1,0.02704545194739656,-0.22480873969230553,0.093,0.109,1
Pard6g,0.027177736179190115,0.4123879208648944,0.04,0.03,1
Pbx3,0.02718122812940882,0.5032787031274486,0.027,0.019,1
Snu13,0.02718939043664084,-0.12899301045484313,0.397,0.421,1
Atg101,0.02720542636677824,-0.22561359050307628,0.09,0.106,1
Slc25a39,0.027292494456326435,-0.1679689722393949,0.216,0.238,1
Znrf2,0.02739165126877301,-0.16281162918607484,0.172,0.193,1
Skp1a,0.027428562828316475,0.12676895004317001,0.422,0.397,1
Apobec1,0.027450415921247064,0.3026073417901123,0.106,0.09,1
Ubxn4,0.027469158912147764,0.17251595086532423,0.302,0.279,1
Usp39,0.027560338053147577,-0.2352806291320202,0.09,0.106,1
2310033P09Rik,0.027836636531943335,-0.16599393119146333,0.137,0.157,1
Trpc4ap,0.027849415400809468,-0.18215234866881058,0.21,0.231,1
Usp48,0.027872723960383813,-0.17370426625587143,0.112,0.13,1
Frg1,0.027902668223820662,-0.11539743394021285,0.265,0.29,1
Mob4,0.027907744917552598,-0.16202590591131139,0.246,0.268,1
Acot8,0.027919804686360294,-0.22237157781092387,0.094,0.11,1
Uba5,0.02793039118534197,-0.330190823011701,0.079,0.094,1
Ikbkb,0.027972278408738865,-0.1456443662392939,0.196,0.218,1
Mta1,0.027994714729195888,-0.1853548864712451,0.134,0.153,1
Gm37494,0.028048857299009963,0.35934891021808024,0.048,0.037,1
Cd226,0.02815540614169516,-0.17428079031548416,0.123,0.142,1
Smim27,0.028196771221618965,0.25089154149316295,0.136,0.119,1
Eif2s2,0.028201167589573535,-0.10470657728383592,0.389,0.413,1
D830030K20Rik,0.028214531436326438,0.5660144584754105,0.025,0.017,1
Psen2,0.02829618811182426,0.1371043590238099,0.391,0.369,1
Rps6ka3,0.02831090910464302,-0.23734222996297216,0.078,0.093,1
Fam214a,0.028447248001414113,-0.32114973228909705,0.055,0.068,1
Parp12,0.02844924755234803,-0.33983598204775545,0.052,0.065,1
Stx8,0.028514209603647013,-0.16154726049439994,0.188,0.21,1
Nup50,0.028609052532675355,-0.22193793235967751,0.115,0.132,1
Fnta,0.028672003058166157,0.19199785243959422,0.136,0.118,1
Morrbid,0.028675406712270854,-0.22573016721041483,0.105,0.122,1
Hmgxb3,0.028721825594682296,0.3297870866649433,0.058,0.046,1
Nfatc2ip,0.028817774817680736,-0.31690025928773924,0.052,0.065,1
Cdt1,0.028823201439278884,-0.2479610220208759,0.056,0.069,1
Zc3h12a,0.02882540223113265,0.3285527154213148,0.098,0.083,1
Psme2b,0.028946402977715016,-0.24548269623917873,0.068,0.083,1
Dbnl,0.028959646673567666,-0.12142861609194422,0.35,0.373,1
Lpin1,0.02898198198897001,-0.5178274613370943,0.026,0.035,1
Rida,0.02898568395707469,0.36821796504066384,0.052,0.041,1
Eml6,0.02899837817240423,0.7840151106947015,0.012,0.007,1
Krcc1,0.029130081579985416,0.15860297441149007,0.308,0.288,1
Galc,0.029247211294389314,1.0114256067977738,0.01,0.005,1
Wdr5,0.029266520601525896,0.2847492720230722,0.058,0.046,1
Vps8,0.02930751622058745,0.39251577415327965,0.034,0.025,1
Cir1,0.029376526016022964,-0.2169717973640033,0.149,0.167,1
Timeless,0.029394603549478496,-0.4399537395447908,0.028,0.037,1
Mier3,0.02945915357558903,0.6529716358852964,0.022,0.015,1
Decr1,0.02949583384199503,-0.29585571212518724,0.058,0.071,1
Trav7-6,0.029542867899269288,-0.818649391759914,0.009,0.014,1
Tgfb1,0.029633761667551984,0.13153148683144067,0.369,0.345,1
Slc25a45,0.029669059979409638,-0.3224751297556647,0.056,0.069,1
Exoc3,0.029669917537370114,-0.16782518691663206,0.143,0.163,1
